adsorbate,surface,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,CN,GCN,Valence Electrons,reaction energy (eV),site,Beta,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices
H,Cd12,297.94,13.0,1.69,8.99382,0.0,106.3,1,7.5,12,0.966015964,top|A,1.0,A1,['Cd'],[9],"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cd12,297.94,13.0,1.69,8.99382,0.0,106.3,2,7.33,12,0.839368333,bridge|A_A|A,1.0,A1,"['Cd', 'Cd']","[11, 12]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cd12,297.94,13.0,1.69,8.99382,0.0,106.3,3,7.5,12,0.87136171,hollow|A_A_A|HCP,1.0,A1,"['Cd', 'Cd', 'Cd']","[10, 11, 12]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cd12,297.94,13.0,1.69,8.99382,0.0,106.3,3,6.954545454545454,12,0.825439234,hollow|A_A_A|FCC,1.0,A1,"['Cd', 'Cd', 'Cd']","[9, 10, 11]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Co12,250.71,6.67,1.88,7.88101,0.662,391.2,2,7.33,9,-0.108293689,bridge|A_A|A,1.0,A1,"['Co', 'Co']","[11, 12]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Co12,250.71,6.67,1.88,7.88101,0.662,391.2,3,7.5,9,-0.245903834,hollow|A_A_A|HCP,1.0,A1,"['Co', 'Co', 'Co']","[9, 11, 12]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Co12,250.71,6.67,1.88,7.88101,0.662,391.2,3,6.954545454545454,9,-0.448717897,hollow|A_A_A|FCC,1.0,A1,"['Co', 'Co', 'Co']","[9, 10, 11]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cr12,291.0,7.23,1.66,6.76651,0.666,359.5,1,7.5,6,0.125528427,top|A,1.0,A1,['Cr'],[9],"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cr12,291.0,7.23,1.66,6.76651,0.666,359.5,3,7.5,6,-0.877451345,hollow|A_A_A|HCP,1.0,A1,"['Cr', 'Cr', 'Cr']","[10, 11, 12]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cr12,291.0,7.23,1.66,6.76651,0.666,359.5,3,6.954545454545454,6,-0.878578305,hollow|A_A_A|FCC,1.0,A1,"['Cr', 'Cr', 'Cr']","[9, 10, 11]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,1,7.5,11,0.520936638,top|A,1.0,A1,['Cu'],[9],"['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,2,7.33,11,0.084552981,bridge|A_A|A,1.0,A1,"['Cu', 'Cu']","[10, 12]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,3,7.5,11,-0.039638823,hollow|A_A_A|HCP,1.0,A1,"['Cu', 'Cu', 'Cu']","[10, 11, 12]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,3,6.954545454545454,11,-0.053560439,hollow|A_A_A|FCC,1.0,A1,"['Cu', 'Cu', 'Cu']","[9, 10, 11]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Fe12,286.65,7.09,1.83,7.9024681,0.151,360.8,1,7.5,8,-0.38302948,top|A,1.0,A1,['Fe'],[9],"['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Fe12,286.65,7.09,1.83,7.9024681,0.151,360.8,3,7.5,8,-0.956848585,hollow|A_A_A|HCP,1.0,A1,"['Fe', 'Fe', 'Fe']","[10, 11, 12]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Fe12,286.65,7.09,1.83,7.9024681,0.151,360.8,3,6.954545454545454,8,-0.644186927,hollow|A_A_A|FCC,1.0,A1,"['Fe', 'Fe', 'Fe']","[9, 10, 11]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Hf12,319.64,13.44,1.3,6.82507,0.014,655.5,1,7.5,4,0.283894463,top|A,1.0,A1,['Hf'],[9],"['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Hf12,319.64,13.44,1.3,6.82507,0.014,655.5,2,7.33,4,-0.742009131,bridge|A_A|A,1.0,A1,"['Hf', 'Hf']","[10, 12]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Hf12,319.64,13.44,1.3,6.82507,0.014,655.5,3,7.5,4,-0.990286206,hollow|A_A_A|HCP,1.0,A1,"['Hf', 'Hf', 'Hf']","[10, 11, 12]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Hf12,319.64,13.44,1.3,6.82507,0.014,655.5,3,6.954545454545454,4,-0.996874898,hollow|A_A_A|FCC,1.0,A1,"['Hf', 'Hf', 'Hf']","[9, 10, 11]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ir12,383.9,8.52,2.2,8.96702,1.5638,586.0,1,7.5,9,-0.324119827,top|A,1.0,A1,['Ir'],[9],"['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ir12,383.9,8.52,2.2,8.96702,1.5638,586.0,2,7.33,9,-0.121203722,bridge|A_A|A,1.0,A1,"['Ir', 'Ir']","[9, 10]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ir12,383.9,8.52,2.2,8.96702,1.5638,586.0,3,7.5,9,-0.111492251,hollow|A_A_A|HCP,1.0,A1,"['Ir', 'Ir', 'Ir']","[9, 10, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ir12,383.9,8.52,2.2,8.96702,1.5638,586.0,3,6.954545454545454,9,-0.157797318,hollow|A_A_A|FCC,1.0,A1,"['Ir', 'Ir', 'Ir']","[10, 11, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,La12,377.2,22.39,1.1,5.5769,0.47,406.2,1,7.5,3,0.387234727,top|A,1.0,A1,['La'],[9],"['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,La12,377.2,22.39,1.1,5.5769,0.47,406.2,2,7.33,3,-0.417776649,bridge|A_A|A,1.0,A1,"['La', 'La']","[10, 11]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,La12,377.2,22.39,1.1,5.5769,0.47,406.2,3,7.5,3,-0.687573846,hollow|A_A_A|HCP,1.0,A1,"['La', 'La', 'La']","[9, 10, 11]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,La12,377.2,22.39,1.1,5.5769,0.47,406.2,3,6.954545454545454,3,-0.671628928,hollow|A_A_A|FCC,1.0,A1,"['La', 'La', 'La']","[9, 10, 12]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Mo12,314.7,9.38,2.16,7.09243,0.748,636.0,1,7.5,6,0.150029421,top|A,1.0,A1,['Mo'],[9],"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Mo12,314.7,9.38,2.16,7.09243,0.748,636.0,3,7.5,6,-0.989087,hollow|A_A_A|HCP,1.0,A1,"['Mo', 'Mo', 'Mo']","[10, 11, 12]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Mo12,314.7,9.38,2.16,7.09243,0.748,636.0,3,6.954545454545454,6,-0.7747315,hollow|A_A_A|FCC,1.0,A1,"['Mo', 'Mo', 'Mo']","[9, 10, 11]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Nb12,330.04,10.83,1.6,6.75885,0.916,716.8,1,7.5,5,0.122014893,top|A,1.0,A1,['Nb'],[9],"['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Nb12,330.04,10.83,1.6,6.75885,0.916,716.8,3,7.5,5,-0.943553103,hollow|A_A_A|HCP,1.0,A1,"['Nb', 'Nb', 'Nb']","[10, 11, 12]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Nb12,330.04,10.83,1.6,6.75885,0.916,716.8,3,6.954545454545454,5,-0.873487191,hollow|A_A_A|FCC,1.0,A1,"['Nb', 'Nb', 'Nb']","[9, 10, 11]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Os12,273.44,8.42,2.2,8.43823,1.1,661.0,1,7.5,8,-0.065029765,top|A,1.0,A1,['Os'],[9],"['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Os12,273.44,8.42,2.2,8.43823,1.1,661.0,2,7.33,8,-0.168578605,bridge|A_A|A,1.0,A1,"['Os', 'Os']","[11, 12]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Os12,273.44,8.42,2.2,8.43823,1.1,661.0,3,7.5,8,-0.228759573,hollow|A_A_A|HCP,1.0,A1,"['Os', 'Os', 'Os']","[9, 11, 12]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Os12,273.44,8.42,2.2,8.43823,1.1,661.0,3,6.954545454545454,8,-0.258513453,hollow|A_A_A|FCC,1.0,A1,"['Os', 'Os', 'Os']","[9, 10, 11]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pd12,389.07,8.56,2.2,8.336839,0.562,396.7,1,7.5,10,0.132502024,top|A,1.0,A1,['Pd'],[9],"['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pd12,389.07,8.56,2.2,8.336839,0.562,396.7,2,7.33,10,-0.164437848,bridge|A_A|A,1.0,A1,"['Pd', 'Pd']","[11, 12]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pd12,389.07,8.56,2.2,8.336839,0.562,396.7,3,7.5,10,-0.251614143,hollow|A_A_A|HCP,1.0,A1,"['Pd', 'Pd', 'Pd']","[10, 11, 12]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pd12,389.07,8.56,2.2,8.336839,0.562,396.7,3,6.954545454545454,10,-0.289728039,hollow|A_A_A|FCC,1.0,A1,"['Pd', 'Pd', 'Pd']","[9, 10, 11]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pt12,392.42,9.09,2.28,8.95883,2.128,510.0,1,7.5,10,-0.312314032,top|A,1.0,A1,['Pt'],[9],"['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pt12,392.42,9.09,2.28,8.95883,2.128,510.0,2,7.33,10,-0.203687685,bridge|A_A|A,1.0,A1,"['Pt', 'Pt']","[9, 10]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pt12,392.42,9.09,2.28,8.95883,2.128,510.0,3,7.5,10,-0.194288464,hollow|A_A_A|HCP,1.0,A1,"['Pt', 'Pt', 'Pt']","[9, 10, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Pt12,392.42,9.09,2.28,8.95883,2.128,510.0,3,6.954545454545454,10,-0.229145975,hollow|A_A_A|FCC,1.0,A1,"['Pt', 'Pt', 'Pt']","[10, 11, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Re12,276.1,8.86,1.9,7.83352,0.15,738.0,1,7.5,7,0.056626618,top|A,1.0,A1,['Re'],[9],"['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Re12,276.1,8.86,1.9,7.83352,0.15,738.0,2,7.33,7,-0.338007973,bridge|A_A|A,1.0,A1,"['Re', 'Re']","[11, 12]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Re12,276.1,8.86,1.9,7.83352,0.15,738.0,3,7.5,7,-0.491666032,hollow|A_A_A|HCP,1.0,A1,"['Re', 'Re', 'Re']","[10, 11, 12]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Re12,276.1,8.86,1.9,7.83352,0.15,738.0,3,6.954545454545454,7,-0.511985045,hollow|A_A_A|FCC,1.0,A1,"['Re', 'Re', 'Re']","[9, 10, 11]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Rh12,380.34,8.28,2.28,7.4589,1.137,516.7,1,7.5,9,-0.035285274,top|A,1.0,A1,['Rh'],[9],"['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Rh12,380.34,8.28,2.28,7.4589,1.137,516.7,2,7.33,9,-0.179943439,bridge|A_A|A,1.0,A1,"['Rh', 'Rh']","[11, 12]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Rh12,380.34,8.28,2.28,7.4589,1.137,516.7,3,7.5,9,-0.245202188,hollow|A_A_A|HCP,1.0,A1,"['Rh', 'Rh', 'Rh']","[10, 11, 12]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Rh12,380.34,8.28,2.28,7.4589,1.137,516.7,3,6.954545454545454,9,-0.284275014,hollow|A_A_A|FCC,1.0,A1,"['Rh', 'Rh', 'Rh']","[9, 10, 11]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ru12,270.59,8.17,2.2,7.3605,1.05,605.7,1,7.5,8,0.095803119,top|A,1.0,A1,['Ru'],[9],"['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ru12,270.59,8.17,2.2,7.3605,1.05,605.7,2,7.33,8,-0.271800772,bridge|A_A|A,1.0,A1,"['Ru', 'Ru']","[11, 12]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ru12,270.59,8.17,2.2,7.3605,1.05,605.7,3,7.5,8,-0.374250135,hollow|A_A_A|HCP,1.0,A1,"['Ru', 'Ru', 'Ru']","[9, 11, 12]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ru12,270.59,8.17,2.2,7.3605,1.05,605.7,3,6.954545454545454,8,-0.411165643,hollow|A_A_A|FCC,1.0,A1,"['Ru', 'Ru', 'Ru']","[9, 10, 11]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Sc12,330.9,15.0,1.36,6.56149,0.188,334.0,1,7.5,3,0.175749213,top|A,1.0,A1,['Sc'],[9],"['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Sc12,330.9,15.0,1.36,6.56149,0.188,334.0,3,7.5,3,-0.953376004,hollow|A_A_A|HCP,1.0,A1,"['Sc', 'Sc', 'Sc']","[10, 11, 12]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Sc12,330.9,15.0,1.36,6.56149,0.188,334.0,3,6.954545454545454,3,-1.003077461,hollow|A_A_A|FCC,1.0,A1,"['Sc', 'Sc', 'Sc']","[9, 10, 11]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ta12,330.13,10.85,1.5,7.549571,0.322,771.0,1,7.5,5,0.073949521,top|A,1.0,A1,['Ta'],[9],"['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ta12,330.13,10.85,1.5,7.549571,0.322,771.0,3,7.5,5,-1.019672595,hollow|A_A_A|HCP,1.0,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 11]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ta12,330.13,10.85,1.5,7.549571,0.322,771.0,3,6.954545454545454,5,-0.951701144,hollow|A_A_A|FCC,1.0,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 12]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Tc12,273.5,8.63,1.9,7.11938,0.55,573.0,1,7.5,7,0.181114073,top|A,1.0,A1,['Tc'],[9],"['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Tc12,273.5,8.63,1.9,7.11938,0.55,573.0,2,7.33,7,-0.368834798,bridge|A_A|A,1.0,A1,"['Tc', 'Tc']","[11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Tc12,273.5,8.63,1.9,7.11938,0.55,573.0,3,7.5,7,-0.538785809,hollow|A_A_A|HCP,1.0,A1,"['Tc', 'Tc', 'Tc']","[10, 11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Tc12,273.5,8.63,1.9,7.11938,0.55,573.0,3,6.954545454545454,7,-0.559478978,hollow|A_A_A|FCC,1.0,A1,"['Tc', 'Tc', 'Tc']","[9, 10, 11]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ti12,295.08,10.64,1.54,6.82812,0.079,443.7,1,7.5,4,0.243860667,top|A,1.0,A1,['Ti'],[9],"['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ti12,295.08,10.64,1.54,6.82812,0.079,443.7,3,7.5,4,-1.01043746,hollow|A_A_A|HCP,1.0,A1,"['Ti', 'Ti', 'Ti']","[10, 11, 12]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Ti12,295.08,10.64,1.54,6.82812,0.079,443.7,3,6.954545454545454,4,-0.956476197,hollow|A_A_A|FCC,1.0,A1,"['Ti', 'Ti', 'Ti']","[9, 10, 11]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,V12,303.0,8.32,1.63,6.746187,0.525,475.8,1,7.5,5,0.170977696,top|A,1.0,A1,['V'],[9],"['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,V12,303.0,8.32,1.63,6.746187,0.525,475.8,3,7.5,5,-0.99566059,hollow|A_A_A|HCP,1.0,A1,"['V', 'V', 'V']","[10, 11, 12]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,V12,303.0,8.32,1.63,6.746187,0.525,475.8,3,6.954545454545454,5,-0.954071935,hollow|A_A_A|FCC,1.0,A1,"['V', 'V', 'V']","[9, 10, 11]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,W12,316.52,9.47,2.36,7.86403,0.81626,835.0,1,7.5,6,-0.027413156,top|A,1.0,A1,['W'],[9],"['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,W12,316.52,9.47,2.36,7.86403,0.81626,835.0,3,7.5,6,-0.863439932,hollow|A_A_A|HCP,1.0,A1,"['W', 'W', 'W']","[10, 11, 12]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,W12,316.52,9.47,2.36,7.86403,0.81626,835.0,3,6.954545454545454,6,-0.879511383,hollow|A_A_A|FCC,1.0,A1,"['W', 'W', 'W']","[9, 10, 11]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Y12,364.74,19.88,1.22,6.21726,0.307,391.4,1,7.5,3,0.217378548,top|A,1.0,A1,['Y'],[9],"['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Y12,364.74,19.88,1.22,6.21726,0.307,391.4,3,7.5,3,-0.902642692,hollow|A_A_A|HCP,1.0,A1,"['Y', 'Y', 'Y']","[10, 11, 12]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Y12,364.74,19.88,1.22,6.21726,0.307,391.4,3,6.954545454545454,3,-0.970131958,hollow|A_A_A|FCC,1.0,A1,"['Y', 'Y', 'Y']","[9, 10, 11]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zn12,266.49,9.16,1.65,9.394197,0.0,126.35,1,7.5,12,0.773363584,top|A,1.0,A1,['Zn'],[9],"['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zn12,266.49,9.16,1.65,9.394197,0.0,126.35,2,7.33,12,0.579069405,bridge|A_A|A,1.0,A1,"['Zn', 'Zn']","[11, 12]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zn12,266.49,9.16,1.65,9.394197,0.0,126.35,3,7.5,12,0.581275432,hollow|A_A_A|HCP,1.0,A1,"['Zn', 'Zn', 'Zn']","[10, 11, 12]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zn12,266.49,9.16,1.65,9.394197,0.0,126.35,3,6.954545454545454,12,0.552737221,hollow|A_A_A|FCC,1.0,A1,"['Zn', 'Zn', 'Zn']","[9, 10, 11]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zr12,323.2,14.02,1.33,6.634126,0.426,601.0,1,7.5,4,0.309042952,top|A,1.0,A1,['Zr'],[9],"['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zr12,323.2,14.02,1.33,6.634126,0.426,601.0,3,7.5,4,-0.992339168,hollow|A_A_A|HCP,1.0,A1,"['Zr', 'Zr', 'Zr']","[10, 11, 12]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]"
H,Zr12,323.2,14.02,1.33,6.634126,0.426,601.0,3,6.954545454545454,4,-0.889286528,hollow|A_A_A|FCC,1.0,A1,"['Zr', 'Zr', 'Zr']","[9, 10, 11]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]"
