Metal,D-Band Center,D-Band Width,D-Band Filling,Adsorption Site
Co2Sc2,-1.405367275,1.706458229,0.932862654,top|A
Co2Sc2,0.218627051,6.048187553,0.257706309,top|B
Co2Ti2,-0.9766065,3.607223481,0.653659849,4fold|A_A_B_B
Co2Ti2,-1.535734874,2.138444177,0.877631053,bridge|A_A|A
Co2Ti2,-1.535734874,2.138444177,0.877631053,bridge|A_A|B
Co2Ti2,-0.975863579,3.607173055,0.65356104,bridge|A_B|A
Co2Ti2,-0.975966886,3.607226719,0.653588486,bridge|A_B|B
Co2Ti2,-0.243862807,4.809034214,0.3601583,bridge|B_B|A
Co2Ti2,-0.977211947,3.606978874,0.653736766,bridge|B_B|B
Co2Ti2,-1.17897473,3.166895768,0.734731573,hollow|A_A_A|FCC
Co2Ti2,-0.755742642,4.022232336,0.565073174,hollow|A_A_A|HCP
Co2Ti2,-1.178897555,3.166874278,0.734709612,hollow|A_A_B|FCC
Co2Ti2,-0.754765035,4.022290501,0.564947412,hollow|A_A_B|HCP
Co2Ti2,-0.755742642,4.022232336,0.565073174,hollow|A_B_B|FCC
Co2Ti2,-1.17897473,3.166895768,0.734731573,hollow|A_B_B|HCP
Co2Ti2,-1.534589732,2.138545797,0.877499344,top|A
Co2Ti2,-0.243908269,4.808846415,0.360171321,top|B
Co2V2,-1.052663553,3.622288575,0.668462684,4fold|A_A_B_B
Co2V2,-1.697355382,2.450666508,0.885933156,bridge|A_A|A
Co2V2,-1.697355382,2.450666508,0.885933156,bridge|A_A|B
Co2V2,-1.052852346,3.622009813,0.6685101,bridge|A_B|A
Co2V2,-1.052808589,3.622120046,0.668490791,bridge|A_B|B
Co2V2,-0.279578279,4.534094869,0.407688879,bridge|B_B|A
Co2V2,-1.05264945,3.622118569,0.668482776,bridge|B_B|B
Co2V2,-1.280172494,3.271817212,0.745204142,hollow|A_A_A|FCC
Co2V2,-0.810975068,3.946413895,0.586954553,hollow|A_A_A|HCP
Co2V2,-1.280220921,3.271805009,0.745221095,hollow|A_A_B|FCC
Co2V2,-0.811090351,3.94638927,0.586967647,hollow|A_A_B|HCP
Co2V2,-0.810975068,3.946413895,0.586954553,hollow|A_B_B|FCC
Co2V2,-1.280172494,3.271817212,0.745204142,hollow|A_B_B|HCP
Co2V2,-1.697549059,2.450586873,0.885959303,top|A
Co2V2,-0.27956772,4.534010676,0.407683148,top|B
Co2W2,-1.271915232,4.765572045,0.722238294,4fold|A_A_B_B
Co2W2,-1.472745865,2.783819386,0.863792247,bridge|A_A|A
Co2W2,-1.472745865,2.783819386,0.863792247,bridge|A_A|B
Co2W2,-1.272086696,4.765569866,0.722268374,bridge|A_B|A
Co2W2,-1.272090254,4.765582192,0.722265138,bridge|A_B|B
Co2W2,-1.042511325,6.300502647,0.560581584,bridge|B_B|A
Co2W2,-1.271686799,4.765410862,0.722222764,bridge|B_B|B
Co2W2,-1.341721594,4.185231087,0.771465504,hollow|A_A_A|FCC
Co2W2,-1.198771835,5.303474985,0.670773641,hollow|A_A_A|HCP
Co2W2,-1.341714619,4.18521205,0.77146592,hollow|A_A_B|FCC
Co2W2,-1.199022491,5.303439467,0.670802782,hollow|A_A_B|HCP
Co2W2,-1.198771835,5.303474985,0.670773641,hollow|A_B_B|FCC
Co2W2,-1.341721594,4.185231087,0.771465504,hollow|A_B_B|HCP
Co2W2,-1.473098502,2.783738057,0.863831423,top|A
Co2W2,-1.042526767,6.300486548,0.560582129,top|B
Co2Y2,-1.019749346,4.62656454,0.713986101,4fold|A_A_B_B
Co2Y2,-1.47905291,1.728220579,0.944349899,bridge|A_A|A
Co2Y2,-1.47905291,1.728220579,0.944349899,bridge|A_A|B
Co2Y2,-1.01973392,4.626438814,0.714022156,bridge|A_B|A
Co2Y2,-1.019376795,4.626349731,0.713952465,bridge|A_B|B
Co2Y2,-0.17286277,7.366942038,0.289200378,bridge|B_B|A
Co2Y2,-1.020158599,4.626425114,0.714049504,bridge|B_B|B
Co2Y2,-1.200270724,3.769196887,0.804583831,hollow|A_A_A|FCC
Co2Y2,-0.799578938,5.485601944,0.603485845,hollow|A_A_A|HCP
Co2Y2,-1.200482865,3.769173146,0.804628618,hollow|A_A_B|FCC
Co2Y2,-0.79926551,5.485578096,0.603464842,hollow|A_A_B|HCP
Co2Y2,-0.799578938,5.485601944,0.603485845,hollow|A_B_B|FCC
Co2Y2,-1.200270724,3.769196887,0.804583831,hollow|A_B_B|HCP
Co2Y2,-1.478748418,1.72818614,0.944339401,top|A
Co2Y2,-0.172519803,7.366541535,0.289168193,top|B
Co2Zn2,-4.679571962,2.901471254,0.982260401,4fold|A_A_B_B
Co2Zn2,-2.272373041,1.92450249,0.966095252,bridge|A_A|A
Co2Zn2,-2.272373041,1.92450249,0.966095252,bridge|A_A|B
Co2Zn2,-4.679612482,2.901673157,0.982252214,bridge|A_B|A
Co2Zn2,-4.679639879,2.901668886,0.982252612,bridge|A_B|B
Co2Zn2,-7.076655298,1.263859687,0.998358219,bridge|B_B|A
Co2Zn2,-4.679763915,2.901337227,0.98226614,bridge|B_B|B
Co2Zn2,-3.878311209,2.852371627,0.976878028,hollow|A_A_A|FCC
Co2Zn2,-5.479844173,2.723688429,0.987639809,hollow|A_A_A|HCP
Co2Zn2,-3.878285755,2.85236712,0.976877812,hollow|A_A_B|FCC
Co2Zn2,-5.479730975,2.72394601,0.987630448,hollow|A_A_B|HCP
Co2Zn2,-5.479844173,2.723688429,0.987639809,hollow|A_B_B|FCC
Co2Zn2,-3.878311209,2.852371627,0.976878028,hollow|A_B_B|HCP
Co2Zn2,-2.272270568,1.92486542,0.966081378,top|A
Co2Zn2,-7.076652568,1.263872856,0.998358287,top|B
Co2Zr2,-0.810889117,4.267832372,0.655352945,4fold|A_A_B_B
Co2Zr2,-1.020986753,2.263467478,0.818834149,bridge|A_A|A
Co2Zr2,-1.020986753,2.263467478,0.818834149,bridge|A_A|B
Co2Zr2,-0.811031261,4.268383277,0.655366257,bridge|A_B|A
Co2Zr2,-0.810968817,4.268370461,0.655352072,bridge|A_B|B
Co2Zr2,-0.520242162,6.016041429,0.429117276,bridge|B_B|A
Co2Zr2,-0.810945173,4.26841776,0.655344777,bridge|B_B|B
Co2Zr2,-0.888008238,3.662557795,0.715392752,hollow|A_A_A|FCC
Co2Zr2,-0.725050763,4.852730186,0.588494214,hollow|A_A_A|HCP
Co2Zr2,-0.888045874,3.662550637,0.71540137,hollow|A_A_B|FCC
Co2Zr2,-0.725101098,4.852711209,0.588506268,hollow|A_A_B|HCP
Co2Zr2,-0.725050763,4.852730186,0.588494214,hollow|A_B_B|FCC
Co2Zr2,-0.888008238,3.662557795,0.715392752,hollow|A_B_B|HCP
Co2Zr2,-1.021043184,2.263441317,0.818842445,top|A
Co2Zr2,-0.520204308,6.016248303,0.429097958,top|B
Cr2Fe2,-1.564083234,2.606289475,0.774706147,4fold|A_A_B_B
Cr2Fe2,-0.437617694,2.676798193,0.503136008,bridge|A_A|A
Cr2Fe2,-0.437617694,2.676798193,0.503136008,bridge|A_A|B
Cr2Fe2,-1.564457332,2.606226624,0.774802927,bridge|A_B|A
Cr2Fe2,-1.564592121,2.606179566,0.774830069,bridge|A_B|B
Cr2Fe2,-2.254423177,2.304391807,0.941141483,bridge|B_B|A
Cr2Fe2,-1.563744513,2.606350455,0.774609475,bridge|B_B|B
Cr2Fe2,-1.253977225,2.673660331,0.699950762,hollow|A_A_A|FCC
Cr2Fe2,-1.828073399,2.517585427,0.838344271,hollow|A_A_A|HCP
Cr2Fe2,-1.253885639,2.673682121,0.699933639,hollow|A_A_B|FCC
Cr2Fe2,-1.82855688,2.517411514,0.838472732,hollow|A_A_B|HCP
Cr2Fe2,-1.828073399,2.517585427,0.838344271,hollow|A_B_B|FCC
Cr2Fe2,-1.253977225,2.673660331,0.699950762,hollow|A_B_B|HCP
Cr2Fe2,-0.438137047,2.676856431,0.503293457,top|A
Cr2Fe2,-2.254549082,2.304311004,0.941167531,top|B
Cr2Hf2,-0.788115967,5.326898614,0.635562091,4fold|A_A_B_B
Cr2Hf2,-0.435303788,2.760572327,0.635139581,bridge|A_A|A
Cr2Hf2,-0.435303788,2.760572327,0.635139581,bridge|A_A|B
Cr2Hf2,-0.786781025,5.326330096,0.635253309,bridge|A_B|A
Cr2Hf2,-0.787229601,5.32650632,0.635344165,bridge|A_B|B
Cr2Hf2,-1.360129928,7.842096958,0.636208462,bridge|B_B|A
Cr2Hf2,-0.788972605,5.327573195,0.635744654,bridge|B_B|B
Cr2Hf2,-0.653439559,4.524906914,0.635431516,hollow|A_A_A|FCC
Cr2Hf2,-0.946985712,6.132067007,0.635905075,hollow|A_A_A|HCP
Cr2Hf2,-0.653162997,4.524829711,0.635372738,hollow|A_A_B|FCC
Cr2Hf2,-0.945268265,6.130670638,0.635548975,hollow|A_A_B|HCP
Cr2Hf2,-0.946985712,6.132067007,0.635905075,hollow|A_B_B|FCC
Cr2Hf2,-0.653439559,4.524906914,0.635431516,hollow|A_B_B|HCP
Cr2Hf2,-0.433773176,2.760820821,0.634745184,top|A
Cr2Hf2,-1.360954605,7.843008878,0.63633922,top|B
Cr2Ir2,-1.763489716,3.055284699,0.751639311,4fold|A_A_B_B
Cr2Ir2,-0.786428131,2.497261681,0.60129482,bridge|A_A|A
Cr2Ir2,-0.786428131,2.497261681,0.60129482,bridge|A_A|B
Cr2Ir2,-1.763705501,3.055218561,0.751692363,bridge|A_B|A
Cr2Ir2,-1.763516026,3.055244046,0.751649256,bridge|A_B|B
Cr2Ir2,-2.628312515,3.237983373,0.884706644,bridge|B_B|A
Cr2Ir2,-1.763422636,3.055318565,0.751621812,bridge|B_B|B
Cr2Ir2,-1.451242325,2.9243683,0.703585501,hollow|A_A_A|FCC
Cr2Ir2,-2.063120472,3.146772762,0.797735911,hollow|A_A_A|HCP
Cr2Ir2,-1.451362146,2.924357682,0.703613957,hollow|A_A_B|FCC
Cr2Ir2,-2.063325257,3.146719565,0.79778416,hollow|A_A_B|HCP
Cr2Ir2,-2.063120472,3.146772762,0.797735911,hollow|A_B_B|FCC
Cr2Ir2,-1.451242325,2.9243683,0.703585501,hollow|A_B_B|HCP
Cr2Ir2,-0.786612635,2.497300195,0.601351751,top|A
Cr2Ir2,-2.628080675,3.237967871,0.884658768,top|B
Cr2La2,-0.786205143,4.445358797,0.637862992,4fold|A_A_B_B
Cr2La2,-0.555761919,2.742866807,0.640776847,bridge|A_A|A
Cr2La2,-0.555761919,2.742866807,0.640776847,bridge|A_A|B
Cr2La2,-0.786082157,4.445418302,0.637840536,bridge|A_B|A
Cr2La2,-0.786069517,4.445493976,0.637831255,bridge|A_B|B
Cr2La2,-1.277434672,6.744977737,0.63165694,bridge|B_B|A
Cr2La2,-0.786389986,4.445591546,0.637908839,bridge|B_B|B
Cr2La2,-0.692843722,3.849296002,0.639040102,hollow|A_A_A|FCC
Cr2La2,-0.905240904,5.102493434,0.636392392,hollow|A_A_A|HCP
Cr2La2,-0.692846196,3.849232884,0.639046276,hollow|A_A_B|FCC
Cr2La2,-0.904980644,5.102344106,0.636331243,hollow|A_A_B|HCP
Cr2La2,-0.905240904,5.102493434,0.636392392,hollow|A_B_B|FCC
Cr2La2,-0.692843722,3.849296002,0.639040102,hollow|A_B_B|HCP
Cr2La2,-0.555551201,2.74283138,0.640726866,top|A
Cr2La2,-1.277348089,6.74479556,0.631642971,top|B
Cr2Mn2,-1.509030955,4.055550407,0.685632992,4fold|A_A_B_B
Cr2Mn2,-0.315782683,4.756589913,0.365371851,bridge|A_A|A
Cr2Mn2,-0.315782683,4.756589913,0.365371851,bridge|A_A|B
Cr2Mn2,-1.508747806,4.05555162,0.685567979,bridge|A_B|A
Cr2Mn2,-1.508664898,4.055432893,0.685561305,bridge|A_B|B
Cr2Mn2,-2.285210742,3.301772828,0.893956321,bridge|B_B|A
Cr2Mn2,-1.509472416,4.055773698,0.685726531,bridge|B_B|B
Cr2Mn2,-1.171681933,4.299225858,0.595093974,hollow|A_A_A|FCC
Cr2Mn2,-1.80211485,3.807492875,0.764285546,hollow|A_A_A|HCP
Cr2Mn2,-1.171744676,4.299332678,0.595099585,hollow|A_A_B|FCC
Cr2Mn2,-1.801629047,3.807547508,0.764176115,hollow|A_A_B|HCP
Cr2Mn2,-1.80211485,3.807492875,0.764285546,hollow|A_B_B|FCC
Cr2Mn2,-1.171681933,4.299225858,0.595093974,hollow|A_B_B|HCP
Cr2Mn2,-0.315256517,4.756035005,0.365271787,top|A
Cr2Mn2,-2.285150675,3.301723278,0.893952212,top|B
Cr2Ni2,-1.256998954,2.180856745,0.753511772,4fold|A_A_B_B
Cr2Ni2,-0.670026854,2.492676172,0.572145464,bridge|A_A|A
Cr2Ni2,-0.670026854,2.492676172,0.572145464,bridge|A_A|B
Cr2Ni2,-1.257413589,2.180693323,0.753757648,bridge|A_B|A
Cr2Ni2,-1.257461912,2.180691057,0.753761435,bridge|A_B|B
Cr2Ni2,-1.770684067,1.707558166,0.912228543,bridge|B_B|A
Cr2Ni2,-1.256587769,2.181056737,0.753284176,bridge|B_B|B
Cr2Ni2,-1.070289635,2.301038958,0.69580947,hollow|A_A_A|FCC
Cr2Ni2,-1.435393979,2.043662584,0.808562439,hollow|A_A_A|HCP
Cr2Ni2,-1.070256517,2.301032664,0.695806881,hollow|A_A_B|FCC
Cr2Ni2,-1.435920423,2.043434607,0.808868456,hollow|A_A_B|HCP
Cr2Ni2,-1.435393979,2.043662584,0.808562439,hollow|A_B_B|FCC
Cr2Ni2,-1.070289635,2.301038958,0.69580947,hollow|A_B_B|HCP
Cr2Ni2,-0.670974182,2.492500924,0.572675503,top|A
Cr2Ni2,-1.770739855,1.707573102,0.912242768,top|B
Cr2Ta2,-0.363830436,5.052483362,0.537599452,4fold|A_A_B_B
Cr2Ta2,-0.207394441,3.587947605,0.550081675,bridge|A_A|A
Cr2Ta2,-0.207394441,3.587947605,0.550081675,bridge|A_A|B
Cr2Ta2,-0.363882148,5.052471957,0.537611944,bridge|A_B|A
Cr2Ta2,-0.363947567,5.05255186,0.537621408,bridge|A_B|B
Cr2Ta2,-0.546143472,6.34107135,0.523073989,bridge|B_B|A
Cr2Ta2,-0.363695073,5.052298843,0.537586712,bridge|B_B|B
Cr2Ta2,-0.309090992,4.593931027,0.541975915,hollow|A_A_A|FCC
Cr2Ta2,-0.421365353,5.493145929,0.532998498,hollow|A_A_A|HCP
Cr2Ta2,-0.309049377,4.593937298,0.541968006,hollow|A_A_B|FCC
Cr2Ta2,-0.421518554,5.493294113,0.533018951,hollow|A_A_B|HCP
Cr2Ta2,-0.421365353,5.493145929,0.532998498,hollow|A_B_B|FCC
Cr2Ta2,-0.309090992,4.593931027,0.541975915,hollow|A_B_B|HCP
Cr2Ta2,-0.207538463,3.588007505,0.550104083,top|A
Cr2Ta2,-0.546215961,6.341278705,0.523074855,top|B
Cr2Tc2,-1.378207388,3.97942822,0.670609383,4fold|A_A_B_B
Cr2Tc2,-0.942908042,3.653100278,0.58854197,bridge|A_A|A
Cr2Tc2,-0.942908042,3.653100278,0.58854197,bridge|A_A|B
Cr2Tc2,-1.378319902,3.979534005,0.670640622,bridge|A_B|A
Cr2Tc2,-1.377996064,3.979395977,0.67055889,bridge|A_B|B
Cr2Tc2,-1.814008765,4.236742858,0.752778781,bridge|B_B|A
Cr2Tc2,-1.378475467,3.979667177,0.670672683,bridge|B_B|B
Cr2Tc2,-1.232975964,3.879123083,0.643221001,hollow|A_A_A|FCC
Cr2Tc2,-1.523549135,4.072411928,0.698011676,hollow|A_A_A|HCP
Cr2Tc2,-1.2331652,3.879187149,0.643270794,hollow|A_A_B|FCC
Cr2Tc2,-1.523413359,4.072274762,0.697986432,hollow|A_A_B|HCP
Cr2Tc2,-1.523549135,4.072411928,0.698011676,hollow|A_B_B|FCC
Cr2Tc2,-1.232975964,3.879123083,0.643221001,hollow|A_B_B|HCP
Cr2Tc2,-0.942842301,3.652982259,0.588530737,top|A
Cr2Tc2,-1.81365856,4.23667738,0.752685883,top|B
Cu2Hf2,-2.014959633,2.846711711,0.748415207,4fold|A_A_B_B
Cu2Hf2,-3.218377032,1.602273685,0.973141331,bridge|A_A|A
Cu2Hf2,-3.218377032,1.602273685,0.973141331,bridge|A_A|B
Cu2Hf2,-2.015084013,2.846646335,0.748430942,bridge|A_B|A
Cu2Hf2,-2.014833961,2.846709769,0.748387755,bridge|A_B|B
Cu2Hf2,-0.21890791,3.31348931,0.413020524,bridge|B_B|A
Cu2Hf2,-2.015088931,2.846642714,0.748432129,bridge|B_B|B
Cu2Hf2,-2.465630589,2.523783871,0.832577401,hollow|A_A_A|FCC
Cu2Hf2,-1.500670488,3.096187988,0.652372519,hollow|A_A_A|HCP
Cu2Hf2,-2.465802167,2.523640343,0.832607925,hollow|A_A_B|FCC
Cu2Hf2,-1.50067043,3.096188731,0.652372299,hollow|A_A_B|HCP
Cu2Hf2,-1.500670488,3.096187988,0.652372519,hollow|A_B_B|FCC
Cu2Hf2,-2.465630589,2.523783871,0.832577401,hollow|A_B_B|HCP
Cu2Hf2,-3.218367743,1.602302716,0.973139789,top|A
Cu2Hf2,-0.218722929,3.313466628,0.412989638,top|B
Cu2Ir2,-2.085871779,1.677608707,0.893529477,4fold|A_A_B_B
Cu2Ir2,-2.344096698,1.128787914,0.969774714,bridge|A_A|A
Cu2Ir2,-2.344096698,1.128787914,0.969774714,bridge|A_A|B
Cu2Ir2,-2.085737977,1.677592766,0.893514928,bridge|A_B|A
Cu2Ir2,-2.085967906,1.677606917,0.893536396,bridge|A_B|B
Cu2Ir2,-1.819815356,2.064450528,0.814965196,bridge|B_B|A
Cu2Ir2,-2.085743725,1.677591845,0.893515213,bridge|B_B|B
Cu2Ir2,-2.172911108,1.520087636,0.919208592,hollow|A_A_A|FCC
Cu2Ir2,-1.998101141,1.818710215,0.867606227,hollow|A_A_A|HCP
Cu2Ir2,-2.172754606,1.520084422,0.919193401,hollow|A_A_B|FCC
Cu2Ir2,-1.998095596,1.818713361,0.867605986,hollow|A_A_B|HCP
Cu2Ir2,-1.998101141,1.818710215,0.867606227,hollow|A_B_B|FCC
Cu2Ir2,-2.172911108,1.520087636,0.919208592,hollow|A_B_B|HCP
Cu2Ir2,-2.344085678,1.128774899,0.969774934,top|A
Cu2Ir2,-1.820064242,2.064496612,0.814988843,top|B
Cu2La2,-2.219065345,2.311423543,0.836499105,4fold|A_A_B_B
Cu2La2,-2.865830774,1.518600452,0.985312397,bridge|A_A|A
Cu2La2,-2.865830774,1.518600452,0.985312397,bridge|A_A|B
Cu2La2,-2.219015025,2.311361639,0.836483835,bridge|A_B|A
Cu2La2,-2.219299787,2.311226237,0.836555187,bridge|A_B|B
Cu2La2,-0.623214245,3.042284781,0.469315735,bridge|B_B|A
Cu2La2,-2.219007575,2.311372631,0.836479252,bridge|B_B|B
Cu2La2,-2.48807133,2.044814694,0.898394913,hollow|A_A_A|FCC
Cu2La2,-1.861810262,2.580869514,0.754300552,hollow|A_A_A|HCP
Cu2La2,-2.487887739,2.044942896,0.898349239,hollow|A_A_B|FCC
Cu2La2,-1.861809173,2.580866174,0.75430225,hollow|A_A_B|HCP
Cu2La2,-1.861810262,2.580869514,0.754300552,hollow|A_B_B|FCC
Cu2La2,-2.48807133,2.044814694,0.898394913,hollow|A_B_B|HCP
Cu2La2,-2.865840363,1.518585267,0.98531614,top|A
Cu2La2,-0.623511919,3.042351653,0.469398932,top|B
Cu2Ta2,-1.474867172,3.696618432,0.705688821,4fold|A_A_B_B
Cu2Ta2,-2.973329331,2.210647185,0.96328819,bridge|A_A|A
Cu2Ta2,-2.973329331,2.210647185,0.96328819,bridge|A_A|B
Cu2Ta2,-1.474746655,3.696770297,0.705682422,bridge|A_B|A
Cu2Ta2,-1.475217562,3.696462941,0.7057371,bridge|A_B|B
Cu2Ta2,0.170678964,4.258131484,0.422805989,bridge|B_B|A
Cu2Ta2,-1.474744578,3.696781668,0.705680855,bridge|B_B|B
Cu2Ta2,-1.98996625,3.339754966,0.794229912,hollow|A_A_A|FCC
Cu2Ta2,-0.943604711,3.962161373,0.614362961,hollow|A_A_A|HCP
Cu2Ta2,-1.989624236,3.340022332,0.794188854,hollow|A_A_B|FCC
Cu2Ta2,-0.943609411,3.96215394,0.614364388,hollow|A_A_B|HCP
Cu2Ta2,-0.943604711,3.962161373,0.614362961,hollow|A_B_B|FCC
Cu2Ta2,-1.98996625,3.339754966,0.794229912,hollow|A_B_B|HCP
Cu2Ta2,-2.973334409,2.21063617,0.963289236,top|A
Cu2Ta2,0.17032663,4.258043873,0.422839278,top|B
Cu2Tc2,-1.753395862,2.721323643,0.814160408,4fold|A_A_B_B
Cu2Tc2,-2.509300193,1.639502376,0.970300269,bridge|A_A|A
Cu2Tc2,-2.509300193,1.639502376,0.970300269,bridge|A_A|B
Cu2Tc2,-1.753258984,2.721471439,0.814129685,bridge|A_B|A
Cu2Tc2,-1.753500797,2.721374837,0.814182355,bridge|A_B|B
Cu2Tc2,-0.957842169,3.337197305,0.649827438,bridge|B_B|A
Cu2Tc2,-1.75326118,2.721473336,0.81412989,bridge|B_B|B
Cu2Tc2,-2.009666258,2.436099661,0.867095309,hollow|A_A_A|FCC
Cu2Tc2,-1.492755701,2.961045744,0.760321188,hollow|A_A_A|HCP
Cu2Tc2,-2.009516967,2.436186894,0.867063275,hollow|A_A_B|FCC
Cu2Tc2,-1.49275336,2.961044027,0.76032108,hollow|A_A_B|HCP
Cu2Tc2,-1.492755701,2.961045744,0.760321188,hollow|A_B_B|FCC
Cu2Tc2,-2.009666258,2.436099661,0.867095309,hollow|A_B_B|HCP
Cu2Tc2,-2.509315612,1.639485441,0.970302852,top|A
Cu2Tc2,-0.95809299,3.337118191,0.649883394,top|B
Fe2Ag2,-3.49124896,1.283257427,0.994220354,4fold|A_A_B_B
Fe2Ag2,-2.631558375,0.92911503,0.992554831,bridge|A_A|A
Fe2Ag2,-2.631558375,0.92911503,0.992554831,bridge|A_A|B
Fe2Ag2,-3.491088811,1.283329391,0.994218255,bridge|A_B|A
Fe2Ag2,-3.491094354,1.28332284,0.994219234,bridge|A_B|B
Fe2Ag2,-4.349028096,0.977372645,0.99588192,bridge|B_B|A
Fe2Ag2,-3.491344396,1.283137276,0.994220628,bridge|B_B|B
Fe2Ag2,-3.204894121,1.244969009,0.993665567,hollow|A_A_A|FCC
Fe2Ag2,-3.777457729,1.256757516,0.994774746,hollow|A_A_A|HCP
Fe2Ag2,-3.204892136,1.244972466,0.993665043,hollow|A_A_B|FCC
Fe2Ag2,-3.777291208,1.256927137,0.99477302,hollow|A_A_B|HCP
Fe2Ag2,-3.777457729,1.256757516,0.994774746,hollow|A_B_B|FCC
Fe2Ag2,-3.204894121,1.244969009,0.993665567,hollow|A_B_B|HCP
Fe2Ag2,-2.631293422,0.929117671,0.992552995,top|A
Fe2Ag2,-4.349036289,0.977370861,0.995882748,top|B
Fe2Au2,-3.387241827,1.321712,0.992516894,4fold|A_A_B_B
Fe2Au2,-2.783493512,1.076133567,0.992617687,bridge|A_A|A
Fe2Au2,-2.783493512,1.076133567,0.992617687,bridge|A_A|B
Fe2Au2,-3.387154609,1.321810459,0.992516694,bridge|A_B|A
Fe2Au2,-3.387159873,1.321810686,0.992517258,bridge|A_B|B
Fe2Au2,-3.995829378,1.265970995,0.992416568,bridge|B_B|A
Fe2Au2,-3.387356231,1.321600966,0.992518196,bridge|B_B|B
Fe2Au2,-3.185435197,1.277190457,0.992551052,hollow|A_A_A|FCC
Fe2Au2,-3.589617115,1.334515226,0.992484339,hollow|A_A_A|HCP
Fe2Au2,-3.185429121,1.277185879,0.992550707,hollow|A_A_B|FCC
Fe2Au2,-3.589489457,1.334677435,0.992483232,hollow|A_A_B|HCP
Fe2Au2,-3.589617115,1.334515226,0.992484339,hollow|A_B_B|FCC
Fe2Au2,-3.185435197,1.277190457,0.992551052,hollow|A_B_B|HCP
Fe2Au2,-2.783294973,1.076273496,0.992616015,top|A
Fe2Au2,-3.995819016,1.26597827,0.992417265,top|B
Fe2Cd2,-5.545267509,3.211223889,0.991216173,4fold|A_A_B_B
Fe2Cd2,-2.432995357,0.933439692,0.98365833,bridge|A_A|A
Fe2Cd2,-2.432995357,0.933439692,0.98365833,bridge|A_A|B
Fe2Cd2,-5.545825217,3.211234972,0.991223561,bridge|A_B|A
Fe2Cd2,-5.545796921,3.211249372,0.991221905,bridge|A_B|B
Fe2Cd2,-8.617245185,0.795269457,0.998677302,bridge|B_B|A
Fe2Cd2,-5.545771542,3.211271151,0.991212993,bridge|B_B|B
Fe2Cd2,-4.51231933,3.053962907,0.988707089,hollow|A_A_A|FCC
Fe2Cd2,-6.573719757,3.028723489,0.993710211,hollow|A_A_A|HCP
Fe2Cd2,-4.512340874,3.053960002,0.988708199,hollow|A_A_B|FCC
Fe2Cd2,-6.573764253,3.028682459,0.993717192,hollow|A_A_B|HCP
Fe2Cd2,-6.573719757,3.028723489,0.993710211,hollow|A_B_B|FCC
Fe2Cd2,-4.51231933,3.053962907,0.988707089,hollow|A_B_B|HCP
Fe2Cd2,-2.433000324,0.933328405,0.98366902,top|A
Fe2Cd2,-8.617230312,0.795398576,0.998675647,top|B
Fe2Cu2,-2.685607699,1.058199321,0.989714503,4fold|A_A_B_B
Fe2Cu2,-2.578199909,1.128449714,0.987626976,bridge|A_A|A
Fe2Cu2,-2.578199909,1.128449714,0.987626976,bridge|A_A|B
Fe2Cu2,-2.685623159,1.05828398,0.98970478,bridge|A_B|A
Fe2Cu2,-2.685650276,1.058218809,0.989712316,bridge|A_B|B
Fe2Cu2,-2.792145821,0.971950458,0.991784693,bridge|B_B|A
Fe2Cu2,-2.685604209,1.058184524,0.989714911,bridge|B_B|B
Fe2Cu2,-2.64992282,1.083226448,0.989022085,hollow|A_A_A|FCC
Fe2Cu2,-2.721218948,1.031362839,0.990410467,hollow|A_A_A|HCP
Fe2Cu2,-2.64990533,1.083267183,0.989017219,hollow|A_A_B|FCC
Fe2Cu2,-2.72123108,1.031429926,0.990403783,hollow|A_A_B|HCP
Fe2Cu2,-2.721218948,1.031362839,0.990410467,hollow|A_B_B|FCC
Fe2Cu2,-2.64992282,1.083226448,0.989022085,hollow|A_B_B|HCP
Fe2Cu2,-2.578234512,1.128557493,0.987616614,top|A
Fe2Cu2,-2.792147213,0.971873302,0.991791843,top|B
Fe2Hf2,-1.373362889,2.826317912,0.811032305,4fold|A_A_B_B
Fe2Hf2,-1.562300843,2.126816352,0.919936466,bridge|A_A|A
Fe2Hf2,-1.562300843,2.126816352,0.919936466,bridge|A_A|B
Fe2Hf2,-1.373200406,2.826325845,0.811058928,bridge|A_B|A
Fe2Hf2,-1.372729395,2.826393308,0.810930698,bridge|A_B|B
Fe2Hf2,-0.946025467,3.945213589,0.56469494,bridge|B_B|A
Fe2Hf2,-1.374156744,2.826295358,0.811206359,bridge|B_B|B
Fe2Hf2,-1.450647599,2.565014161,0.855607613,hollow|A_A_A|FCC
Fe2Hf2,-1.273497465,3.130264938,0.753301108,hollow|A_A_A|HCP
Fe2Hf2,-1.450930905,2.564914912,0.855687708,hollow|A_A_B|FCC
Fe2Hf2,-1.272771221,3.130231869,0.753190062,hollow|A_A_B|HCP
Fe2Hf2,-1.273497465,3.130264938,0.753301108,hollow|A_B_B|FCC
Fe2Hf2,-1.450647599,2.565014161,0.855607613,hollow|A_B_B|HCP
Fe2Hf2,-1.561602956,2.126960621,0.919819427,top|A
Fe2Hf2,-0.945389236,3.944914357,0.564555359,top|B
Fe2Hg2,-4.670924165,2.335710594,0.99203548,4fold|A_A_B_B
Fe2Hg2,-2.550658771,1.019326919,0.986532312,bridge|A_A|A
Fe2Hg2,-2.550658771,1.019326919,0.986532312,bridge|A_A|B
