Metal,D-Band Center,D-Band Width,D-Band Filling,Adsorption Site
Fe2Hg2,-4.670921994,2.335715662,0.992036138,bridge|A_B|A
Fe2Hg2,-4.670940862,2.335718737,0.992036349,bridge|A_B|B
Fe2Hg2,-6.776348811,0.97173641,0.997500437,bridge|B_B|A
Fe2Hg2,-4.671066814,2.335669355,0.992035583,bridge|B_B|B
Fe2Hg2,-3.965727576,2.232640693,0.990204472,hollow|A_A_A|FCC
Fe2Hg2,-5.37450748,2.221273281,0.993861337,hollow|A_A_A|HCP
Fe2Hg2,-3.965714708,2.232633676,0.990204425,hollow|A_A_B|FCC
Fe2Hg2,-5.374399468,2.22133942,0.993861722,hollow|A_A_B|HCP
Fe2Hg2,-5.37450748,2.221273281,0.993861337,hollow|A_B_B|FCC
Fe2Hg2,-3.965727576,2.232640693,0.990204472,hollow|A_B_B|HCP
Fe2Hg2,-2.550577668,1.019286947,0.986533283,top|A
Fe2Hg2,-6.776345815,0.971716908,0.997500749,top|B
Fe2Ir2,-2.61150054,1.514011208,0.981786296,4fold|A_A_B_B
Fe2Ir2,-2.677244757,1.263892328,0.993651761,bridge|A_A|A
Fe2Ir2,-2.677244757,1.263892328,0.993651761,bridge|A_A|B
Fe2Ir2,-2.611724852,1.513885942,0.981789077,bridge|A_B|A
Fe2Ir2,-2.611246528,1.514100655,0.981790146,bridge|A_B|B
Fe2Ir2,-2.536187548,1.75415152,0.968202744,bridge|B_B|A
Fe2Ir2,-2.611662321,1.513925396,0.981784112,bridge|B_B|B
Fe2Ir2,-2.634186562,1.432363797,0.985915583,hollow|A_A_A|FCC
Fe2Ir2,-2.587497542,1.594688472,0.977465835,hollow|A_A_A|HCP
Fe2Ir2,-2.63450774,1.432194087,0.985915534,hollow|A_A_B|FCC
Fe2Ir2,-2.587574505,1.594654651,0.977468217,hollow|A_A_B|HCP
Fe2Ir2,-2.587497542,1.594688472,0.977465835,hollow|A_B_B|FCC
Fe2Ir2,-2.634186562,1.432363797,0.985915583,hollow|A_B_B|HCP
Fe2Ir2,-2.677328519,1.26384314,0.993655488,top|A
Fe2Ir2,-2.535671656,1.754304376,0.968206669,top|B
Fe2La2,-1.923720102,2.321615645,0.894492314,4fold|A_A_B_B
Fe2La2,-2.142776357,1.779823869,0.98575511,bridge|A_A|A
Fe2La2,-2.142776357,1.779823869,0.98575511,bridge|A_A|B
Fe2La2,-1.924003886,2.321680859,0.89450893,bridge|A_B|A
Fe2La2,-1.923913728,2.321678583,0.894483828,bridge|A_B|B
Fe2La2,-1.107053907,3.582398164,0.554193586,bridge|B_B|A
Fe2La2,-1.923617007,2.321671536,0.894516851,bridge|B_B|B
Fe2La2,-2.020312418,2.10285447,0.934733082,hollow|A_A_A|FCC
Fe2La2,-1.781081515,2.604750113,0.835127047,hollow|A_A_A|HCP
Fe2La2,-2.020357723,2.10284436,0.934746177,hollow|A_A_B|FCC
Fe2La2,-1.781396509,2.604813226,0.835116528,hollow|A_A_B|HCP
Fe2La2,-1.781081515,2.604750113,0.835127047,hollow|A_B_B|FCC
Fe2La2,-2.020312418,2.10285447,0.934733082,hollow|A_B_B|HCP
Fe2La2,-2.14302936,1.779798646,0.985751971,top|A
Fe2La2,-1.106863934,3.58213697,0.554151185,top|B
Fe2Ni2,-2.266884444,1.159863957,0.995658928,4fold|A_A_B_B
Fe2Ni2,-2.606112661,1.137721819,0.996792353,bridge|A_A|A
Fe2Ni2,-2.606112661,1.137721819,0.996792353,bridge|A_A|B
Fe2Ni2,-2.266893667,1.15982426,0.995666613,bridge|A_B|A
Fe2Ni2,-2.267012588,1.159671034,0.995698423,bridge|A_B|B
Fe2Ni2,-1.922539024,1.077759545,0.994508154,bridge|B_B|A
Fe2Ni2,-2.266728401,1.160061239,0.995620175,bridge|B_B|B
Fe2Ni2,-2.38055871,1.163502769,0.996049233,hollow|A_A_A|FCC
Fe2Ni2,-2.152641893,1.14492176,0.995262537,hollow|A_A_A|HCP
Fe2Ni2,-2.380478159,1.163611864,0.996027783,hollow|A_A_B|FCC
Fe2Ni2,-2.152746959,1.144769407,0.995293315,hollow|A_A_B|HCP
Fe2Ni2,-2.152641893,1.14492176,0.995262537,hollow|A_B_B|FCC
Fe2Ni2,-2.38055871,1.163502769,0.996049233,hollow|A_B_B|HCP
Fe2Ni2,-2.60626369,1.137433585,0.996838621,top|A
Fe2Ni2,-1.92265921,1.077631423,0.994541128,top|B
Fe2Os2,-2.265533299,3.089817612,0.872241514,4fold|A_A_B_B
Fe2Os2,-2.347819453,2.716530979,0.937164389,bridge|A_A|A
Fe2Os2,-2.347819453,2.716530979,0.937164389,bridge|A_A|B
Fe2Os2,-2.265337239,3.089834552,0.872233665,bridge|A_B|A
Fe2Os2,-2.265391383,3.089816357,0.872248561,bridge|A_B|B
Fe2Os2,-2.170758326,3.467798024,0.797480078,bridge|B_B|A
Fe2Os2,-2.265710108,3.089822397,0.872259054,bridge|B_B|B
Fe2Os2,-2.294233005,2.965252983,0.894890411,hollow|A_A_A|FCC
Fe2Os2,-2.235600673,3.214869395,0.848532066,hollow|A_A_A|HCP
Fe2Os2,-2.294194639,2.965258812,0.89487991,hollow|A_A_B|FCC
Fe2Os2,-2.235344348,3.214866012,0.84851478,hollow|A_A_B|HCP
Fe2Os2,-2.235600673,3.214869395,0.848532066,hollow|A_B_B|FCC
Fe2Os2,-2.294233005,2.965252983,0.894890411,hollow|A_B_B|HCP
Fe2Os2,-2.347464992,2.716505369,0.937145156,top|A
Fe2Os2,-2.170855633,3.467829028,0.797498844,top|B
Fe2Pd2,-2.706068784,1.124953734,0.995930397,4fold|A_A_B_B
Fe2Pd2,-2.82247711,1.010986563,0.997330094,bridge|A_A|A
Fe2Pd2,-2.82247711,1.010986563,0.997330094,bridge|A_A|B
Fe2Pd2,-2.706072227,1.124998294,0.995924516,bridge|A_B|A
Fe2Pd2,-2.706040322,1.125050949,0.995914816,bridge|A_B|B
Fe2Pd2,-2.586587173,1.219587552,0.994492774,bridge|B_B|A
Fe2Pd2,-2.706151728,1.124855111,0.995946804,bridge|B_B|B
Fe2Pd2,-2.74518795,1.089371427,0.996397936,hollow|A_A_A|FCC
Fe2Pd2,-2.66663769,1.158383635,0.995464017,hollow|A_A_A|HCP
Fe2Pd2,-2.745207806,1.089336668,0.996404339,hollow|A_A_B|FCC
Fe2Pd2,-2.666580534,1.15847346,0.995448986,hollow|A_A_B|HCP
Fe2Pd2,-2.66663769,1.158383635,0.995464017,hollow|A_B_B|FCC
Fe2Pd2,-2.74518795,1.089371427,0.996397936,hollow|A_B_B|HCP
Fe2Pd2,-2.822400268,1.011151355,0.99730845,top|A
Fe2Pd2,-2.586506788,1.21960033,0.994483916,top|B
Fe2Pt2,-2.835359604,1.353818238,0.99551448,4fold|A_A_B_B
Fe2Pt2,-2.871742181,1.153355172,0.996912646,bridge|A_A|A
Fe2Pt2,-2.871742181,1.153355172,0.996912646,bridge|A_A|B
Fe2Pt2,-2.835328518,1.353703852,0.995554496,bridge|A_B|A
Fe2Pt2,-2.835079147,1.353972174,0.995488457,bridge|A_B|B
Fe2Pt2,-2.797325989,1.53463308,0.994052857,bridge|B_B|A
Fe2Pt2,-2.835605128,1.353650193,0.995540385,bridge|B_B|B
Fe2Pt2,-2.847572604,1.289720225,0.995965796,hollow|A_A_A|FCC
Fe2Pt2,-2.822971977,1.415850892,0.995029409,hollow|A_A_A|HCP
Fe2Pt2,-2.847737439,1.289530378,0.996009435,hollow|A_A_B|FCC
Fe2Pt2,-2.822790028,1.415881581,0.995039011,hollow|A_A_B|HCP
Fe2Pt2,-2.822971977,1.415850892,0.995029409,hollow|A_B_B|FCC
Fe2Pt2,-2.847572604,1.289720225,0.995965796,hollow|A_B_B|HCP
Fe2Pt2,-2.871452177,1.153419036,0.996926486,top|A
Fe2Pt2,-2.797096925,1.534869514,0.993985518,top|B
Fe2Rh2,-2.626812542,1.958656933,0.987083653,4fold|A_A_B_B
Fe2Rh2,-3.086885418,2.058495951,0.994586245,bridge|A_A|A
Fe2Rh2,-3.086885418,2.058495951,0.994586245,bridge|A_A|B
Fe2Rh2,-2.626500033,1.958675982,0.98708068,bridge|A_B|A
Fe2Rh2,-2.62649458,1.958676103,0.987081491,bridge|A_B|B
Fe2Rh2,-2.143394799,1.72016582,0.979199002,bridge|B_B|A
Fe2Rh2,-2.627143614,1.958765471,0.987083482,bridge|B_B|B
Fe2Rh2,-2.782684242,2.004906577,0.989625853,hollow|A_A_A|FCC
Fe2Rh2,-2.468575528,1.897498404,0.984499983,hollow|A_A_A|HCP
Fe2Rh2,-2.782687475,2.004906355,0.98962523,hollow|A_A_B|FCC
Fe2Rh2,-2.468120336,1.897402852,0.984497822,hollow|A_A_B|HCP
Fe2Rh2,-2.468575528,1.897498404,0.984499983,hollow|A_B_B|FCC
Fe2Rh2,-2.782684242,2.004906577,0.989625853,hollow|A_B_B|HCP
Fe2Rh2,-3.086235512,2.058541835,0.994583877,top|A
Fe2Rh2,-2.143378972,1.720163447,0.979199428,top|B
Fe2Ru2,-2.152019499,2.523053593,0.889779704,4fold|A_A_B_B
Fe2Ru2,-2.468756135,2.338255485,0.959874387,bridge|A_A|A
Fe2Ru2,-2.468756135,2.338255485,0.959874387,bridge|A_A|B
Fe2Ru2,-2.151916157,2.523088943,0.889764752,bridge|A_B|A
Fe2Ru2,-2.151913506,2.523121593,0.889763323,bridge|A_B|B
Fe2Ru2,-1.79446459,2.672018751,0.81063383,bridge|B_B|A
Fe2Ru2,-2.152076007,2.523171999,0.889766496,bridge|B_B|B
Fe2Ru2,-2.26175503,2.465211944,0.914062772,hollow|A_A_A|FCC
Fe2Ru2,-2.037764243,2.577085983,0.864475261,hollow|A_A_A|HCP
Fe2Ru2,-2.261757352,2.465199512,0.91406268,hollow|A_A_B|FCC
Fe2Ru2,-2.03765763,2.577019884,0.864476486,hollow|A_A_B|HCP
Fe2Ru2,-2.037764243,2.577085983,0.864475261,hollow|A_B_B|FCC
Fe2Ru2,-2.26175503,2.465211944,0.914062772,hollow|A_B_B|HCP
Fe2Ru2,-2.468606738,2.338158201,0.959874705,top|A
Fe2Ru2,-1.794483468,2.671952908,0.810646428,top|B
Fe2Ta2,-0.633907654,3.236136242,0.597132124,4fold|A_A_B_B
Fe2Ta2,-0.850034311,3.003856143,0.704770631,bridge|A_A|A
Fe2Ta2,-0.850034311,3.003856143,0.704770631,bridge|A_A|B
Fe2Ta2,-0.633774502,3.236070861,0.597103165,bridge|A_B|A
Fe2Ta2,-0.633890022,3.236059209,0.59712348,bridge|A_B|B
Fe2Ta2,-0.372742602,3.478217381,0.467068757,bridge|B_B|A
Fe2Ta2,-0.633823578,3.236072549,0.597112567,bridge|B_B|B
Fe2Ta2,-0.710393055,3.157600577,0.635201978,hollow|A_A_A|FCC
Fe2Ta2,-0.552492437,3.31560411,0.556594262,hollow|A_A_A|HCP
Fe2Ta2,-0.710318785,3.157610299,0.635188438,hollow|A_A_B|FCC
Fe2Ta2,-0.552442917,3.315616794,0.556581737,hollow|A_A_B|HCP
Fe2Ta2,-0.552492437,3.31560411,0.556594262,hollow|A_B_B|FCC
Fe2Ta2,-0.710393055,3.157600577,0.635201978,hollow|A_B_B|HCP
Fe2Ta2,-0.849968642,3.003851793,0.704756061,top|A
Fe2Ta2,-0.372845846,3.478268104,0.467080974,top|B
Fe2Tc2,-1.95489415,2.74967696,0.854498664,4fold|A_A_B_B
Fe2Tc2,-2.230516894,2.371067323,0.939277561,bridge|A_A|A
Fe2Tc2,-2.230516894,2.371067323,0.939277561,bridge|A_A|B
Fe2Tc2,-1.954855729,2.749701428,0.854528878,bridge|A_B|A
Fe2Tc2,-1.9545552,2.749727158,0.854436439,bridge|A_B|B
Fe2Tc2,-1.610750871,3.125323722,0.748684315,bridge|B_B|A
Fe2Tc2,-1.955016999,2.749756319,0.854545179,bridge|B_B|B
Fe2Tc2,-2.053178032,2.624160982,0.88473674,hollow|A_A_A|FCC
Fe2Tc2,-1.848960073,2.874991727,0.821928564,hollow|A_A_A|HCP
Fe2Tc2,-2.05337594,2.624124991,0.884798207,hollow|A_A_B|FCC
Fe2Tc2,-1.848847573,2.874952447,0.821916624,hollow|A_A_B|HCP
Fe2Tc2,-1.848960073,2.874991727,0.821928564,hollow|A_B_B|FCC
Fe2Tc2,-2.053178032,2.624160982,0.88473674,hollow|A_B_B|HCP
Fe2Tc2,-2.230342453,2.371100026,0.939259991,top|A
Fe2Tc2,-1.610434524,3.125245188,0.74858631,top|B
Fe2Y2,-1.92579624,2.051697961,0.899909599,4fold|A_A_B_B
Fe2Y2,-2.148413897,1.318936984,0.986102966,bridge|A_A|A
Fe2Y2,-2.148413897,1.318936984,0.986102966,bridge|A_A|B
Fe2Y2,-1.925725002,2.051689332,0.89990669,bridge|A_B|A
Fe2Y2,-1.925650662,2.051701018,0.89988547,bridge|A_B|B
Fe2Y2,-1.010180347,3.650230314,0.545398931,bridge|B_B|A
Fe2Y2,-1.925899228,2.051721407,0.899916494,bridge|B_B|B
Fe2Y2,-2.025008955,1.766573628,0.938325974,hollow|A_A_A|FCC
Fe2Y2,-1.776040379,2.411473524,0.84190388,hollow|A_A_A|HCP
Fe2Y2,-2.025046952,1.766541153,0.938337662,hollow|A_A_B|FCC
Fe2Y2,-1.775904341,2.41143514,0.841900133,hollow|A_A_B|HCP
Fe2Y2,-1.776040379,2.411473524,0.84190388,hollow|A_B_B|FCC
Fe2Y2,-2.025008955,1.766573628,0.938325974,hollow|A_B_B|HCP
Fe2Y2,-2.148312913,1.318947788,0.986096809,top|A
Fe2Y2,-1.01011749,3.650252643,0.545381522,top|B
Fe2Zr2,-1.480550599,2.490011988,0.815771351,4fold|A_A_B_B
Fe2Zr2,-1.764509079,2.037521251,0.935697179,bridge|A_A|A
Fe2Zr2,-1.764509079,2.037521251,0.935697179,bridge|A_A|B
Fe2Zr2,-1.480486876,2.490066584,0.815741552,bridge|A_B|A
Fe2Zr2,-1.480689629,2.490004615,0.815796864,bridge|A_B|B
Fe2Zr2,-0.826709624,3.210083844,0.539618864,bridge|B_B|A
Fe2Zr2,-1.480430469,2.490096884,0.815753151,bridge|B_B|B
Fe2Zr2,-1.597273032,2.319092576,0.865057193,hollow|A_A_A|FCC
Fe2Zr2,-1.328630757,2.689002715,0.751606776,hollow|A_A_A|HCP
Fe2Zr2,-1.597148577,2.319143025,0.865022629,hollow|A_A_B|FCC
Fe2Zr2,-1.328684331,2.688977535,0.751597978,hollow|A_A_B|HCP
Fe2Zr2,-1.328630757,2.689002715,0.751606776,hollow|A_B_B|FCC
Fe2Zr2,-1.597273032,2.319092576,0.865057193,hollow|A_B_B|HCP
Fe2Zr2,-1.764548784,2.037503749,0.935686267,top|A
Fe2Zr2,-0.827033334,3.210125072,0.539704933,top|B
Hf2Au2,-2.850842622,3.644110832,0.752371604,4fold|A_A_B_B
Hf2Au2,-0.382108717,3.847483143,0.420153887,bridge|A_A|A
Hf2Au2,-0.382108717,3.847483143,0.420153887,bridge|A_A|B
Hf2Au2,-2.851270646,3.643938993,0.752429028,bridge|A_B|A
Hf2Au2,-2.851302145,3.643865577,0.752440937,bridge|A_B|B
Hf2Au2,-4.482658688,2.362346739,0.97196043,bridge|B_B|A
Hf2Au2,-2.850415694,3.644247494,0.752304659,bridge|B_B|B
Hf2Au2,-2.148102542,3.867025466,0.657804468,hollow|A_A_A|FCC
Hf2Au2,-3.463736732,3.318446905,0.83484769,hollow|A_A_A|HCP
Hf2Au2,-2.148081731,3.867064494,0.657796566,hollow|A_A_B|FCC
Hf2Au2,-3.464317841,3.318048007,0.834932349,hollow|A_A_B|HCP
Hf2Au2,-3.463736732,3.318446905,0.83484769,hollow|A_B_B|FCC
Hf2Au2,-2.148102542,3.867025466,0.657804468,hollow|A_B_B|HCP
Hf2Au2,-0.382675857,3.847612428,0.420244851,top|A
Hf2Au2,-4.482661024,2.362346451,0.971966014,top|B
Hf2Hg2,-4.30196909,4.367687568,0.767606589,4fold|A_A_B_B
Hf2Hg2,-0.243477646,3.892051414,0.430837556,bridge|A_A|A
Hf2Hg2,-0.243477646,3.892051414,0.430837556,bridge|A_A|B
Hf2Hg2,-4.301958873,4.367658261,0.767609544,bridge|A_B|A
Hf2Hg2,-4.301966502,4.367656605,0.767609837,bridge|A_B|B
Hf2Hg2,-6.9938204,1.873738831,0.990977507,bridge|B_B|A
Hf2Hg2,-4.302189772,4.367669991,0.767633436,bridge|B_B|B
Hf2Hg2,-3.144864389,4.616676841,0.671599042,hollow|A_A_A|FCC
Hf2Hg2,-5.312758216,3.864147068,0.851477334,hollow|A_A_A|HCP
Hf2Hg2,-3.144854812,4.616676795,0.671598479,hollow|A_A_B|FCC
Hf2Hg2,-5.312590308,3.864188263,0.851460378,hollow|A_A_B|HCP
Hf2Hg2,-5.312758216,3.864147068,0.851477334,hollow|A_B_B|FCC
Hf2Hg2,-3.144864389,4.616676841,0.671599042,hollow|A_B_B|HCP
Hf2Hg2,-0.243349241,3.891801529,0.430828113,top|A
Hf2Hg2,-6.993815187,1.873751313,0.990976889,top|B
Hf2Ir2,-1.819272885,3.642610981,0.726915858,4fold|A_A_B_B
Hf2Ir2,-0.757782401,4.016377674,0.468622847,bridge|A_A|A
Hf2Ir2,-0.757782401,4.016377674,0.468622847,bridge|A_A|B
Hf2Ir2,-1.819152862,3.642465485,0.726889798,bridge|A_B|A
Hf2Ir2,-1.819282974,3.642437349,0.726913488,bridge|A_B|B
Hf2Ir2,-2.463660165,3.230044849,0.883704076,bridge|B_B|A
Hf2Ir2,-1.819379328,3.642641476,0.726935852,bridge|B_B|B
Hf2Ir2,-1.52830267,3.77857284,0.656109709,hollow|A_A_A|FCC
Hf2Ir2,-2.066527333,3.504105083,0.7870759,hollow|A_A_A|HCP
Hf2Ir2,-1.528208691,3.778583174,0.656093012,hollow|A_A_B|FCC
Hf2Ir2,-2.066383861,3.504116685,0.787043278,hollow|A_A_B|HCP
Hf2Ir2,-2.066527333,3.504105083,0.7870759,hollow|A_B_B|FCC
Hf2Ir2,-1.52830267,3.77857284,0.656109709,hollow|A_B_B|HCP
Hf2Ir2,-0.757598433,4.016013974,0.468591174,top|A
Hf2Ir2,-2.463781692,3.2298629,0.883728695,top|B
Hf2Os2,-1.066829163,5.832104126,0.663262204,4fold|A_A_B_B
Hf2Os2,-0.613604215,7.708625857,0.448382152,bridge|A_A|A
Hf2Os2,-0.613604215,7.708625857,0.448382152,bridge|A_A|B
Hf2Os2,-1.066318698,5.831843175,0.663167665,bridge|A_B|A
Hf2Os2,-1.067596903,5.832215167,0.663385373,bridge|A_B|B
Hf2Os2,-1.395007138,3.918676147,0.818866148,bridge|B_B|A
Hf2Os2,-1.066066456,5.831778219,0.663129546,bridge|B_B|B
Hf2Os2,-0.933250493,6.447950474,0.599778196,hollow|A_A_A|FCC
Hf2Os2,-1.187201422,5.214224863,0.720371521,hollow|A_A_A|HCP
Hf2Os2,-0.932380038,6.447563317,0.59963892,hollow|A_A_B|FCC
Hf2Os2,-1.187378339,5.2142472,0.720399764,hollow|A_A_B|HCP
Hf2Os2,-1.187201422,5.214224863,0.720371521,hollow|A_B_B|FCC
Hf2Os2,-0.933250493,6.447950474,0.599778196,hollow|A_B_B|HCP
Hf2Os2,-0.613824861,7.708839385,0.44839583,top|A
Hf2Os2,-1.396195843,3.918431964,0.819094782,top|B
Hf2Pt2,-2.391664768,3.528267221,0.73337843,4fold|A_A_B_B
Hf2Pt2,-0.701824371,3.639663901,0.4216237,bridge|A_A|A
Hf2Pt2,-0.701824371,3.639663901,0.4216237,bridge|A_A|B
Hf2Pt2,-2.391896928,3.528040651,0.733431186,bridge|A_B|A
Hf2Pt2,-2.391850782,3.5280144,0.733424196,bridge|A_B|B
Hf2Pt2,-3.465515705,2.995422582,0.931494511,bridge|B_B|A
Hf2Pt2,-2.39139676,3.528130379,0.733332307,bridge|B_B|B
Hf2Pt2,-1.918781111,3.639705087,0.64613998,hollow|A_A_A|FCC
Hf2Pt2,-2.798972408,3.37656134,0.808520454,hollow|A_A_A|HCP
Hf2Pt2,-1.918804496,3.639706177,0.646143948,hollow|A_A_B|FCC
Hf2Pt2,-2.799296982,3.376466822,0.808584534,hollow|A_A_B|HCP
Hf2Pt2,-2.798972408,3.37656134,0.808520454,hollow|A_B_B|FCC
Hf2Pt2,-1.918781111,3.639705087,0.64613998,hollow|A_B_B|HCP
Hf2Pt2,-0.70216659,3.639750321,0.421696218,top|A
Hf2Pt2,-3.465497827,2.995504237,0.93148929,top|B
Hf2Re2,-1.073848157,6.010912124,0.653698261,4fold|A_A_B_B
Hf2Re2,-1.012807883,7.996479436,0.52847706,bridge|A_A|A
Hf2Re2,-1.012807883,7.996479436,0.52847706,bridge|A_A|B
Hf2Re2,-1.073661349,6.010455583,0.653682476,bridge|A_B|A
Hf2Re2,-1.073482604,6.010369237,0.653656008,bridge|A_B|B
Hf2Re2,-1.11502264,4.154960137,0.738577319,bridge|B_B|A
Hf2Re2,-1.074024084,6.010630258,0.653740355,bridge|B_B|B
Hf2Re2,-1.055999548,6.642213677,0.617655985,hollow|A_A_A|FCC
Hf2Re2,-1.089314208,5.392796955,0.685423187,hollow|A_A_A|HCP
Hf2Re2,-1.056123167,6.642285794,0.617672955,hollow|A_A_B|FCC
Hf2Re2,-1.08906641,5.392756792,0.685380402,hollow|A_A_B|HCP
Hf2Re2,-1.089314208,5.392796955,0.685423187,hollow|A_B_B|FCC
Hf2Re2,-1.055999548,6.642213677,0.617655985,hollow|A_B_B|HCP
Hf2Re2,-1.012375685,7.996152756,0.528419684,top|A
Hf2Re2,-1.114918223,4.154881589,0.738561332,top|B
Hf2Ta2,-0.495625771,5.688868919,0.494886533,4fold|A_A_B_B
Hf2Ta2,-0.458123172,6.175936668,0.442369651,bridge|A_A|A
Hf2Ta2,-0.458123172,6.175936668,0.442369651,bridge|A_A|B
Hf2Ta2,-0.495630323,5.688803994,0.494889151,bridge|A_B|A
Hf2Ta2,-0.495672648,5.688878515,0.494892766,bridge|A_B|B
Hf2Ta2,-0.529198303,5.215010268,0.541845036,bridge|B_B|A
Hf2Ta2,-0.49561222,5.688868447,0.494883214,bridge|B_B|B
Hf2Ta2,-0.483654067,5.849698238,0.478050505,hollow|A_A_A|FCC
Hf2Ta2,-0.507242105,5.529829669,0.511110832,hollow|A_A_A|HCP
Hf2Ta2,-0.483631084,5.849655795,0.478048761,hollow|A_A_B|FCC
Hf2Ta2,-0.507254522,5.529774223,0.511115251,hollow|A_A_B|HCP
Hf2Ta2,-0.507242105,5.529829669,0.511110832,hollow|A_B_B|FCC
Hf2Ta2,-0.483654067,5.849698238,0.478050505,hollow|A_B_B|HCP
Hf2Ta2,-0.458150138,6.175850922,0.442375203,top|A
Hf2Ta2,-0.529225851,5.214955323,0.541851508,top|B
Hf2W2,-1.180028504,5.715880077,0.620224416,4fold|A_A_B_B
Hf2W2,-1.100615555,6.658850062,0.529061481,bridge|A_A|A
Hf2W2,-1.100615555,6.658850062,0.529061481,bridge|A_A|B
Hf2W2,-1.179933528,5.715779622,0.620209558,bridge|A_B|A
Hf2W2,-1.17998768,5.715825358,0.620219836,bridge|A_B|B
Hf2W2,-1.238867644,4.898724335,0.687876237,bridge|B_B|A
Hf2W2,-1.179974484,5.715764387,0.620219008,bridge|B_B|B
Hf2W2,-1.156308389,6.013321579,0.592987304,hollow|A_A_A|FCC
Hf2W2,-1.201513016,5.432313822,0.644894895,hollow|A_A_A|HCP
Hf2W2,-1.156295364,6.013340945,0.592983374,hollow|A_A_B|FCC
Hf2W2,-1.201469312,5.432252987,0.644887885,hollow|A_A_B|HCP
Hf2W2,-1.201513016,5.432313822,0.644894895,hollow|A_B_B|FCC
Hf2W2,-1.156308389,6.013321579,0.592987304,hollow|A_B_B|HCP
Hf2W2,-1.100613178,6.659034024,0.5290475,top|A
Hf2W2,-1.23888553,4.898768583,0.687880902,top|B
Hf2Y2,-0.796256088,4.973392012,0.547167901,4fold|A_A_B_B
Hf2Y2,-0.740764917,4.525799653,0.569231807,bridge|A_A|A
Hf2Y2,-0.740764917,4.525799653,0.569231807,bridge|A_A|B
Hf2Y2,-0.796139662,4.973310374,0.54712353,bridge|A_B|A
Hf2Y2,-0.796245618,4.973494269,0.547148137,bridge|A_B|B
Hf2Y2,-0.865387603,5.479250675,0.519685726,bridge|B_B|A
Hf2Y2,-0.796251747,4.973205722,0.547175774,bridge|B_B|B
Hf2Y2,-0.776455144,4.818560956,0.555036452,hollow|A_A_A|FCC
Hf2Y2,-0.817640362,5.134857677,0.538706844,hollow|A_A_A|HCP
Hf2Y2,-0.776386324,4.818493365,0.555008817,hollow|A_A_B|FCC
Hf2Y2,-0.81752199,5.134751271,0.538669296,hollow|A_A_B|HCP
Hf2Y2,-0.817640362,5.134857677,0.538706844,hollow|A_B_B|FCC
Hf2Y2,-0.776455144,4.818560956,0.555036452,hollow|A_B_B|HCP
Hf2Y2,-0.740592642,4.525612154,0.569178756,top|A
Hf2Y2,-0.865535032,5.479474994,0.51971869,top|B
Ir2Au2,-2.518483517,1.986190639,0.888700788,4fold|A_A_B_B
Ir2Au2,-1.695418287,2.038528089,0.807127485,bridge|A_A|A
Ir2Au2,-1.695418287,2.038528089,0.807127485,bridge|A_A|B
Ir2Au2,-2.518482844,1.986213312,0.888696502,bridge|A_B|A
Ir2Au2,-2.518516187,1.98618016,0.888700167,bridge|A_B|B
Ir2Au2,-3.326995277,1.555252542,0.96883579,bridge|B_B|A
Ir2Au2,-2.518519388,1.986195946,0.888704484,bridge|B_B|B
Ir2Au2,-2.245777036,2.040782769,0.861674153,hollow|A_A_A|FCC
Ir2Au2,-2.789551091,1.891796151,0.915569358,hollow|A_A_A|HCP
Ir2Au2,-2.245758681,2.040798372,0.86167227,hollow|A_A_B|FCC
Ir2Au2,-2.789526892,1.891813945,0.915563851,hollow|A_A_B|HCP
Ir2Au2,-2.789551091,1.891796151,0.915569358,hollow|A_B_B|FCC
Ir2Au2,-2.245777036,2.040782769,0.861674153,hollow|A_B_B|HCP
Ir2Au2,-1.695383178,2.038543393,0.807117549,top|A
Ir2Au2,-3.327038631,1.555181076,0.968839961,top|B
Ir2Hg2,-4.052823397,3.03695629,0.913888324,4fold|A_A_B_B
Ir2Hg2,-1.531453905,2.040434302,0.832070539,bridge|A_A|A
Ir2Hg2,-1.531453905,2.040434302,0.832070539,bridge|A_A|B
Ir2Hg2,-4.052842901,3.036968097,0.913881052,bridge|A_B|A
Ir2Hg2,-4.052817959,3.036970551,0.913880141,bridge|A_B|B
Ir2Hg2,-6.512508225,1.381026567,0.993703716,bridge|B_B|A
Ir2Hg2,-4.05289044,3.036936683,0.913884033,bridge|B_B|B
Ir2Hg2,-3.219116744,2.992847587,0.886830022,hollow|A_A_A|FCC
Ir2Hg2,-4.879464692,2.848562316,0.940714207,hollow|A_A_A|HCP
Ir2Hg2,-3.219133559,2.992850175,0.886830664,hollow|A_A_B|FCC
Ir2Hg2,-4.879428746,2.848596518,0.940711816,hollow|A_A_B|HCP
Ir2Hg2,-4.879464692,2.848562316,0.940714207,hollow|A_B_B|FCC
Ir2Hg2,-3.219116744,2.992847587,0.886830022,hollow|A_B_B|HCP
Ir2Hg2,-1.531409376,2.040413162,0.832068386,top|A
Ir2Hg2,-6.51250635,1.38103955,0.993703321,top|B
Ir2Pt2,-2.291575121,2.092842319,0.855201674,4fold|A_A_B_B
Ir2Pt2,-2.028868394,2.156294637,0.809376558,bridge|A_A|A
Ir2Pt2,-2.028868394,2.156294637,0.809376558,bridge|A_A|B
Ir2Pt2,-2.291561839,2.092804079,0.855196298,bridge|A_B|A
Ir2Pt2,-2.291555538,2.092820789,0.855194878,bridge|A_B|B
Ir2Pt2,-2.549951226,1.995042447,0.900265097,bridge|B_B|A
