adsorbate,surface,reaction energy (eV),site,S. designation
C,Ag6Ti6,3.727911697,hollow|A_A_B|HCP,L1_o
C,Ag6Ti6,3.489275072,hollow|A_A_B|FCC,L1_o
C,Ag6Ti6,2.041283185,hollow|A_B_B|HCP,L1_o
C,Ag6Ti6,2.212329591,hollow|A_B_B|FCC,L1_o
C,Ag6V6,2.044353718,bridge|B_B|B,L1_o
C,Ag6V6,3.338592714,hollow|A_A_B|HCP,L1_o
C,Ag6V6,1.993154955,hollow|A_B_B|HCP,L1_o
C,Ag6V6,3.242404962,hollow-tilt|A_A_B|FCC,L1_o
C,Ag6W6,3.113981108,hollow|A_A_B|HCP,L1_o
C,Ag6W6,2.9551669,hollow|A_A_B|FCC,L1_o
C,Ag6W6,1.599692766,hollow|A_B_B|HCP,L1_o
C,Ag6W6,1.563092911,hollow|A_B_B|FCC,L1_o
C,Ag6Y6,5.783039763,top|A,L1_o
C,Ag6Y6,6.011974578,top|B,L1_o
C,Ag6Y6,2.860196858,bridge|B_B|A,L1_o
C,Ag6Y6,3.006130829,hollow|A_B_B|FCC,L1_o
C,Ag6Y6,1.843642143,4fold|A_A_B_B,L1_o
C,Ag6Zn6,3.950400135,bridge|B_B|A,L1_o
C,Ag6Zn6,5.081134361,4fold|A_A_B_B,L1_o
C,Ag6Zr6,3.787972936,hollow|A_A_B|HCP,L1_o
C,Ag6Zr6,3.650004009,hollow|A_A_B|FCC,L1_o
C,Ag6Zr6,2.175398028,hollow|A_B_B|HCP,L1_o
C,Ag6Zr6,2.335432939,hollow|A_B_B|FCC,L1_o
C,Al6Au6,3.363180104,bridge|A_A|B,L1_o
C,Al6Au6,4.450727143,hollow|A_B_B|FCC,L1_o
C,Au6Cd6,4.577755189,bridge|A_A|B,L1_o
C,Au6Cd6,5.336980418,hollow|A_B_B|HCP,L1_o
C,Au6Co6,4.107061106,top|B,L1_o
C,Au6Co6,2.670142893,bridge|B_B|A,L1_o
C,Au6Co6,3.692672275,hollow|A_A_B|FCC,L1_o
C,Au6Co6,3.721917574,hollow-tilt|A_A_B|HCP,L1_o
C,Au6Cr6,2.722000035,hollow|A_B_B|FCC,L1_o
C,Au6Cu6,4.393660381,bridge|B_B|A,L1_o
C,Au6Cu6,4.774783976,hollow|A_A_B|HCP,L1_o
C,Au6Cu6,4.695627013,hollow|A_A_B|FCC,L1_o
C,Au6Cu6,4.85933478,hollow|A_B_B|FCC,L1_o
C,Au6Fe6,2.855930113,bridge|B_B|A,L1_o
C,Au6Fe6,3.770444179,hollow|A_A_B|HCP,L1_o
C,Au6Fe6,3.663073909,hollow|A_A_B|FCC,L1_o
C,Au6Hf6,2.119875921,hollow|A_B_B|HCP,L1_o
C,Au6Hf6,2.151416228,hollow|A_B_B|FCC,L1_o
C,Au6Ir6,3.363898485,hollow|A_A_B|FCC,L1_o
C,Au6La6,3.13598641,hollow|A_B_B|FCC,L1_o
C,Au6La6,2.502123618,4fold|A_A_B_B,L1_o
C,Au6Mn6,4.14713572,bridge|B_B|A,L1_o
C,Au6Mo6,3.260197534,hollow|A_A_B|HCP,L1_o
C,Au6Mo6,2.978262698,hollow|A_A_B|FCC,L1_o
C,Au6Mo6,1.750476895,hollow|A_B_B|HCP,L1_o
C,Au6Mo6,2.011049025,hollow|A_B_B|FCC,L1_o
C,Au6Nb6,3.449734482,hollow|A_A_B|FCC,L1_o
C,Au6Nb6,2.011710398,hollow|A_B_B|HCP,L1_o
C,Au6Nb6,2.174260729,hollow|A_B_B|FCC,L1_o
C,Au6Ni6,2.659127452,bridge|B_B|A,L1_o
C,Au6Ni6,3.872778711,hollow|A_A_B|HCP,L1_o
C,Au6Ni6,3.846388566,hollow|A_A_B|FCC,L1_o
C,Au6Pd6,4.848521112,bridge|A_A|B,L1_o
C,Au6Pd6,4.071214462,hollow|A_A_B|HCP,L1_o
C,Au6Pd6,3.982553379,hollow|A_A_B|FCC,L1_o
C,Au6Pd6,3.356649236,hollow|A_B_B|HCP,L1_o
C,Au6Pd6,3.340832483,hollow|A_B_B|FCC,L1_o
C,Au6Pt6,3.771930465,hollow|A_A_B|HCP,L1_o
C,Au6Pt6,3.655307235,hollow|A_A_B|FCC,L1_o
C,Au6Pt6,2.623943949,hollow|A_B_B|HCP,L1_o
C,Au6Pt6,2.642833956,hollow|A_B_B|FCC,L1_o
C,Au6Re6,4.063611601,hollow|A_A_B|FCC,L1_o
C,Au6Rh6,3.318976164,hollow|A_A_B|HCP,L1_o
C,Au6Rh6,3.33130673,hollow|A_A_B|FCC,L1_o
C,Au6Rh6,1.984283228,hollow|A_B_B|HCP,L1_o
C,Au6Rh6,2.041484006,hollow|A_B_B|FCC,L1_o
C,Au6Ru6,2.567540193,bridge|B_B|A,L1_o
C,Au6Ru6,2.567829858,hollow|A_B_B|FCC,L1_o
C,Au6Sc6,2.992041999,bridge|B_B|A,L1_o
C,Au6Sc6,2.868203807,hollow|A_B_B|FCC,L1_o
C,Au6Sc6,2.019211488,4fold|A_A_B_B,L1_o
C,Au6Ta6,3.598553405,hollow|A_A_B|HCP,L1_o
C,Au6Ta6,3.478301945,hollow|A_A_B|FCC,L1_o
C,Au6Ta6,1.80674786,hollow|A_B_B|HCP,L1_o
C,Au6Ta6,1.890731306,hollow|A_B_B|FCC,L1_o
C,Au6Tc6,2.999451115,bridge|B_B|A,L1_o
C,Au6Tc6,2.898255651,hollow|A_B_B|HCP,L1_o
C,Au6Tc6,3.908092148,hollow-tilt|A_A_B|FCC,L1_o
C,Au6Ti6,3.786971965,hollow|A_A_B|HCP,L1_o
C,Au6Ti6,3.62321685,hollow|A_A_B|FCC,L1_o
C,Au6Ti6,2.146440354,hollow|A_B_B|HCP,L1_o
C,Au6Ti6,2.241769859,hollow|A_B_B|FCC,L1_o
C,Au6V6,3.321192939,hollow|A_A_B|FCC,L1_o
C,Au6V6,1.997783611,hollow|A_B_B|HCP,L1_o
C,Au6V6,2.100642779,hollow|A_B_B|FCC,L1_o
C,Au6W6,1.719576192,bridge|B_B|A,L1_o
C,Au6W6,3.245683526,hollow|A_A_B|HCP,L1_o
C,Au6W6,3.005873137,hollow|A_A_B|FCC,L1_o
C,Au6W6,1.532117784,hollow|A_B_B|HCP,L1_o
C,Au6W6,1.684496772,hollow|A_B_B|FCC,L1_o
C,Au6Y6,6.301029544,top|B,L1_o
C,Au6Y6,3.416674011,hollow|A_B_B|HCP,L1_o
C,Au6Y6,3.151344651,hollow|A_B_B|FCC,L1_o
C,Au6Y6,2.355027584,4fold|A_A_B_B,L1_o
C,Au6Zn6,4.147175856,bridge|B_B|A,L1_o
C,Au6Zn6,4.820968905,hollow|A_A_B|FCC,L1_o
C,Au6Zr6,2.249844565,hollow|A_B_B|HCP,L1_o
C,Bi6Re6,1.544396649,bridge|B_B|A,L1_o
C,Bi6Rh6,4.000582825,top|B,L1_o
C,Bi6Rh6,3.081115335,bridge|B_B|A,L1_o
C,Bi6Ru6,3.190484689,top|B,L1_o
C,Bi6Ru6,2.605207823,bridge|B_B|A,L1_o
C,Cd6Co6,2.339204845,bridge|B_B|A,L1_o
C,Cd6Co6,3.946202099,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Cu6,3.628236398,bridge|B_B|A,L1_o
C,Cd6Cu6,5.105211402,hollow|A_A_B|FCC,L1_o
C,Cd6Fe6,2.384112336,bridge|B_B|A,L1_o
C,Cd6Fe6,3.682758896,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Fe6,3.628797225,hollow-tilt|A_A_B|HCP,L1_o
C,Cd6Hf6,3.721574302,hollow|A_A_B|HCP,L1_o
C,Cd6Hf6,3.592888539,hollow|A_A_B|FCC,L1_o
C,Cd6Hf6,1.844507192,hollow|A_B_B|HCP,L1_o
C,Cd6Hf6,1.892816106,hollow|A_B_B|FCC,L1_o
C,Cd6Hg6,4.98544553,hollow|A_A_B|HCP,L1_o
C,Cd6Hg6,5.045343772,hollow|A_A_B|FCC,L1_o
C,Cd6Ir6,1.615074818,bridge|B_B|A,L1_o
C,Cd6Ir6,3.179521359,top-tilt|B,L1_o
C,Cd6La6,5.838837114,top|B,L1_o
C,Cd6La6,2.837542564,hollow|A_B_B|HCP,L1_o
C,Cd6La6,1.922794344,4fold|A_A_B_B,L1_o
C,Cd6Mn6,2.722961821,bridge|B_B|A,L1_o
C,Cd6Mo6,1.940358884,bridge|B_B|B,L1_o
C,Cd6Mo6,2.002342199,bridge|B_B|A,L1_o
C,Cd6Mo6,3.158017563,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Nb6,3.471302225,hollow|A_A_B|HCP,L1_o
C,Cd6Nb6,3.311658886,hollow|A_A_B|FCC,L1_o
C,Cd6Nb6,2.063188758,hollow|A_B_B|HCP,L1_o
C,Cd6Nb6,1.928084101,hollow|A_B_B|FCC,L1_o
C,Cd6Nb6,3.478986448,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Ni6,2.707291194,bridge|B_B|A,L1_o
C,Cd6Ni6,4.430241461,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Os6,3.414860237,top|B,L1_o
C,Cd6Os6,1.993177405,bridge|B_B|A,L1_o
C,Cd6Pd6,4.242661011,bridge|B_B|A,L1_o
C,Cd6Pd6,5.147967833,hollow|A_A_B|HCP,L1_o
C,Cd6Pd6,5.078012263,hollow|A_A_B|FCC,L1_o
C,Cd6Pt6,3.265591918,bridge|B_B|A,L1_o
C,Cd6Pt6,4.436984986,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Re6,3.172004486,top|B,L1_o
C,Cd6Re6,1.714999509,bridge|B_B|A,L1_o
C,Cd6Re6,3.133274523,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Rh6,3.382512704,top|B,L1_o
C,Cd6Rh6,1.717168664,bridge|B_B|A,L1_o
C,Cd6Ru6,1.96858498,bridge|B_B|A,L1_o
C,Cd6Ru6,3.157523404,top-tilt|B,L1_o
C,Cd6Sc6,2.445798638,bridge|B_B|A,L1_o
C,Cd6Sc6,1.61568272,4fold|A_A_B_B,L1_o
C,Cd6Ta6,3.351637716,hollow|A_A_B|HCP,L1_o
C,Cd6Ta6,3.347027971,hollow|A_A_B|FCC,L1_o
C,Cd6Ta6,1.733068548,hollow|A_B_B|HCP,L1_o
C,Cd6Ta6,1.540139428,hollow|A_B_B|FCC,L1_o
C,Cd6Tc6,2.203771474,bridge|B_B|B,L1_o
C,Cd6Tc6,2.194605592,bridge|B_B|A,L1_o
C,Cd6Tc6,3.387464496,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Ti6,1.893439247,bridge|B_B|A,L1_o
C,Cd6Ti6,3.665469327,hollow|A_A_B|HCP,L1_o
C,Cd6Ti6,1.825249424,hollow|A_B_B|HCP,L1_o
C,Cd6Ti6,3.414167299,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6V6,1.876658259,bridge|B_B|B,L1_o
C,Cd6V6,3.270706706,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6V6,1.883740838,hollow-tilt|A_B_B|FCC,L1_o
C,Cd6W6,1.54005657,bridge|B_B|B,L1_o
C,Cd6W6,1.667920822,bridge|B_B|A,L1_o
C,Cd6W6,3.065853286,hollow-tilt|A_A_B|FCC,L1_o
C,Cd6Y6,3.123008485,bridge|B_B|A,L1_o
C,Cd6Y6,3.06461095,hollow|A_B_B|HCP,L1_o
C,Cd6Zn6,3.616090733,hollow|A_B_B|HCP,L1_o
C,Cd6Zr6,3.707546154,hollow|A_A_B|HCP,L1_o
C,Cd6Zr6,3.528702871,hollow|A_A_B|FCC,L1_o
C,Cd6Zr6,1.990415177,hollow|A_B_B|HCP,L1_o
C,Cd6Zr6,2.045145569,hollow|A_B_B|FCC,L1_o
C,Co6Cr6,1.76450654,hollow|A_A_B|FCC,L1_o
C,Co6Cr6,1.692939512,hollow|A_B_B|HCP,L1_o
C,Co6Cr6,1.664646748,hollow|A_B_B|FCC,L1_o
C,Co6Cu6,2.416516332,hollow|A_A_B|HCP,L1_o
C,Co6Cu6,2.494853144,hollow|A_A_B|FCC,L1_o
C,Co6Cu6,3.249817071,hollow|A_B_B|HCP,L1_o
C,Co6Cu6,3.253120805,hollow|A_B_B|FCC,L1_o
C,Co6Fe6,3.160249849,4fold|A_A_B_B,L1_o
C,Co6Hf6,0.904207891,bridge|A_A|B,L1_o
C,Co6Hf6,2.110845143,hollow|A_B_B|FCC,L1_o
C,Co6Hg6,2.322410523,bridge|A_A|B,L1_o
C,Co6Ir6,3.364652784,top|B,L1_o
C,Co6Ir6,2.196851075,hollow|A_A_B|HCP,L1_o
C,Co6Ir6,2.430162025,hollow|A_A_B|FCC,L1_o
C,Co6Ir6,1.816983694,hollow|A_B_B|HCP,L1_o
C,Co6Ir6,2.061723289,hollow|A_B_B|FCC,L1_o
C,Co6La6,1.125890736,bridge|A_A|B,L1_o
C,Co6La6,2.393707342,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Mo6,1.874256446,hollow|A_B_B|HCP,L1_o
C,Co6Mo6,1.731211643,hollow|A_B_B|FCC,L1_o
C,Co6Ni6,2.430450329,hollow|A_A_B|HCP,L1_o
C,Co6Ni6,2.532990987,hollow|A_A_B|FCC,L1_o
C,Co6Ni6,2.536259346,hollow|A_B_B|HCP,L1_o
C,Co6Ni6,2.659522834,hollow|A_B_B|FCC,L1_o
C,Co6Os6,3.338202503,top|B,L1_o
C,Co6Os6,2.002961258,hollow|A_A_B|HCP,L1_o
C,Co6Os6,2.474146642,hollow|A_A_B|FCC,L1_o
C,Co6Os6,1.617091861,hollow|A_B_B|HCP,L1_o
C,Co6Os6,1.862003704,hollow|A_B_B|FCC,L1_o
C,Co6Pd6,5.31787068,top|B,L1_o
C,Co6Pd6,2.502468114,hollow|A_A_B|HCP,L1_o
C,Co6Pd6,2.590702931,hollow|A_A_B|FCC,L1_o
C,Co6Pd6,2.863291744,hollow|A_B_B|HCP,L1_o
C,Co6Pd6,3.013753146,hollow|A_B_B|FCC,L1_o
C,Co6Pt6,4.365008018,top|B,L1_o
C,Co6Pt6,2.670372557,hollow|A_A_B|HCP,L1_o
C,Co6Pt6,2.65449349,hollow|A_A_B|FCC,L1_o
C,Co6Pt6,2.583624025,hollow|A_B_B|HCP,L1_o
C,Co6Pt6,2.822549772,hollow|A_B_B|FCC,L1_o
C,Co6Re6,1.840564399,hollow|A_A_B|HCP,L1_o
C,Co6Re6,2.243575879,hollow|A_A_B|FCC,L1_o
C,Co6Re6,1.552453804,hollow|A_B_B|HCP,L1_o
C,Co6Rh6,2.137726861,hollow|A_A_B|HCP,L1_o
C,Co6Rh6,2.353089181,hollow|A_A_B|FCC,L1_o
C,Co6Rh6,1.946864173,hollow|A_B_B|HCP,L1_o
C,Co6Rh6,2.225481261,hollow|A_B_B|FCC,L1_o
C,Co6Ru6,2.303397113,bridge|A_B|B,L1_o
C,Co6Ru6,1.880955481,hollow|A_A_B|HCP,L1_o
C,Co6Ru6,2.251206903,hollow|A_A_B|FCC,L1_o
C,Co6Ru6,1.716112046,hollow|A_B_B|HCP,L1_o
C,Co6Ru6,1.9674753,hollow|A_B_B|FCC,L1_o
C,Co6Sc6,3.07841202,top|A,L1_o
C,Co6Sc6,3.07841202,top|A,L1_o
C,Co6Sc6,3.07841202,top|A,L1_o
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Sn6,3.05445226,bridge|A_A|B,L1_o
C,Co6Sn6,4.633085456,hollow|A_B_B|FCC,L1_o
C,Co6Sn6,4.202264215,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Ti6,1.102603778,bridge|A_A|B,L1_o
C,Co6Ti6,2.11152638,hollow|A_B_B|FCC,L1_o
C,Co6Ti6,2.283395521,4fold|A_A_B_B,L1_o
C,Co6V6,1.554122814,bridge|A_A|B,L1_o
C,Co6V6,1.577339159,hollow|A_A_B|HCP,L1_o
C,Co6V6,1.625468886,hollow|A_B_B|FCC,L1_o
C,Co6W6,1.737972856,bridge|A_A|B,L1_o
C,Co6W6,1.781368074,hollow|A_A_B|HCP,L1_o
C,Co6W6,1.802240838,hollow|A_B_B|HCP,L1_o
C,Co6W6,1.572259746,hollow|A_B_B|FCC,L1_o
C,Co6Y6,0.782355178,bridge|A_A|B,L1_o
C,Co6Y6,2.351099893,hollow-tilt|A_B_B|FCC,L1_o
C,Co6Zn6,2.332683773,bridge|A_A|B,L1_o
C,Co6Zn6,3.641166704,hollow|A_B_B|HCP,L1_o
C,Co6Zn6,3.754501709,hollow|A_B_B|FCC,L1_o
C,Co6Zr6,0.846466967,bridge|A_A|B,L1_o
C,Cr6Cu6,1.851158471,hollow|A_A_B|HCP,L1_o
C,Cr6Cu6,1.996349844,hollow|A_A_B|FCC,L1_o
C,Cr6Cu6,2.705777016,hollow|A_B_B|HCP,L1_o
C,Cr6Cu6,2.539304572,hollow|A_B_B|FCC,L1_o
C,Cr6Fe6,1.798877103,bridge|A_B|A,L1_o
C,Cr6Fe6,1.866088949,bridge|A_B|B,L1_o
C,Cr6Fe6,1.828781189,hollow|A_A_B|HCP,L1_o
C,Cr6Fe6,1.732635343,hollow|A_A_B|FCC,L1_o
C,Cr6Fe6,1.611043451,hollow|A_B_B|HCP,L1_o
C,Cr6Fe6,1.743557312,hollow|A_B_B|FCC,L1_o
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o
C,Cr6Hf6,1.46501043,hollow|A_B_B|FCC,L1_o
C,Cr6Hf6,1.46501043,hollow|A_B_B|FCC,L1_o
C,Cr6Hf6,1.46501043,hollow|A_B_B|FCC,L1_o
C,Cr6Hf6,1.970443518,4fold|A_A_B_B,L1_o
C,Cr6Hf6,1.970443518,4fold|A_A_B_B,L1_o
C,Cr6Hf6,1.970443518,4fold|A_A_B_B,L1_o
C,Cr6Ir6,3.681202269,top|B,L1_o
C,Cr6Ir6,1.765145191,hollow|A_A_B|HCP,L1_o
C,Cr6Ir6,1.887066341,hollow|A_A_B|FCC,L1_o
C,Cr6Ir6,1.790238713,hollow|A_B_B|HCP,L1_o
C,Cr6Ir6,2.213190151,hollow|A_B_B|FCC,L1_o
C,Cr6La6,1.800112228,top|A,L1_o
C,Cr6La6,6.739759638,top|B,L1_o
C,Cr6La6,0.493712736,bridge|A_A|B,L1_o
C,Cr6Mn6,-0.012815337,bridge|A_A|B,L1_o
C,Cr6Mn6,-0.020136152,4fold|A_A_B_B,L1_o
C,Cr6Mo6,1.115912865,hollow|A_A_B|FCC,L1_o
C,Cr6Mo6,1.323318714,hollow|A_B_B|HCP,L1_o
C,Cr6Mo6,1.229890468,hollow|A_B_B|FCC,L1_o
C,Cr6Nb6,3.099108726,top|A,L1_o
C,Cr6Nb6,1.938470958,bridge|A_A|A,L1_o
C,Cr6Nb6,4.864725899,top|B,L1_o
C,Cr6Nb6,0.503803942,bridge|A_A|B,L1_o
C,Cr6Nb6,1.579597296,hollow|A_B_B|FCC,L1_o
C,Cr6Os6,3.506645187,top|B,L1_o
C,Cr6Os6,1.562132077,hollow|A_A_B|HCP,L1_o
C,Cr6Os6,1.764426539,hollow|A_A_B|FCC,L1_o
C,Cr6Os6,1.397355583,hollow|A_B_B|HCP,L1_o
C,Cr6Os6,1.61554367,hollow|A_B_B|FCC,L1_o
C,Cr6Pd6,4.98358672,top|B,L1_o
C,Cr6Pd6,1.726820678,hollow|A_A_B|HCP,L1_o
C,Cr6Pd6,1.840744266,hollow|A_A_B|FCC,L1_o
C,Cr6Pd6,2.529422486,hollow|A_B_B|HCP,L1_o
C,Cr6Pd6,2.709249733,hollow|A_B_B|FCC,L1_o
C,Cr6Pt6,1.867945174,hollow|A_A_B|HCP,L1_o
C,Cr6Pt6,1.9923646,hollow|A_A_B|FCC,L1_o
C,Cr6Pt6,2.506619619,hollow|A_B_B|HCP,L1_o
C,Cr6Pt6,2.70243505,hollow|A_B_B|FCC,L1_o
C,Cr6Re6,3.920796871,top|A,L1_o
C,Cr6Re6,3.503187164,top|B,L1_o
C,Cr6Re6,1.121699638,hollow|A_B_B|HCP,L1_o
C,Cr6Re6,0.74381379,4fold|A_A_B_B,L1_o
C,Cr6Rh6,1.709325663,hollow|A_A_B|HCP,L1_o
C,Cr6Rh6,1.790796547,hollow|A_A_B|FCC,L1_o
C,Cr6Rh6,1.965910509,hollow|A_B_B|HCP,L1_o
C,Cr6Rh6,2.329974199,hollow|A_B_B|FCC,L1_o
C,Cr6Ru6,3.575362231,top|B,L1_o
C,Cr6Ru6,1.572816899,hollow|A_A_B|HCP,L1_o
C,Cr6Ru6,1.731334911,hollow|A_A_B|FCC,L1_o
C,Cr6Ru6,1.542274842,hollow|A_B_B|HCP,L1_o
C,Cr6Ru6,1.796577469,hollow|A_B_B|FCC,L1_o
C,Cr6Sc6,0.571370488,bridge|A_A|B,L1_o
C,Cr6Ta6,3.239231162,top|A,L1_o
C,Cr6Ta6,4.881682537,top|B,L1_o
C,Cr6Ta6,0.334450221,bridge|A_A|B,L1_o
C,Cr6Ta6,1.691173901,bridge|B_B|A,L1_o
C,Cr6Ta6,1.393525717,hollow|A_B_B|FCC,L1_o
C,Cr6Tc6,3.750634428,top|A,L1_o
C,Cr6Tc6,3.586917817,top|B,L1_o
C,Cr6Tc6,1.552008082,bridge|B_B|A,L1_o
C,Cr6Tc6,1.422872514,hollow|A_B_B|HCP,L1_o
C,Cr6Tc6,0.871421847,4fold|A_A_B_B,L1_o
C,Cr6Ti6,0.347093718,bridge|A_A|B,L1_o
C,Cr6Ti6,1.660103535,hollow|A_B_B|HCP,L1_o
C,Cr6Ti6,1.660180544,hollow|A_B_B|FCC,L1_o
C,Cr6Ti6,1.47493932,4fold|A_A_B_B,L1_o
C,Cr6V6,1.808719052,bridge|A_A|B,L1_o
C,Cr6V6,1.268940845,hollow|A_A_B|HCP,L1_o
C,Cr6V6,1.215659594,hollow|A_A_B|FCC,L1_o
C,Cr6V6,1.419843479,hollow|A_B_B|HCP,L1_o
C,Cr6V6,1.30426816,hollow|A_B_B|FCC,L1_o
C,Cr6W6,3.68093655,top|A,L1_o
