adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy,Work Function
H,Sc12,-1.003077461,hollow|A_A_A|FCC,A1,"['Sc', 'Sc', 'Sc']","[9, 10, 11]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0,-0.36358017,3.469016115,0.472964565,22.27,3.86053211
H,Ta12,0.073949521,top|A,A1,['Ta'],[9],"['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 8, 9, 10, 11, 12]",1,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.065880794,5.657391958,0.468856408,35.67,4.871340707
H,Ta12,-1.019672595,hollow|A_A_A|HCP,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 11]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.065918436,5.657201127,0.468845798,35.67,4.871340707
H,Ta12,-0.951701144,hollow|A_A_A|FCC,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 12]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.066282957,5.65721683,0.468808186,35.67,4.871340707
H,Tc12,0.181114073,top|A,A1,['Tc'],[9],"['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 8, 9, 10, 11, 12]",1,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.383265667,4.343851511,0.683359712,27.1,5.114201068
H,Tc12,-0.368834798,bridge|A_A|A,A1,"['Tc', 'Tc']","[11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",2,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.383527489,4.343812332,0.683379322,27.1,5.114201068
H,Tc12,-0.538785809,hollow|A_A_A|HCP,A1,"['Tc', 'Tc', 'Tc']","[10, 11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.38331182,4.343893295,0.683342661,27.1,5.114201068
H,Tc12,-0.559478978,hollow|A_A_A|FCC,A1,"['Tc', 'Tc', 'Tc']","[9, 10, 11]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.383290476,4.343948448,0.683349988,27.1,5.114201068
H,Ti12,0.243860667,top|A,A1,['Ti'],[9],"['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 8, 9, 10, 11, 12]",1,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600513444,3.562344504,0.56737983,25.29,4.586242235
H,Ti12,-1.01043746,hollow|A_A_A|HCP,A1,"['Ti', 'Ti', 'Ti']","[10, 11, 12]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600855957,3.562817891,0.567466665,25.29,4.586242235
H,Ti12,-0.956476197,hollow|A_A_A|FCC,A1,"['Ti', 'Ti', 'Ti']","[9, 10, 11]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600817269,3.56275627,0.567456297,25.29,4.586242235
H,V12,0.170977696,top|A,A1,['V'],[9],"['V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 8, 9, 10, 11, 12]",1,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.649832575,3.581906496,0.619977033,12.31,4.845549005
H,V12,-0.99566059,hollow|A_A_A|HCP,A1,"['V', 'V', 'V']","[10, 11, 12]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.649523071,3.581968102,0.619887948,12.31,4.845549005
H,V12,-0.954071935,hollow|A_A_A|FCC,A1,"['V', 'V', 'V']","[9, 10, 11]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.64983714,3.582005978,0.619982055,12.31,4.845549005
H,W12,-0.027413156,top|A,A1,['W'],[9],"['W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.109740107,5.270504005,0.652170591,13.02,5.151940427
H,W12,-0.863439932,hollow|A_A_A|HCP,A1,"['W', 'W', 'W']","[10, 11, 12]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.107980157,5.270065164,0.651853067,13.02,5.151940427
H,W12,-0.879511383,hollow|A_A_A|FCC,A1,"['W', 'W', 'W']","[9, 10, 11]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.108487937,5.270145833,0.65194495,13.02,5.151940427
H,Y12,0.217378548,top|A,A1,['Y'],[9],"['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.617135679,4.177115615,0.514227673,22.53,3.594501168
H,Y12,-0.902642692,hollow|A_A_A|HCP,A1,"['Y', 'Y', 'Y']","[10, 11, 12]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.618285937,4.177835878,0.514644369,22.53,3.594501168
H,Y12,-0.970131958,hollow|A_A_A|FCC,A1,"['Y', 'Y', 'Y']","[9, 10, 11]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.617843878,4.177542528,0.514493909,22.53,3.594501168
H,Zn12,0.773363584,top|A,A1,['Zn'],[9],"['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 8, 9, 10, 11, 12]",1,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316130234,0.824084251,0.996325225,0.6036,4.494069755
H,Zn12,0.579069405,bridge|A_A|A,A1,"['Zn', 'Zn']","[11, 12]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",2,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316168404,0.824018141,0.996325975,0.6036,4.494069755
H,Zn12,0.581275432,hollow|A_A_A|HCP,A1,"['Zn', 'Zn', 'Zn']","[10, 11, 12]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316174307,0.824033633,0.996325809,0.6036,4.494069755
H,Zn12,0.552737221,hollow|A_A_A|FCC,A1,"['Zn', 'Zn', 'Zn']","[9, 10, 11]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316160151,0.824045444,0.996325653,0.6036,4.494069755
H,Zr12,0.309042952,top|A,A1,['Zr'],[9],"['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 8, 9, 10, 11, 12]",1,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.852477746,4.285431328,0.580548731,33.82,4.395408327
H,Zr12,-0.992339168,hollow|A_A_A|HCP,A1,"['Zr', 'Zr', 'Zr']","[10, 11, 12]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.851634585,4.284900187,0.580311256,33.82,4.395408327
H,Zr12,-0.889286528,hollow|A_A_A|FCC,A1,"['Zr', 'Zr', 'Zr']","[9, 10, 11]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.852017203,4.285203121,0.580416467,33.82,4.395408327
O,Ag12,3.426808483,top|A,A1,['Ag'],[9],"['Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,408.53,10.27,1.93,7.576234,1.302,266.3,11,0.5,-4.003562342,1.062093399,0.987269544,0.001824,4.681726044
O,Ag12,2.050680501,hollow|A_A_A|HCP,A1,"['Ag', 'Ag', 'Ag']","[10, 11, 12]","['Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,408.53,10.27,1.93,7.576234,1.302,266.3,11,0.5,-4.003571624,1.061867956,0.98727677,0.001824,4.681726044
O,Ag12,1.961799686,hollow|A_A_A|FCC,A1,"['Ag', 'Ag', 'Ag']","[9, 10, 11]","['Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,408.53,10.27,1.93,7.576234,1.302,266.3,11,0.5,-4.003607572,1.061738624,0.987279861,0.001824,4.681726044
O,Au12,3.705461217,top|A,A1,['Au'],[9],"['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 8, 9, 10, 11, 12]",1,407.82,10.21,2.54,9.225554,2.30863,342.5,11,0.5,-3.239426153,1.406590579,0.974485182,1.182,5.426721805
O,Au12,2.619231618,hollow|A_A_A|HCP,A1,"['Au', 'Au', 'Au']","[10, 11, 12]","['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,407.82,10.21,2.54,9.225554,2.30863,342.5,11,0.5,-3.239449459,1.406481978,0.974489352,1.182,5.426721805
O,Au12,2.415031951,hollow|A_A_A|FCC,A1,"['Au', 'Au', 'Au']","[9, 10, 11]","['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,407.82,10.21,2.54,9.225554,2.30863,342.5,11,0.5,-3.239430288,1.406537468,0.97448698,1.182,5.426721805
O,Cd12,0.904440412,hollow|A_A_A|HCP,A1,"['Cd', 'Cd', 'Cd']","[10, 11, 12]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,297.94,13.0,1.69,8.99382,0.0,106.3,12,1.0,-8.882171164,1.002389758,0.997127358,5.874,4.170427895
O,Cd12,1.025209024,hollow|A_A_A|FCC,A1,"['Cd', 'Cd', 'Cd']","[9, 10, 11]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,297.94,13.0,1.69,8.99382,0.0,106.3,12,1.0,-8.882184464,1.002376305,0.99712752,5.874,4.170427895
O,Co12,1.332403778,top|A,A1,['Co'],[9],"['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 8, 9, 10, 11, 12]",1,250.71,6.67,1.88,7.88101,0.662,391.2,9,1.0,-2.618594828,2.465651148,0.978259605,12.023,5.169206329
O,Co12,-0.253032128,hollow|A_A_A|HCP,A1,"['Co', 'Co', 'Co']","[9, 11, 12]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]",3,250.71,6.67,1.88,7.88101,0.662,391.2,9,1.0,-2.618938438,2.467604119,0.978240288,12.023,5.169206329
O,Co12,-0.20143499,hollow|A_A_A|FCC,A1,"['Co', 'Co', 'Co']","[9, 10, 11]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]",3,250.71,6.67,1.88,7.88101,0.662,391.2,9,1.0,-2.618569472,2.465398153,0.978266842,12.023,5.169206329
O,Cr12,-0.926688303,top|A,A1,['Cr'],[9],"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 8, 9, 10, 11, 12]",1,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0,-0.747906332,3.530927489,0.653164561,25.51,5.105509079
O,Cr12,-2.500851622,hollow|A_A_A|HCP,A1,"['Cr', 'Cr', 'Cr']","[10, 11, 12]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0,-0.74863813,3.531224889,0.65335753,25.51,5.105509079
O,Cr12,-2.499425337,hollow|A_A_A|FCC,A1,"['Cr', 'Cr', 'Cr']","[9, 10, 11]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0,-0.74851742,3.531112009,0.653319847,25.51,5.105509079
O,Cu12,2.560818709,top|A,A1,['Cu'],[9],"['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 8, 9, 10, 11, 12]",1,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0,-2.424518836,1.200165955,0.976938777,1.419,4.948590128
O,Cu12,0.927200286,hollow|A_A_A|HCP,A1,"['Cu', 'Cu', 'Cu']","[10, 11, 12]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0,-2.424018938,1.200185032,0.976936295,1.419,4.948590128
O,Cu12,0.815140814,hollow|A_A_A|FCC,A1,"['Cu', 'Cu', 'Cu']","[9, 10, 11]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0,-2.42418392,1.200207026,0.976936542,1.419,4.948590128
O,Hf12,-0.749242053,top|A,A1,['Hf'],[9],"['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 8, 9, 10, 11, 12]",1,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0,-1.048610076,5.763411817,0.573283516,14.96,4.523521558
O,Hf12,-3.325056547,hollow|A_A_A|HCP,A1,"['Hf', 'Hf', 'Hf']","[10, 11, 12]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0,-1.048158336,5.763164699,0.57318976,14.96,4.523521558
O,Hf12,-3.730901957,hollow|A_A_A|FCC,A1,"['Hf', 'Hf', 'Hf']","[9, 10, 11]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0,-1.04826476,5.762781101,0.57323648,14.96,4.523521558
O,Ir12,1.610636505,top|A,A1,['Ir'],[9],"['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0,-2.403748601,2.359900247,0.82583483,17.27,5.637090407
O,Ir12,0.907405909,hollow|A_A_A|HCP,A1,"['Ir', 'Ir', 'Ir']","[9, 10, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0,-2.40414893,2.359720666,0.825904251,17.27,5.637090407
O,Ir12,0.750792558,hollow|A_A_A|FCC,A1,"['Ir', 'Ir', 'Ir']","[10, 11, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0,-2.404406275,2.359766916,0.825921733,17.27,5.637090407
O,La12,-0.699858561,top|A,A1,['La'],[9],"['La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 8, 9, 10, 11, 12]",1,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0,-0.843915911,4.244577523,0.609203929,23.33,3.34990136
O,La12,-2.911750049,hollow|A_A_A|HCP,A1,"['La', 'La', 'La']","[9, 10, 11]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0,-0.843328101,4.243927968,0.609098101,23.33,3.34990136
O,La12,-3.004750532,hollow|A_A_A|FCC,A1,"['La', 'La', 'La']","[9, 10, 12]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0,-0.84353835,4.244069801,0.609194147,23.33,3.34990136
O,Mo12,-0.896368563,top|A,A1,['Mo'],[9],"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 8, 9, 10, 11, 12]",1,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0,-1.045069806,4.589310286,0.667494371,21.32,4.976166617
O,Mo12,-2.116413272,hollow|A_A_A|HCP,A1,"['Mo', 'Mo', 'Mo']","[10, 11, 12]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0,-1.045806248,4.589375947,0.667635732,21.32,4.976166617
O,Mo12,-1.927141362,hollow|A_A_A|FCC,A1,"['Mo', 'Mo', 'Mo']","[9, 10, 11]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0,-1.045416019,4.589337541,0.667551165,21.32,4.976166617
O,Nb12,-0.958595012,top|A,A1,['Nb'],[9],"['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 8, 9, 10, 11, 12]",1,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0,-0.86021088,4.257336199,0.629085434,42.2,4.676492082
O,Nb12,-2.982999248,hollow|A_A_A|HCP,A1,"['Nb', 'Nb', 'Nb']","[10, 11, 12]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0,-0.860075297,4.257366893,0.629056097,42.2,4.676492082
O,Nb12,-2.977393839,hollow|A_A_A|FCC,A1,"['Nb', 'Nb', 'Nb']","[9, 10, 11]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0,-0.860363708,4.257491351,0.629124921,42.2,4.676492082
O,Os12,0.889385986,top|A,A1,['Os'],[9],"['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0,-1.909056083,5.367090677,0.724385006,3.814,5.504376059
O,Os12,-0.129969325,hollow|A_A_A|HCP,A1,"['Os', 'Os', 'Os']","[9, 11, 12]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0,-1.905268707,5.36797483,0.723922966,3.814,5.504376059
O,Os12,0.286972479,hollow|A_A_A|FCC,A1,"['Os', 'Os', 'Os']","[9, 10, 11]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0,-1.905588767,5.367893005,0.723959437,3.814,5.504376059
O,Pd12,2.650838321,top|A,A1,['Pd'],[9],"['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 8, 9, 10, 11, 12]",1,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0,-1.647359184,1.397635929,0.936136936,9.852,5.37185132
O,Pd12,1.499089559,hollow|A_A_A|HCP,A1,"['Pd', 'Pd', 'Pd']","[10, 11, 12]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0,-1.647185269,1.39800252,0.936112988,9.852,5.37185132
O,Pd12,1.359148895,hollow|A_A_A|FCC,A1,"['Pd', 'Pd', 'Pd']","[9, 10, 11]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0,-1.64724671,1.397884535,0.936121802,9.852,5.37185132
O,Pt12,2.529101256,top|A,A1,['Pt'],[9],"['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[6, 7, 8, 9, 10, 11, 12]",1,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0,-2.154847642,1.922339888,0.90533201,8.782,5.946806688
O,Pt12,1.803689572,hollow|A_A_A|HCP,A1,"['Pt', 'Pt', 'Pt']","[9, 10, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0,-2.15481818,1.922490455,0.905308148,8.782,5.946806688
O,Pt12,1.417018665,hollow|A_A_A|FCC,A1,"['Pt', 'Pt', 'Pt']","[10, 11, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0,-2.15484575,1.922455161,0.905304336,8.782,5.946806688
O,Re12,-1.20893607,hollow|A_A_A|HCP,A1,"['Re', 'Re', 'Re']","[10, 11, 12]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,276.1,8.86,1.9,7.83352,0.15,738.0,7,1.0,-1.66973535,5.768306801,0.674920883,6.086,5.342665688
O,Re12,-0.715872325,hollow|A_A_A|FCC,A1,"['Re', 'Re', 'Re']","[9, 10, 11]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,276.1,8.86,1.9,7.83352,0.15,738.0,7,1.0,-1.669677878,5.768222246,0.674914676,6.086,5.342665688
O,Rh12,1.81037677,top|A,A1,['Rh'],[9],"['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 8, 9, 10, 11, 12]",1,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0,-1.835742602,3.478620815,0.817456423,7.762,5.287723878
O,Rh12,0.598425407,hollow|A_A_A|HCP,A1,"['Rh', 'Rh', 'Rh']","[10, 11, 12]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0,-1.835835436,3.478811073,0.81745264,7.762,5.287723878
O,Rh12,0.595410113,hollow|A_A_A|FCC,A1,"['Rh', 'Rh', 'Rh']","[9, 10, 11]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0,-1.835801099,3.478736958,0.817455784,7.762,5.287723878
O,Ru12,1.093764024,top|A,A1,['Ru'],[9],"['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 8, 9, 10, 11, 12]",1,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0,-1.595690672,4.099414512,0.733848136,12.0,5.210094992
O,Ru12,-0.376089897,hollow|A_A_A|HCP,A1,"['Ru', 'Ru', 'Ru']","[9, 11, 12]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0,-1.595447664,4.099610849,0.733800626,12.0,5.210094992
O,Ru12,0.046446023,hollow|A_A_A|FCC,A1,"['Ru', 'Ru', 'Ru']","[9, 10, 11]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0,-1.594865863,4.099737971,0.733729242,12.0,5.210094992
O,Sc12,-0.913253091,top|A,A1,['Sc'],[9],"['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 8, 9, 10, 11, 12]",1,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0,-0.363112902,3.468847638,0.472897601,22.27,3.86053211
