adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,CN,GCN,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta
C,Ag6Au6,5.627318945,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Au']","[9, 10, 11]","['Ag', 'Ag', 'Au', 'Au', 'Ag', 'Ag', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,408.17499999999995,10.24,2.1150279529900824,8.126007333333334,1.6375433333333334,291.7,11.0,0.5
C,Ag6Au6,5.41603289,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Au']","[9, 10, 12]","['Ag', 'Ag', 'Au', 'Au', 'Ag', 'Ag', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,408.17499999999995,10.24,2.1150279529900824,8.126007333333334,1.6375433333333334,291.7,11.0,0.5
C,Ag6Au6,4.979302288,hollow|A_B_B|HCP,L1_o,"['Ag', 'Au', 'Au']","[10, 11, 12]","['Ag', 'Ag', 'Au', 'Au', 'Ag', 'Ag', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,408.17499999999995,10.24,2.3177944258701655,8.675780666666668,1.9730866666666664,317.09999999999997,11.0,0.5
C,Ag6Au6,4.950667341,hollow|A_B_B|FCC,L1_o,"['Ag', 'Au', 'Au']","[9, 11, 12]","['Ag', 'Ag', 'Au', 'Au', 'Ag', 'Ag', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,408.17499999999995,10.24,2.3177944258701655,8.675780666666668,1.9730866666666664,317.09999999999997,11.0,0.5
C,Ag6Cd6,5.5093195,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Cd', 'Cd', 'Ag', 'Ag', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,353.235,11.635,1.93,7.576234,1.302,266.3,11.0,0.5
C,Ag6Cd6,5.596425589,hollow|A_B_B|HCP,L1_o,"['Ag', 'Cd', 'Cd']","[10, 11, 12]","['Ag', 'Ag', 'Cd', 'Cd', 'Ag', 'Ag', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,353.235,11.635,1.7664861609019706,8.521291333333332,0.434,159.63333333333333,11.666666666666666,0.7937005259840998
C,Ag6Cd6,5.497811942,hollow|A_B_B|FCC,L1_o,"['Ag', 'Cd', 'Cd']","[9, 11, 12]","['Ag', 'Ag', 'Cd', 'Cd', 'Ag', 'Ag', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,353.235,11.635,1.7664861609019706,8.521291333333332,0.434,159.63333333333333,11.666666666666666,0.7937005259840998
C,Ag6Co6,2.382733535,bridge|B_B|A,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Ag', 'Ag', 'Co', 'Co', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,329.62,8.469999999999999,1.88,7.88101,0.662,391.2,9.0,1.0
C,Ag6Co6,3.734145826,hollow-tilt|A_A_B|FCC,L1_o,"['Co', 'Ag', 'Ag']","[9, 11, 12]","['Co', 'Co', 'Ag', 'Ag', 'Co', 'Co', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,329.62,8.469999999999999,1.9131872990748267,7.677826,1.0886666666666667,307.9333333333333,10.333333333333332,0.6299605249474366
C,Ag6Co6,3.700240033,hollow-tilt|A_A_B|HCP,L1_o,"['Co', 'Ag', 'Ag']","[10, 11, 12]","['Co', 'Co', 'Ag', 'Ag', 'Co', 'Co', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,329.62,8.469999999999999,1.9131872990748267,7.677826,1.0886666666666667,307.9333333333333,10.333333333333332,0.6299605249474366
C,Ag6Cr6,2.507316638,hollow|A_B_B|FCC,L1_o,"['Cr', 'Cr', 'Ag']","[9, 10, 12]","['Cr', 'Cr', 'Ag', 'Ag', 'Cr', 'Cr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,349.765,8.75,1.7455186565650775,7.036417999999999,0.8780000000000001,328.4333333333333,7.666666666666666,0.7937005259840998
C,Ag6Cu6,7.020413906,top|A,L1_o,['Ag'],[12],"['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,385.01,8.69,1.93,7.576234,1.302,266.3,11.0,0.5
C,Ag6Cu6,4.134827194,bridge|B_B|A,L1_o,"['Cu', 'Cu']","[9, 10]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,385.01,8.69,1.9,7.72638,1.235,313.1,11.0,1.0
C,Ag6Cu6,5.193137914,hollow|A_A_B|HCP,L1_o,"['Cu', 'Ag', 'Ag']","[10, 11, 12]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,385.01,8.69,1.9199477343990152,7.6262826666666665,1.2796666666666665,281.9,11.0,0.6299605249474366
C,Ag6Cu6,5.078700303,hollow|A_A_B|FCC,L1_o,"['Cu', 'Ag', 'Ag']","[9, 11, 12]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,385.01,8.69,1.9199477343990152,7.6262826666666665,1.2796666666666665,281.9,11.0,0.6299605249474366
C,Ag6Fe6,2.467728565,bridge|B_B|A,L1_o,"['Fe', 'Fe']","[9, 10]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,347.59,8.68,1.83,7.9024681,0.151,360.8,8.0,1.0
C,Ag6Fe6,3.543872401,hollow-tilt|A_A_B|FCC,L1_o,"['Fe', 'Ag', 'Ag']","[9, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,347.59,8.68,1.8960737945071326,7.684978699999999,0.9183333333333332,297.8,10.0,0.6299605249474366
C,Ag6Fe6,3.546400474,hollow-tilt|A_A_B|HCP,L1_o,"['Fe', 'Ag', 'Ag']","[10, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,347.59,8.68,1.8960737945071326,7.684978699999999,0.9183333333333332,297.8,10.0,0.6299605249474366
C,Ag6Hf6,3.821319126,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 11]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,364.085,11.855,1.691814164732478,7.325846,0.8726666666666666,396.0333333333333,8.666666666666666,0.6299605249474366
C,Ag6Hf6,3.696152203,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,364.085,11.855,1.691814164732478,7.325846,0.8726666666666666,396.0333333333333,8.666666666666666,0.6299605249474366
C,Ag6Hf6,2.068734574,hollow|A_B_B|HCP,L1_o,"['Ag', 'Hf', 'Hf']","[10, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,364.085,11.855,1.4830234031033434,7.075457999999999,0.44333333333333336,525.7666666666667,6.333333333333333,0.7937005259840998
C,Ag6Hf6,2.212417347,hollow|A_B_B|FCC,L1_o,"['Ag', 'Hf', 'Hf']","[9, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,364.085,11.855,1.4830234031033434,7.075457999999999,0.44333333333333336,525.7666666666667,6.333333333333333,0.7937005259840998
C,Ag6Hg6,5.556749351,hollow|A_B_B|FCC,L1_o,"['Ag', 'Hg', 'Hg']","[9, 11, 12]","['Ag', 'Ag', 'Hg', 'Hg', 'Ag', 'Ag', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,354.515,12.18,1.9763890244674787,9.483747333333334,0.434,129.76,11.666666666666666,0.7937005259840998
C,Ag6Ir6,1.744027253,bridge|B_B|A,L1_o,"['Ir', 'Ir']","[11, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,396.215,9.395,2.2,8.96702,1.5638,586.0,9.0,1.0
C,Ag6Ir6,3.398978585,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,396.215,9.395,2.0161016866278105,8.039829333333333,1.3892666666666664,372.8666666666666,10.333333333333332,0.6299605249474366
C,Ag6Ir6,3.12616242,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 11]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,396.215,9.395,2.0161016866278105,8.039829333333333,1.3892666666666664,372.8666666666666,10.333333333333332,0.6299605249474366
C,Ag6La6,5.766888718,top|B,L1_o,['La'],[10],"['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,392.865,16.33,1.1,5.5769,0.47,406.2,3.0,1.0
C,Ag6La6,2.805203603,hollow|A_B_B|FCC,L1_o,"['La', 'La', 'Ag']","[9, 10, 11]","['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,392.865,16.33,1.326724939852009,6.243344666666666,0.7473333333333333,359.56666666666666,5.666666666666666,0.7937005259840998
C,Ag6La6,1.917778197,4fold|A_A_B_B,L1_o,"['La', 'La', 'Ag', 'Ag']","[9, 10, 11, 12]","['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",5,7.615384615,392.865,16.33,1.4570518178843195,6.576567,0.886,336.25,7.0,0.7071067811865476
C,Ag6Mn6,3.62682576,bridge|B_B|A,L1_o,"['Mn', 'Mn']","[9, 10]","['Mn', 'Mn', 'Ag', 'Ag', 'Mn', 'Mn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,649.89,8.809999999999999,1.55,7.434038,0.0,233.2,7.0,1.0
C,Ag6Mo6,3.189311198,hollow|A_A_B|HCP,L1_o,"['Mo', 'Ag', 'Ag']","[10, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,361.615,9.825,2.0038080780024066,7.414966,1.1173333333333333,389.5333333333333,9.333333333333332,0.6299605249474366
C,Ag6Mo6,2.919558491,hollow|A_A_B|FCC,L1_o,"['Mo', 'Ag', 'Ag']","[9, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,361.615,9.825,2.0038080780024066,7.414966,1.1173333333333333,389.5333333333333,9.333333333333332,0.6299605249474366
C,Ag6Mo6,1.836787187,hollow|A_B_B|HCP,L1_o,"['Mo', 'Mo', 'Ag']","[9, 10, 11]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,361.615,9.825,2.0804387634547665,7.253698,0.9326666666666666,512.7666666666667,7.666666666666666,0.7937005259840998
C,Ag6Mo6,1.929447935,hollow|A_B_B|FCC,L1_o,"['Mo', 'Mo', 'Ag']","[9, 10, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,361.615,9.825,2.0804387634547665,7.253698,0.9326666666666666,512.7666666666667,7.666666666666666,0.7937005259840998
C,Ag6Mo6,2.91946298,hollow-tilt|A_A_B|FCC,L1_o,"['Mo', 'Ag', 'Ag']","[9, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,361.615,9.825,2.0038080780024066,7.414966,1.1173333333333333,389.5333333333333,9.333333333333332,0.6299605249474366
C,Ag6Nb6,3.395911317,hollow|A_A_B|HCP,L1_o,"['Nb', 'Ag', 'Ag']","[10, 11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,369.28499999999997,10.55,1.8130573157349712,7.303772666666667,1.1733333333333333,416.4666666666666,9.0,0.6299605249474366
C,Ag6Nb6,3.373781115,hollow|A_A_B|FCC,L1_o,"['Nb', 'Ag', 'Ag']","[9, 11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,369.28499999999997,10.55,1.8130573157349712,7.303772666666667,1.1733333333333333,416.4666666666666,9.0,0.6299605249474366
C,Ag6Nb6,2.097416461,hollow|A_B_B|HCP,L1_o,"['Nb', 'Nb', 'Ag']","[9, 10, 11]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,369.28499999999997,10.55,1.703200430124404,7.031311333333333,1.0446666666666666,566.6333333333332,7.0,0.7937005259840998
C,Ag6Nb6,2.128556624,hollow|A_B_B|FCC,L1_o,"['Nb', 'Nb', 'Ag']","[9, 10, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,369.28499999999997,10.55,1.703200430124404,7.031311333333333,1.0446666666666666,566.6333333333332,7.0,0.7937005259840998
C,Ag6Ni6,2.543948195,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,7.33,380.465,8.43,1.91,7.639878,1.156,395.2,10.0,1.0
C,Ag6Ni6,4.164549237,hollow-tilt|A_A_B|FCC,L1_o,"['Ni', 'Ag', 'Ag']","[9, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,380.465,8.43,1.9233101716262642,7.597448666666667,1.2533333333333334,309.26666666666665,10.666666666666666,0.6299605249474366
C,Ag6Ni6,4.149397938,hollow-tilt|A_A_B|HCP,L1_o,"['Ni', 'Ag', 'Ag']","[10, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,380.465,8.43,1.9233101716262642,7.597448666666667,1.2533333333333334,309.26666666666665,10.666666666666666,0.6299605249474366
C,Ag6Os6,3.875474542,top|B,L1_o,['Os'],[11],"['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,340.985,9.344999999999999,2.2,8.43823,1.1,661.0,8.0,1.0
