adsorbate,surface,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,CN,GCN,Valence Electrons,reaction energy (eV),site,Beta,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices
C,Ag6Cr6,349.765,8.75,1.7455186565650775,7.036417999999999,0.8780000000000001,328.4333333333333,3,6.954545454545454,7.666666666666666,2.507316638,hollow|A_B_B|FCC,0.7937005259840998,L1_o,"['Cr', 'Cr', 'Ag']","[9, 10, 12]","['Cr', 'Cr', 'Ag', 'Ag', 'Cr', 'Cr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Cu6,385.01,8.69,1.93,7.576234,1.302,266.3,1,7.5,11.0,7.020413906,top|A,0.5,L1_o,['Ag'],[12],"['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Cu6,385.01,8.69,1.9,7.72638,1.235,313.1,2,7.33,11.0,4.134827194,bridge|B_B|A,1.0,L1_o,"['Cu', 'Cu']","[9, 10]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Cu6,385.01,8.69,1.9199477343990152,7.626282666666666,1.2796666666666665,281.9,3,7.5,11.0,5.193137914,hollow|A_A_B|HCP,0.6299605249474366,L1_o,"['Cu', 'Ag', 'Ag']","[10, 11, 12]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Cu6,385.01,8.69,1.9199477343990152,7.626282666666666,1.2796666666666665,281.9,3,6.954545454545454,11.0,5.078700303,hollow|A_A_B|FCC,0.6299605249474366,L1_o,"['Cu', 'Ag', 'Ag']","[9, 11, 12]","['Cu', 'Cu', 'Ag', 'Ag', 'Cu', 'Cu', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Fe6,347.59,8.68,1.83,7.9024681,0.151,360.8,2,7.33,8.0,2.467728565,bridge|B_B|A,1.0,L1_o,"['Fe', 'Fe']","[9, 10]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Fe6,347.59,8.68,1.8960737945071329,7.684978699999999,0.9183333333333332,297.8,3,6.954545454545454,10.0,3.543872401,hollow-tilt|A_A_B|FCC,0.6299605249474366,L1_o,"['Fe', 'Ag', 'Ag']","[9, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Fe6,347.59,8.68,1.8960737945071329,7.684978699999999,0.9183333333333332,297.8,3,7.5,10.0,3.546400474,hollow-tilt|A_A_B|HCP,0.6299605249474366,L1_o,"['Fe', 'Ag', 'Ag']","[10, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Hf6,364.085,11.855,1.691814164732478,7.325846,0.8726666666666666,396.0333333333333,3,7.5,8.666666666666666,3.821319126,hollow|A_A_B|HCP,0.6299605249474366,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 11]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Hf6,364.085,11.855,1.691814164732478,7.325846,0.8726666666666666,396.0333333333333,3,6.954545454545454,8.666666666666666,3.696152203,hollow|A_A_B|FCC,0.6299605249474366,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Hf6,364.085,11.855,1.4830234031033434,7.075457999999999,0.4433333333333333,525.7666666666667,3,7.5,6.333333333333333,2.068734574,hollow|A_B_B|HCP,0.7937005259840998,L1_o,"['Ag', 'Hf', 'Hf']","[10, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Hf6,364.085,11.855,1.4830234031033434,7.075457999999999,0.4433333333333333,525.7666666666667,3,6.954545454545454,6.333333333333333,2.212417347,hollow|A_B_B|FCC,0.7937005259840998,L1_o,"['Ag', 'Hf', 'Hf']","[9, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Hg6,354.515,12.18,1.9763890244674789,9.483747333333334,0.434,129.76,3,6.954545454545454,11.666666666666666,5.556749351,hollow|A_B_B|FCC,0.7937005259840998,L1_o,"['Ag', 'Hg', 'Hg']","[9, 11, 12]","['Ag', 'Ag', 'Hg', 'Hg', 'Ag', 'Ag', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Ir6,396.215,9.395,2.2,8.96702,1.5638,586.0,2,7.33,9.0,1.744027253,bridge|B_B|A,1.0,L1_o,"['Ir', 'Ir']","[11, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Ir6,396.215,9.395,2.0161016866278105,8.039829333333333,1.3892666666666664,372.8666666666666,3,6.954545454545454,10.333333333333332,3.398978585,hollow|A_A_B|FCC,0.6299605249474366,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
C,Ag6Ir6,396.215,9.395,2.0161016866278105,8.039829333333333,1.3892666666666664,372.8666666666666,3,7.5,10.333333333333332,3.12616242,hollow-tilt|A_A_B|HCP,0.6299605249474366,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 11]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]"
