adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy
C,Co6Cu6,2.416516332,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 11]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.886643165,7.829466667,0.853,365.1666667
C,Co6Cu6,2.494853144,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.886643165,7.829466667,0.853,365.1666667
C,Co6Cu6,3.249817071,hollow|A_B_B|HCP,L1_o,"['Co', 'Cu', 'Cu']","[10, 11, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.893309804,7.777923333,1.044,339.1333333
C,Co6Cu6,3.253120805,hollow|A_B_B|FCC,L1_o,"['Co', 'Cu', 'Cu']","[9, 11, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.893309804,7.777923333,1.044,339.1333333
C,Co6Fe6,3.160249849,4fold|A_A_B_B,L1_o,"['Co', 'Co', 'Fe', 'Fe']","[9, 10, 11, 12]","['Co', 'Co', 'Fe', 'Fe', 'Co', 'Co', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",5,268.68,6.88,1.854831529,7.89173905,0.4065,376
C,Co6Hf6,0.904207891,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,285.175,10.055,1.88,7.88101,0.662,391.2
C,Co6Hf6,2.110845143,hollow|A_B_B|FCC,L1_o,"['Co', 'Hf', 'Hf']","[10, 11, 12]","['Co', 'Co', 'Hf', 'Hf', 'Co', 'Co', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,285.175,10.055,1.470104424,7.17705,0.23,567.4
C,Co6Hg6,2.322410523,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Hg', 'Hg', 'Co', 'Co', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]",2,275.605,10.38,1.88,7.88101,0.662,391.2
C,Co6Ir6,3.364652784,top|B,L1_o,['Ir'],[11],"['Co', 'Co', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,317.305,7.595,2.2,8.96702,1.5638,586
C,Co6Ir6,2.196851075,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Ir']","[9, 10, 11]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,1.981129173,8.243013333,0.9626,456.1333333
C,Co6Ir6,2.430162025,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Ir']","[9, 10, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,1.981129173,8.243013333,0.9626,456.1333333
C,Co6Ir6,1.816983694,hollow|A_B_B|HCP,L1_o,"['Co', 'Ir', 'Ir']","[10, 11, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,2.087698297,8.605016667,1.2632,521.0666667
C,Co6Ir6,2.061723289,hollow|A_B_B|FCC,L1_o,"['Co', 'Ir', 'Ir']","[9, 11, 12]","['Co', 'Co', 'Ir', 'Ir', 'Co', 'Co', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,317.305,7.595,2.087698297,8.605016667,1.2632,521.0666667
C,Co6La6,1.125890736,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'La', 'La', 'Co', 'Co', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",2,313.955,14.53,1.88,7.88101,0.662,391.2
C,Co6La6,2.393707342,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'La', 'La']","[9, 11, 12]","['Co', 'Co', 'La', 'La', 'Co', 'Co', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,313.955,14.53,1.315167515,6.344936667,0.534,401.2
C,Co6Ni6,2.430450329,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Ni']","[9, 10, 11]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.889947275,7.800632667,0.826666667,392.5333333
C,Co6Ni6,2.532990987,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Ni']","[9, 10, 12]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.889947275,7.800632667,0.826666667,392.5333333
C,Co6Ni6,2.536259346,hollow|A_B_B|HCP,L1_o,"['Co', 'Ni', 'Ni']","[10, 11, 12]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.899947182,7.720255333,0.991333333,393.8666667
C,Co6Ni6,2.659522834,hollow|A_B_B|FCC,L1_o,"['Co', 'Ni', 'Ni']","[9, 11, 12]","['Co', 'Co', 'Ni', 'Ni', 'Co', 'Co', 'Ni', 'Ni']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.555,6.63,1.899947182,7.720255333,0.991333333,393.8666667
C,Co6Os6,3.338202503,top|B,L1_o,['Os'],[11],"['Co', 'Co', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,262.075,7.545,2.2,8.43823,1.1,661
C,Co6Os6,2.002961258,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Os']","[9, 10, 11]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,1.981129173,8.06675,0.808,481.1333333
C,Co6Os6,2.474146642,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Os']","[9, 10, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,1.981129173,8.06675,0.808,481.1333333
C,Co6Os6,1.617091861,hollow|A_B_B|HCP,L1_o,"['Co', 'Os', 'Os']","[10, 11, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,2.087698297,8.25249,0.954,571.0666667
C,Co6Os6,1.862003704,hollow|A_B_B|FCC,L1_o,"['Co', 'Os', 'Os']","[9, 11, 12]","['Co', 'Co', 'Os', 'Os', 'Co', 'Co', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,262.075,7.545,2.087698297,8.25249,0.954,571.0666667
C,Co6Pd6,5.31787068,top|B,L1_o,['Pd'],[11],"['Co', 'Co', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 8, 9, 10, 11, 12]",1,319.89,7.615,2.2,8.336839,0.562,396.7
C,Co6Pd6,2.502468114,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Pd']","[9, 10, 11]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,1.981129173,8.032953,0.628666667,393.0333333
C,Co6Pd6,2.590702931,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Pd']","[9, 10, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,1.981129173,8.032953,0.628666667,393.0333333
C,Co6Pd6,2.863291744,hollow|A_B_B|HCP,L1_o,"['Co', 'Pd', 'Pd']","[10, 11, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,2.087698297,8.184896,0.595333333,394.8666667
C,Co6Pd6,3.013753146,hollow|A_B_B|FCC,L1_o,"['Co', 'Pd', 'Pd']","[9, 11, 12]","['Co', 'Co', 'Pd', 'Pd', 'Co', 'Co', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.89,7.615,2.087698297,8.184896,0.595333333,394.8666667
C,Co6Pt6,4.365008018,top|B,L1_o,['Pt'],[11],"['Co', 'Co', 'Pt', 'Co', 'Co', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,321.565,7.88,2.28,8.95883,2.128,510
C,Co6Pt6,2.670372557,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Pt']","[9, 10, 11]","['Co', 'Co', 'Pt', 'Pt', 'Co', 'Co', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,321.565,7.88,2.004857526,8.240283333,1.150666667,430.8
C,Co6Pt6,2.65449349,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Pt']","[9, 10, 12]","['Co', 'Co', 'Pt', 'Pt', 'Co', 'Co', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,321.565,7.88,2.004857526,8.240283333,1.150666667,430.8
C,Co6Pt6,2.583624025,hollow|A_B_B|HCP,L1_o,"['Co', 'Pt', 'Pt']","[10, 11, 12]","['Co', 'Co', 'Pt', 'Pt', 'Co', 'Co', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,321.565,7.88,2.138007287,8.599556667,1.639333333,470.4
C,Co6Pt6,2.822549772,hollow|A_B_B|FCC,L1_o,"['Co', 'Pt', 'Pt']","[9, 11, 12]","['Co', 'Co', 'Pt', 'Pt', 'Co', 'Co', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,321.565,7.88,2.138007287,8.599556667,1.639333333,470.4
C,Co6Re6,1.840564399,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Re']","[9, 10, 11]","['Co', 'Co', 'Re', 'Re', 'Co', 'Co', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,263.405,7.765,1.886643165,7.86518,0.491333333,506.8
C,Co6Re6,2.243575879,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Re']","[9, 10, 12]","['Co', 'Co', 'Re', 'Re', 'Co', 'Co', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,263.405,7.765,1.886643165,7.86518,0.491333333,506.8
C,Co6Re6,1.552453804,hollow|A_B_B|HCP,L1_o,"['Co', 'Re', 'Re']","[10, 11, 12]","['Co', 'Co', 'Re', 'Re', 'Co', 'Co', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,263.405,7.765,1.893309804,7.84935,0.320666667,622.4
C,Co6Rh6,2.137726861,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Rh']","[9, 10, 11]","['Co', 'Co', 'Rh', 'Rh', 'Co', 'Co', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.525,7.475,2.004857526,7.740306667,0.820333333,433.0333333
C,Co6Rh6,2.353089181,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Rh']","[9, 10, 12]","['Co', 'Co', 'Rh', 'Rh', 'Co', 'Co', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.525,7.475,2.004857526,7.740306667,0.820333333,433.0333333
C,Co6Rh6,1.946864173,hollow|A_B_B|HCP,L1_o,"['Co', 'Rh', 'Rh']","[10, 11, 12]","['Co', 'Co', 'Rh', 'Rh', 'Co', 'Co', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.525,7.475,2.138007287,7.599603333,0.978666667,474.8666667
C,Co6Rh6,2.225481261,hollow|A_B_B|FCC,L1_o,"['Co', 'Rh', 'Rh']","[9, 11, 12]","['Co', 'Co', 'Rh', 'Rh', 'Co', 'Co', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.525,7.475,2.138007287,7.599603333,0.978666667,474.8666667
C,Co6Ru6,2.303397113,bridge|A_B|B,L1_o,"['Co', 'Ru']","[9, 12]","['Co', 'Co', 'Ru', 'Ru', 'Co', 'Co', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",2,260.65,7.42,2.033715811,7.620755,0.856,498.45
C,Co6Ru6,1.880955481,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Ru']","[9, 10, 11]","['Co', 'Co', 'Ru', 'Ru', 'Co', 'Co', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,260.65,7.42,1.981129173,7.707506667,0.791333333,462.7
C,Co6Ru6,2.251206903,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Ru']","[9, 10, 12]","['Co', 'Co', 'Ru', 'Ru', 'Co', 'Co', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,260.65,7.42,1.981129173,7.707506667,0.791333333,462.7
C,Co6Ru6,1.716112046,hollow|A_B_B|HCP,L1_o,"['Co', 'Ru', 'Ru']","[10, 11, 12]","['Co', 'Co', 'Ru', 'Ru', 'Co', 'Co', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,260.65,7.42,2.087698297,7.534003333,0.920666667,534.2
C,Co6Ru6,1.9674753,hollow|A_B_B|FCC,L1_o,"['Co', 'Ru', 'Ru']","[9, 11, 12]","['Co', 'Co', 'Ru', 'Ru', 'Co', 'Co', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,260.65,7.42,2.087698297,7.534003333,0.920666667,534.2
C,Co6Sc6,3.07841202,top|A,L1_o,['Co'],[9],"['Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 7, 8, 9, 10, 11, 12]",1,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,3.07841202,top|A,L1_o,['Co'],[9],"['Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 7, 8, 9, 10, 11, 12]",1,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,3.07841202,top|A,L1_o,['Co'],[9],"['Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 7, 8, 9, 10, 11, 12]",1,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",2,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",2,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,0.944078146,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",2,290.805,10.835,1.88,7.88101,0.662,391.2
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'Sc', 'Sc']","[10, 11, 12]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.805,10.835,1.514997404,7.00133,0.346,353.0666667
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'Sc', 'Sc']","[10, 11, 12]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.805,10.835,1.514997404,7.00133,0.346,353.0666667
C,Co6Sc6,2.499090365,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'Sc', 'Sc']","[10, 11, 12]","['Co', 'Co', 'Sc', 'Sc', 'Co', 'Co', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,290.805,10.835,1.514997404,7.00133,0.346,353.0666667
C,Co6Ti6,1.102603778,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Ti', 'Ti', 'Co', 'Co', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",2,272.895,8.655,1.88,7.88101,0.662,391.2
C,Co6Ti6,2.11152638,hollow|A_B_B|FCC,L1_o,"['Co', 'Ti', 'Ti']","[10, 11, 12]","['Co', 'Co', 'Ti', 'Ti', 'Co', 'Co', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,272.895,8.655,1.645886047,7.179083333,0.273333333,426.2
C,Co6Ti6,2.283395521,4fold|A_A_B_B,L1_o,"['Co', 'Co', 'Ti', 'Ti']","[9, 10, 11, 12]","['Co', 'Co', 'Ti', 'Ti', 'Co', 'Co', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",5,272.895,8.655,1.701528724,7.354565,0.3705,417.45
C,Co6V6,1.554122814,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'V', 'V', 'Co', 'Co', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",2,276.855,7.495,1.88,7.88101,0.662,391.2
C,Co6V6,1.577339159,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'V']","[9, 10, 11]","['Co', 'Co', 'V', 'V', 'Co', 'Co', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,276.855,7.495,1.792673097,7.502735667,0.616333333,419.4
C,Co6V6,1.625468886,hollow|A_B_B|FCC,L1_o,"['Co', 'V', 'V']","[9, 11, 12]","['Co', 'Co', 'V', 'V', 'Co', 'Co', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,276.855,7.495,1.709402571,7.124461333,0.570666667,447.6
C,Co6W6,1.737972856,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'W', 'W', 'Co', 'Co', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,283.615,8.07,1.88,7.88101,0.662,391.2
C,Co6W6,1.781368074,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'W']","[9, 10, 11]","['Co', 'Co', 'W', 'W', 'Co', 'Co', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,283.615,8.07,2.028037123,7.87535,0.71342,539.1333333
C,Co6W6,1.802240838,hollow|A_B_B|HCP,L1_o,"['Co', 'W', 'W']","[10, 11, 12]","['Co', 'Co', 'W', 'W', 'Co', 'Co', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,283.615,8.07,2.187731156,7.86969,0.76484,687.0666667
C,Co6W6,1.572259746,hollow|A_B_B|FCC,L1_o,"['Co', 'W', 'W']","[9, 11, 12]","['Co', 'Co', 'W', 'W', 'Co', 'Co', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,283.615,8.07,2.187731156,7.86969,0.76484,687.0666667
C,Co6Y6,0.782355178,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Y', 'Y', 'Co', 'Co', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,307.725,13.275,1.88,7.88101,0.662,391.2
C,Co6Y6,2.351099893,hollow-tilt|A_B_B|FCC,L1_o,"['Co', 'Y', 'Y']","[10, 11, 12]","['Co', 'Co', 'Y', 'Y', 'Co', 'Co', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,307.725,13.275,1.409156312,6.771843333,0.425333333,391.3333333
C,Co6Zn6,2.332683773,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Zn', 'Zn', 'Co', 'Co', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",2,258.6,7.915,1.88,7.88101,0.662,391.2
C,Co6Zn6,3.641166704,hollow|A_B_B|HCP,L1_o,"['Co', 'Zn', 'Zn']","[10, 11, 12]","['Co', 'Co', 'Zn', 'Zn', 'Co', 'Co', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,258.6,7.915,1.723356974,8.889801333,0.220666667,214.6333333
C,Co6Zn6,3.754501709,hollow|A_B_B|FCC,L1_o,"['Co', 'Zn', 'Zn']","[9, 11, 12]","['Co', 'Co', 'Zn', 'Zn', 'Co', 'Co', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,258.6,7.915,1.723356974,8.889801333,0.220666667,214.6333333
C,Co6Zr6,0.846466967,bridge|A_A|B,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Zr', 'Zr', 'Co', 'Co', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",2,286.955,10.345,1.88,7.88101,0.662,391.2
C,Cr12,3.640320566,top|A,A1,['Cr'],[9],"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 8, 9, 10, 11, 12]",1,291,7.23,1.66,6.76651,0.666,359.5
C,Cr12,1.070740336,hollow|A_A_A|HCP,A1,"['Cr', 'Cr', 'Cr']","[10, 11, 12]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,291,7.23,1.66,6.76651,0.666,359.5
C,Cr12,0.977673185,hollow|A_A_A|FCC,A1,"['Cr', 'Cr', 'Cr']","[9, 10, 11]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,291,7.23,1.66,6.76651,0.666,359.5
C,Cr6Cu6,1.851158471,hollow|A_A_B|HCP,L1_o,"['Cr', 'Cr', 'Cu']","[9, 10, 11]","['Cr', 'Cr', 'Cu', 'Cu', 'Cr', 'Cr', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.245,7.17,1.736427249,7.086466667,0.855666667,344.0333333
C,Cr6Cu6,1.996349844,hollow|A_A_B|FCC,L1_o,"['Cr', 'Cr', 'Cu']","[9, 10, 12]","['Cr', 'Cr', 'Cu', 'Cu', 'Cr', 'Cr', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.245,7.17,1.736427249,7.086466667,0.855666667,344.0333333
C,Cr6Cu6,2.705777016,hollow|A_B_B|HCP,L1_o,"['Cr', 'Cu', 'Cu']","[10, 11, 12]","['Cr', 'Cr', 'Cu', 'Cu', 'Cr', 'Cr', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.245,7.17,1.816373247,7.406423333,1.045333333,328.5666667
C,Cr6Cu6,2.539304572,hollow|A_B_B|FCC,L1_o,"['Cr', 'Cu', 'Cu']","[9, 11, 12]","['Cr', 'Cr', 'Cu', 'Cu', 'Cr', 'Cr', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.245,7.17,1.816373247,7.406423333,1.045333333,328.5666667
C,Cr6Fe6,1.798877103,bridge|A_B|A,L1_o,"['Cr', 'Fe']","[10, 12]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",2,288.825,7.16,1.74292857,7.33448905,0.4085,360.15
C,Cr6Fe6,1.866088949,bridge|A_B|B,L1_o,"['Cr', 'Fe']","[9, 12]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",2,288.825,7.16,1.74292857,7.33448905,0.4085,360.15
C,Cr6Fe6,1.828781189,hollow|A_A_B|HCP,L1_o,"['Cr', 'Cr', 'Fe']","[9, 10, 11]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.825,7.16,1.714835328,7.1451627,0.494333333,359.9333333
C,Cr6Fe6,1.732635343,hollow|A_A_B|FCC,L1_o,"['Cr', 'Cr', 'Fe']","[9, 10, 12]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.825,7.16,1.714835328,7.1451627,0.494333333,359.9333333
C,Cr6Fe6,1.611043451,hollow|A_B_B|HCP,L1_o,"['Cr', 'Fe', 'Fe']","[10, 11, 12]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.825,7.16,1.771482049,7.5238154,0.322666667,360.3666667
C,Cr6Fe6,1.743557312,hollow|A_B_B|FCC,L1_o,"['Cr', 'Fe', 'Fe']","[9, 11, 12]","['Cr', 'Cr', 'Fe', 'Fe', 'Cr', 'Cr', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.825,7.16,1.771482049,7.5238154,0.322666667,360.3666667
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o,"['Cr', 'Cr']","[9, 10]","['Cr', 'Cr', 'Hf', 'Hf', 'Cr', 'Cr', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,305.32,10.335,1.66,6.76651,0.666,359.5
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o,"['Cr', 'Cr']","[9, 10]","['Cr', 'Cr', 'Hf', 'Hf', 'Cr', 'Cr', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,305.32,10.335,1.66,6.76651,0.666,359.5
C,Cr6Hf6,-0.02759969,bridge|A_A|B,L1_o,"['Cr', 'Cr']","[9, 10]","['Cr', 'Cr', 'Hf', 'Hf', 'Cr', 'Cr', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,305.32,10.335,1.66,6.76651,0.666,359.5
C,Cr6Hf6,1.46501043,hollow|A_B_B|FCC,L1_o,"['Cr', 'Hf', 'Hf']","[10, 11, 12]","['Cr', 'Cr', 'Hf', 'Hf', 'Cr', 'Cr', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,305.32,10.335,1.410365246,6.80555,0.231333333,556.8333333
C,Cr6Hf6,1.46501043,hollow|A_B_B|FCC,L1_o,"['Cr', 'Hf', 'Hf']","[10, 11, 12]","['Cr', 'Cr', 'Hf', 'Hf', 'Cr', 'Cr', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,305.32,10.335,1.410365246,6.80555,0.231333333,556.8333333
