adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy
O,Ag6Nb6,-1.144779382,top|B,L1_o,['Nb'],[10],"['Nb', 'Nb', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,369.285,10.55,1.6,6.75885,0.916,716.8
O,Ag6Nb6,-1.91167414,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.285,10.55,1.93,7.576234,1.302,266.3
O,Ag6Nb6,-1.912962191,bridge|B_B|A,L1_o,"['Nb', 'Nb']","[9, 10]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.285,10.55,1.6,6.75885,0.916,716.8
O,Ag6Nb6,-1.104305033,top-tilt|A,L1_o,['Ag'],[12],"['Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[6, 7, 8, 9, 10, 11, 12]",1,369.285,10.55,1.93,7.576234,1.302,266.3
O,Ag6Ni6,0.203387543,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,380.465,8.43,1.91,7.639878,1.156,395.2
O,Ag6Ni6,1.214890465,hollow-tilt|A_A_B|FCC,L1_o,"['Ni', 'Ag', 'Ag']","[9, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.465,8.43,1.923310172,7.597448667,1.253333333,309.2666667
O,Ag6Pd6,2.66695712,top|B,L1_o,['Pd'],[10],"['Pd', 'Pd', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,398.8,9.415,2.2,8.336839,0.562,396.7
O,Ag6Pd6,1.684438676,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,398.8,9.415,2.2,8.336839,0.562,396.7
O,Ag6Pd6,2.103357386,hollow|A_A_B|HCP,L1_o,"['Pd', 'Ag', 'Ag']","[10, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.016101687,7.829769,1.055333333,309.7666667
O,Ag6Pd6,1.956787485,hollow|A_A_B|FCC,L1_o,"['Pd', 'Ag', 'Ag']","[9, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.016101687,7.829769,1.055333333,309.7666667
O,Ag6Pd6,1.581738015,hollow|A_B_B|HCP,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 11]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565,8.083304,0.808666667,353.2333333
O,Ag6Pd6,1.575832873,hollow|A_B_B|FCC,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565,8.083304,0.808666667,353.2333333
O,Ag6Pt6,2.310644049,top|B,L1_o,['Pt'],[11],"['Ag', 'Ag', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,400.475,9.68,2.28,8.95883,2.128,510
O,Ag6Pt6,2.078359785,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 11]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912,8.037099333,1.577333333,347.5333333
O,Ag6Pt6,1.845480135,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912,8.037099333,1.577333333,347.5333333
O,Ag6Pt6,1.267181493,hollow|A_B_B|HCP,L1_o,"['Ag', 'Pt', 'Pt']","[10, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.15679566,8.497964667,1.852666667,428.7666667
O,Ag6Pt6,1.338576953,hollow|A_B_B|FCC,L1_o,"['Ag', 'Pt', 'Pt']","[9, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.15679566,8.497964667,1.852666667,428.7666667
O,Ag6Re6,-0.496411289,top|B,L1_o,['Re'],[11],"['Ag', 'Ag', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 8, 9, 10, 11, 12]",1,342.315,9.565,1.9,7.83352,0.15,738
O,Ag6Re6,-1.01023283,bridge|B_B|B,L1_o,"['Re', 'Re']","[11, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,342.315,9.565,1.9,7.83352,0.15,738
O,Ag6Rh6,0.612177904,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.28,7.4589,1.137,516.7
O,Ag6Rh6,1.549536608,hollow|A_A_B|FCC,L1_o,"['Rh', 'Ag', 'Ag']","[9, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912,7.537122667,1.247,349.7666667
O,Ag6Rh6,0.523464711,hollow|A_B_B|FCC,L1_o,"['Rh', 'Rh', 'Ag']","[9, 10, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.15679566,7.498011333,1.192,433.2333333
O,Ag6Rh6,1.345236803,hollow-tilt|A_A_B|HCP,L1_o,"['Rh', 'Ag', 'Ag']","[10, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912,7.537122667,1.247,349.7666667
O,Ag6Ru6,0.274504087,bridge|B_B|B,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.56,9.22,2.2,7.3605,1.05,605.7
O,Ag6Ru6,0.082503011,hollow|A_B_B|FCC,L1_o,"['Ru', 'Ru', 'Ag']","[9, 10, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.56,9.22,2.106044565,7.432411333,1.134,492.5666667
O,Ag6Sc6,-3.026763317,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.715,12.635,1.93,7.576234,1.302,266.3
O,Ag6Sc6,-3.028793694,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.715,12.635,1.36,6.56149,0.188,334
O,Ag6Ta6,-2.283985328,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.33,10.56,1.93,7.576234,1.302,266.3
O,Ag6Ta6,-2.283868999,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.33,10.56,1.5,7.549571,0.322,771
O,Ag6Ta6,-1.323366606,top-tilt|B,L1_o,['Ta'],[11],"['Ag', 'Ag', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 8, 9, 10, 11, 12]",1,369.33,10.56,1.5,7.549571,0.322,771
O,Ag6Ti6,-2.648170789,bridge|B_B|A,L1_o,"['Ti', 'Ti']","[9, 10]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.805,10.455,1.54,6.82812,0.079,443.7
O,Ag6Ti6,-1.307117192,hollow-tilt|A_A_B|FCC,L1_o,"['Ti', 'Ag', 'Ag']","[9, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.805,10.455,1.790104755,7.326862667,0.894333333,325.4333333
O,Ag6V6,-1.107157603,top|B,L1_o,['V'],[10],"['V', 'V', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,355.765,9.295,1.63,6.746187,0.525,475.8
O,Ag6V6,-2.031020684,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8
O,Ag6V6,-2.036006218,bridge|B_B|A,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8
O,Ag6V6,-1.102376835,top-tilt|B,L1_o,['V'],[10],"['V', 'V', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,355.765,9.295,1.63,6.746187,0.525,475.8
O,Ag6W6,-1.156093331,top|A,L1_o,['Ag'],[9],"['Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[6, 7, 8, 9, 10, 11, 12]",1,362.525,9.87,1.93,7.576234,1.302,266.3
O,Ag6W6,-1.169014793,top|B,L1_o,['W'],[11],"['Ag', 'Ag', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,362.525,9.87,2.36,7.86403,0.81626,835
O,Ag6W6,-1.746280083,bridge|B_B|B,L1_o,"['W', 'W']","[11, 12]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,362.525,9.87,2.36,7.86403,0.81626,835
O,Ag6W6,-1.742035652,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,362.525,9.87,1.93,7.576234,1.302,266.3
O,Ag6W6,-1.757145997,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,362.525,9.87,2.36,7.86403,0.81626,835
O,Ag6Y6,1.879304702,top|A,L1_o,['Ag'],[9],"['Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[6, 7, 8, 9, 10, 11, 12]",1,386.635,15.075,1.93,7.576234,1.302,266.3
O,Ag6Y6,-0.433011894,top|B,L1_o,['Y'],[11],"['Ag', 'Ag', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,386.635,15.075,1.22,6.21726,0.307,391.4
O,Ag6Y6,-2.968361564,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.635,15.075,1.93,7.576234,1.302,266.3
O,Ag6Y6,-2.968642658,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Ag', 'Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.635,15.075,1.22,6.21726,0.307,391.4
O,Ag6Zn6,0.507622788,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.51,9.715,1.65,9.394197,0,126.35
O,Ag6Zr6,-2.650263344,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.865,12.145,1.93,7.576234,1.302,266.3
O,Ag6Zr6,-2.649893541,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.865,12.145,1.33,6.634126,0.426,601
O,Ag6Zr6,-1.279304028,bridge|A_B|A,L1_o,"['Zr', 'Ag']","[10, 11]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.865,12.145,1.602154799,7.10518,0.864,433.65
O,Ag6Zr6,-1.186021091,hollow-tilt|A_A_B|FCC,L1_o,"['Zr', 'Ag', 'Ag']","[9, 11, 12]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,365.865,12.145,1.704729277,7.262198,1.01,377.8666667
O,Au12,3.705461217,top|A,A1,['Au'],[9],"['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 8, 9, 10, 11, 12]",1,407.82,10.21,2.54,9.225554,2.30863,342.5
O,Au12,2.619231618,hollow|A_A_A|HCP,A1,"['Au', 'Au', 'Au']","[10, 11, 12]","['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,407.82,10.21,2.54,9.225554,2.30863,342.5
O,Au12,2.415031951,hollow|A_A_A|FCC,A1,"['Au', 'Au', 'Au']","[9, 10, 11]","['Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,407.82,10.21,2.54,9.225554,2.30863,342.5
O,Au6Cd6,1.696638083,hollow|A_A_B|HCP,L1_o,"['Cd', 'Au', 'Au']","[10, 11, 12]","['Cd', 'Cd', 'Au', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.88,11.605,2.217437457,9.148309333,1.539086667,263.7666667
O,Au6Cd6,1.688520519,hollow|A_A_B|FCC,L1_o,"['Cd', 'Au', 'Au']","[9, 11, 12]","['Cd', 'Cd', 'Au', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.88,11.605,2.217437457,9.148309333,1.539086667,263.7666667
O,Au6Cd6,1.460941784,hollow|A_B_B|HCP,L1_o,"['Cd', 'Cd', 'Au']","[9, 10, 11]","['Cd', 'Cd', 'Au', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.88,11.605,1.935838139,9.071064667,0.769543333,185.0333333
