LC,MV,EA,SE,DBC,DBF,DOS,CN,GCN
0.11120092251921085,0.20958207827282238,-1.1860605058733447,-2.030795655529683,-3.494293726407644,1.8698082482954088,-1.2469388743468006,0.28371961590338163,0.900962494490616
-1.2049148302672776,-0.40624939557159856,-1.5781762809438054,-2.5621241212825354,-4.25841022857179,1.961935496193906,-1.9524777573822272,-2.249751056874889,0.900962494490616
0.34087820249649325,-1.2843794601275327,0.951737954653164,-1.07982731356768,-0.0899803593881517,-1.047313330774771,-1.178160095273151,0.28371961590338163,0.900962494490616
1.0119665049301152,-0.3169158175756488,1.329759888697961,-0.8555270882856936,-1.0030526939935978,1.5575712594452817,0.819642218521105,0.28371961590338163,0.900962494490616
-0.36695162910016177,-1.0467901569468148,0.4703146720933385,-0.14939674943499662,0.09511549199620999,-1.0840840891495642,0.713055221711063,0.28371961590338163,0.900962494490616
0.9471134336865306,-0.4328593975278391,2.8760356550879123,0.09382592283579662,-0.27726813858121563,1.428961175123086,-0.8559858143492133,0.28371961590338163,0.900962494490616
-0.11736556704151482,0.2361920802290629,-0.9041836853600587,1.9006888487184626,1.4356525416823622,-1.12679624396738,2.748933896629912,-2.249751056874889,0.900962494490616
0.043357261692588474,-0.813002282616988,1.4966532933186913,-0.2504703077410769,-0.36126818387441423,-0.9325355102725131,-0.5609074228030231,0.28371961590338163,0.900962494490616
0.8015144437009312,-0.6495408420286541,1.695083411521608,0.619962253744159,-0.46978617658571764,0.9640932400995147,0.2820147251773717,0.28371961590338163,-1.2189781791684868
-0.8856053082155275,-0.06602151341681045,-0.19251448505423915,-0.7286082365314859,0.4783600567060282,-1.3870739986266152,-0.8740854930528053,-0.9830157204857538,0.2402476512002018
0.31464645958242177,-0.36633439263723777,0.7651899212357313,-0.45054057041544093,-0.08634655079319532,0.14638214514281975,1.1467771521267676,0.28371961590338163,0.900962494490616
-0.11155527870875566,1.0211871379381552,-0.16879217837737925,0.6421153624139851,0.7474450072546182,-0.1874052943449504,1.6254131000662009,0.28371961590338163,-1.2189781791684868
0.06095901752418034,0.017609921302802558,-0.6969623593886584,0.31097254010982056,0.22730412568889408,-0.0521696146615156,-0.47951249731449946,0.28371961590338163,0.900962494490616
0.26995850667017507,-0.461370113909525,-0.2244279646836402,0.32089528670151063,-0.3793272503023476,0.9856820928229277,-0.5371633257777925,0.28371961590338163,-1.2189781791684868
-0.24262854786245805,0.7455835462485224,-0.7939447308028821,-0.427695177099683,0.7943735751859001,-0.6862050031715815,1.0636527017843453,0.28371961590338163,0.900962494490616
-0.41685175242855876,0.19627707729470212,-1.0737284066093864,1.1454063000065893,0.9630553239788222,-0.7482516361186551,0.4134049853960397,0.28371961590338163,0.900962494490616
-0.12890069829037407,-0.4195543965497188,1.3912983430773467,-0.7914907585369785,-1.475367752101921,1.6800102667800505,-1.7699525530335594,0.28371961590338163,0.900962494490616
-0.12249229204100794,-0.708462989217472,-0.06134408342924432,-0.20824094433922136,-0.15857011557055944,1.1274134695039755,0.33162125199462406,0.28371961590338163,0.900962494490616
-0.4516280370084528,1.247372154566199,-1.2809497325807866,-1.559349811649953,-3.550919212442277,1.151655819688893,0.058114996029233534,0.28371961590338163,-1.2189781791684868
-0.4517134824251109,-0.4518665417822968,-0.9041836853600587,1.9006888487184626,0.9635718885507879,-0.809311005196449,-0.30521929498361333,-0.9830157204857538,0.2402476512002018
-0.66096930782108,0.3768449477120484,0.724282896516199,1.139175738193201,0.31167170205277306,0.9256506148896629,-1.3330129019594381,-2.249751056874889,0.900962494490616
-0.6486651678222966,-0.2846036723430708,-1.10163700269981,-0.29108434030242664,0.9315433462595615,-0.4647471370308112,1.6924489471165416,0.28371961590338163,-1.2189781791684868
