Adsorption Energy, d-Band Center and Width, Surface
-2.864514624,1.1180075795,Hf6Pt6
-2.558963845,0.9063574119999999,Pt6Zr6
-2.123916947,0.7818754784999999,La6Pt6
-1.946600359,1.2203100705,Pt6Ta6
-1.926026512,-0.05010756500000002,Pt6Sc6
-1.907761551,1.4456741789999998,Pt6Y6
-1.705604234,0.18812560550000001,Nb6Pt6
-1.624789554,-0.03358623399999994,Pt6V6
-1.399855221,0.05914076900000009,Pt6W6
-1.234992602,-0.051089496999999984,Mo6Pt6
-1.173692702,-0.17111577550000012,Cr6Pt6
-0.650947187,-0.059782162999999944,Pt6Re6
-0.452070339,-0.1561264309999999,Pt6Tc6
0.140297541,-0.31937663650000014,Os6Pt6
0.214804895,-0.3653460525000001,Pt6Ru6
0.231125875,-1.3516949065,Fe6Pt6
0.425774074,-1.1854802640000002,Co6Pt6
0.634917914,-1.090264812,Ni6Pt6
0.720528056,-0.553257259,Pt6Rh6
0.725065691,-1.1456222560000002,Ir6Pt6
1.023988185,-3.9795738775,Pt6Zn6
1.170693735,-1.274839274,Cu6Pt6
1.267181493,-1.4761976060000002,Ag6Pt6
1.272994797,-1.091057787,Pd6Pt6
1.417018665,-1.1936181694999997,Pt12
1.4217012,-4.56608149,Cd6Pt6
1.678456389,-1.30235118,Au6Pt6
1.94565177,-0.7845962224999999,Mn6Pt6
2.002607237,-3.5766873785000004,Hg6Pt6
