Adsorption Energy, d-Band Center and Width, Surface
-1.019672595,2.8945189995000002,Ta12
-1.01043746,1.1805529885,Ti12
-1.003077461,1.3709278875000002,Sc12
-0.996874898,1.8331257905,Hf12
-0.99566059,1.14146098,V12
-0.992339168,1.2908155085,Zr12
-0.989087,1.2488817254999998,Mo12
-0.970131958,1.470927386,Y12
-0.943553103,1.2686081495000003,Nb12
-0.879511383,1.5265849795,W12
-0.878578305,1.0170385845,Cr12
-0.687573846,1.2786358830000002,La12
-0.559478978,0.788683748,Tc12
-0.511985045,1.214433245,Re12
-0.448717897,-0.7531394985000001,Co12
-0.411165643,0.45500312249999975,Ru12
-0.324119827,-1.2237984775000001,Ir12
-0.312314032,-1.1936776980000001,Pt12
-0.289728039,-0.9483044424999999,Pd12
-0.284275014,-0.09643262000000008,Rh12
-0.258513453,0.7783577355,Os12
-0.053560439,-1.8240804069999998,Cu12
0.322403197,-2.536161554,Au12
0.338155323,-3.47273826,Ag12
0.552737221,-6.904137429,Zn12
0.825439234,-8.3809963115,Cd12
