Adsorption Energy, d-Band Center and Width, Surface
-0.900437073,1.437836745,Cu6Hf6
-0.800465306,-0.05910358300000018,Cu6Zr6
-0.75827011,-0.049889344500000155,Cu6Ti6
-0.754445142,2.299744706,Cu6Ta6
-0.746565813,1.300030773,Cu6W6
-0.708506339,1.0768235855,Cu6Sc6
-0.704130749,1.3822349545000001,Cu6Y6
-0.693316401,0.12862150699999986,Cu6Nb6
-0.659828031,0.05231231749999998,Cu6V6
-0.637616739,0.16184770300000006,Cu6Mo6
-0.635279145,-1.7321457400000002,Cu6Re6
-0.632293103,0.048542895500000016,Cr6Cu6
-0.481917418,0.7107564835000001,Cu6Tc6
-0.441825798,-0.5713760859999999,Cu6La6
-0.406855632,-1.2297457975000001,Cu6Fe6
-0.381685238,-0.7875900920000001,Cu6Ir6
-0.337988381,-0.9824037049999998,Cu6Ni6
-0.334694171,0.29875636399999994,Cu6Os6
-0.327433902,-1.1926456665,Co6Cu6
-0.321869038,-0.6249816205000001,Cu6Rh6
-0.309796707,-1.0766580669999999,Cu6Pt6
-0.277813263,0.09345013099999999,Cu6Ru6
-0.22658484,-0.9420298735,Cu6Pd6
-0.053560439,-1.8240804069999998,Cu12
0.051979866,-2.1458232629999996,Ag6Cu6
0.151851087,-1.8260545804999997,Cu6Hg6
0.159172174,-3.0122663480000003,Cu6Zn6
0.164787243,-1.9096500635,Au6Cu6
0.171934721,-2.0290127405,Cd6Cu6
1.231930641,-1.10902067,Cu6Mn6
