Adsorption Energy, d-Band Center and Width, Surface
-3.751788326,1.3706565035,Sc12
-3.730901957,1.8331257905,Hf12
-3.724476805,1.3941306224999999,Sc6Y6
-3.695666616,1.6644397905,Hf6Sc6
-3.692015392,1.6328603585,Hf6Y6
-3.6918909,1.3709278875000002,Sc12
-3.685153226,1.496040994,Sc6Y6
-3.675933873,1.3936119489999998,Sc6Y6
-3.660853324,1.6794798389999999,Hf6Sc6
-3.648769292,1.4706320019999999,Y12
-3.62765802,1.470927386,Y12
-3.625250493,1.4958779075000002,Sc6Y6
-3.60980572,1.6328253339999999,Hf6Y6
-3.60323213,1.5689387549999998,Hf6Zr6
-3.571118343,1.6346775355,Hf6Ti6
-3.567035003,1.6644007379999999,Hf6Sc6
-3.549843803,1.7498536455,Hf6Y6
-3.539837089,1.2421994595,Sc6Ti6
-3.538077601,1.431274257,Sc6Zr6
-3.529919219,1.4054758205,Sc6Ti6
-3.511154657,1.2422134109999998,Sc6Ti6
-3.492598262,1.494193284,Hf6Ti6
-3.487094488,1.6794942654999998,Hf6Sc6
-3.482477668,1.5067283210000002,Hf6Zr6
-3.47983762,1.3328509865,Ti6Y6
-3.472570548,1.405520138,Sc6Ti6
-3.471255149,1.332863257,Ti6Y6
-3.464401282,1.3483830035,Sc6Zr6
-3.462855403,2.4411968135000004,Hf6Ta6
-3.459214656,1.3806029375,Y6Zr6
-3.455084921,1.180560866,Ti12
-3.438166515,1.3447348925,La6Sc6
-3.437227858,1.5485601195000003,Y6Zr6
-3.435192719,1.7497884765,Hf6Y6
-3.432626413,1.5157707069999997,Hf6La6
-3.425847785,1.2905843575000002,Zr12
-3.414582408,1.3849151745000001,La6Y6
-3.410983295,1.3452208925,La6Sc6
-3.393847878,1.5585622199999998,Ti6Y6
-3.387287758,1.4312020565,Sc6Zr6
-3.38618937,1.2321945159999999,Ti6Zr6
-3.37854991,1.5584673575,Ti6Y6
-3.372638373,1.3850708975,La6Y6
-3.363343917,2.219116885,Sc6Ta6
-3.36248254,1.6713135515000002,Hf6Nb6
-3.359037715,1.287654866,Ti6Zr6
-3.355785139,1.9739127279999997,Ta6Ti6
-3.353975037,1.3804909264999998,Y6Zr6
-3.351034031,1.5157063140000002,Hf6La6
-3.338599925,1.3486497325000002,Sc6Zr6
-3.334945028,1.5486109455000001,Y6Zr6
-3.325056547,1.8334240135,Hf12
-3.310631521,1.6347862775,Hf6Ti6
-3.305360404,0.14102628750000012,Cr6Mn6
-3.305107202,0.14107029199999999,Cr6Mn6
-3.276201093,1.5689675275,Hf6Zr6
-3.260459443,2.894891372,Ta12
-3.25582031,1.4541505620000001,Nb6Sc6
-3.254056741,1.1805529885,Ti12
-3.247818395,1.7932863209999998,Hf6V6
-3.240632821,1.7236455199999998,La6Mo6
-3.230985841,1.141165849,V12
-3.224155103,1.3209829025,Nb6Ti6
-3.219845636,1.3445024605,La6Zr6
-3.217354162,2.2196083759999996,Sc6Ta6
-3.208321207,1.358040215,La6Y6
-3.195834856,1.176274763,Hf6Pd6
-3.19313535,1.4941739330000001,Hf6Ti6
-3.192500236,1.5381585459999998,Sc6V6
-3.187558377,1.3766696285000002,La6Sc6
-3.187125988,1.437836745,Cu6Hf6
-3.186677545,-2.4172401894999997,Cu6Hf6
-3.178272901,1.3764140884999998,La6Sc6
-3.177930173,2.2576325895,Hf6Ta6
-3.171289915,1.3579163435,La6Y6
-3.169286613,1.5383974215,Sc6V6
-3.167489573,1.14146098,V12
-3.164716461,1.5067048975,Hf6Zr6
-3.164533193,2.354585579,Ta6Y6
-3.163671816,1.3178276594999998,Ti6V6
-3.156539032,1.2878633215,Ti6Zr6
-3.144002203,1.4541794995,Nb6Sc6
-3.135682731,1.2908155085,Zr12
-3.134630603,1.2321818864999998,Ti6Zr6
-3.134557948,1.9739822665000002,Ta6Ti6
-3.126384057,2.181356898,Ta6Zr6
-3.12278331,2.4411950520000003,Hf6Ta6
-3.120562045,1.6711930439999998,Hf6Nb6
-3.110507983,1.0351146290000002,V6Zr6
-3.103175331,1.6140610895000003,Hf6V6
-3.103085534,1.9032453585,Ta6Ti6
-3.102176266,1.948121135,Hf6V6
-3.098235241,2.1112840295,Ta6Y6
-3.093569849,-0.13284021950000002,Cr6Mn6
-3.091792946,1.1126454855,La6Ti6
-3.080081574,1.3443068875,La6Zr6
-3.065540491,1.3209507944999999,Nb6Ti6
-3.061667359,0.4047248940000001,Cr6Mn6
-3.061108165,1.236284344,Sc6V6
-3.057821302,1.732629631,Cd6Hf6
-3.053665443,1.318273759,Ti6V6
-3.049899524,1.2363351015,Sc6V6
-3.045892647,1.6142500885,Hf6V6
-3.044131118,2.3545271380000004,Ta6Y6
-3.040309688,2.8945189995000002,Ta12
-3.039326268,2.097073415,Ta6Zr6
-3.028793694,0.969391004,Ag6Sc6
-3.026763317,-4.2225456195,Ag6Sc6
-3.022896715,1.5416328545,Au6Hf6
-3.019521279,1.6398062675,Nb6Y6
-3.016796875,1.997751821,Sc6Ta6
-3.015458211,1.579691562,Hf6La6
