Adsorption Energy, d-Band Center and Width, Surface
-3.751788326,1.3706565035,Sc12
-3.730901957,1.8331257905,Hf12
-3.724476805,1.3941306224999999,Sc6Y6
-3.695666616,1.6644397905,Hf6Sc6
-3.692015392,1.6328603585,Hf6Y6
-3.648769292,1.4706320019999999,Y12
-3.60323213,1.5689387549999998,Hf6Zr6
-3.571118343,1.6346775355,Hf6Ti6
-3.539837089,1.2421994595,Sc6Ti6
-3.538077601,1.431274257,Sc6Zr6
-3.47983762,1.3328509865,Ti6Y6
-3.462855403,2.4411968135000004,Hf6Ta6
-3.459214656,1.3806029375,Y6Zr6
-3.455084921,1.180560866,Ti12
-3.438166515,1.3447348925,La6Sc6
-3.432626413,1.5157707069999997,Hf6La6
-3.425847785,1.2905843575000002,Zr12
-3.414582408,1.3849151745000001,La6Y6
-3.38618937,1.2321945159999999,Ti6Zr6
-3.363343917,2.219116885,Sc6Ta6
-3.36248254,1.6713135515000002,Hf6Nb6
-3.355785139,1.9739127279999997,Ta6Ti6
-3.305360404,0.14102628750000012,Cr6Mn6
-3.260459443,2.894891372,Ta12
-3.25582031,1.4541505620000001,Nb6Sc6
-3.247818395,1.7932863209999998,Hf6V6
-3.240632821,1.7236455199999998,La6Mo6
-3.230985841,1.141165849,V12
-3.224155103,1.3209829025,Nb6Ti6
-3.219845636,1.3445024605,La6Zr6
-3.195834856,1.176274763,Hf6Pd6
-3.192500236,1.5381585459999998,Sc6V6
-3.187125988,1.437836745,Cu6Hf6
-3.164533193,2.354585579,Ta6Y6
-3.163671816,1.3178276594999998,Ti6V6
-3.126384057,2.181356898,Ta6Zr6
-3.110507983,1.0351146290000002,V6Zr6
-3.091792946,1.1126454855,La6Ti6
-3.057821302,1.732629631,Cd6Hf6
-3.028793694,0.969391004,Ag6Sc6
-3.022896715,1.5416328545,Au6Hf6
-3.019521279,1.6398062675,Nb6Y6
-3.007561876,1.6286286545,La6Ta6
-3.004750532,1.2784965505,La12
-3.000117657,1.4580862260000003,Nb6Zr6
-2.997226176,1.7583507555,Ag6Hf6
-2.982999248,1.2686081495000003,Nb12
-2.971840404,1.0615818835000002,Cd6Sc6
-2.968642658,1.2775248015,Ag6Y6
-2.937190244,-6.056950984499999,Hf6Hg6
-2.919939587,1.4459714505,Hf6Zn6
-2.912099171,0.8139630370000001,Ag6La6
-2.907355819,0.9521345305,La6V6
-2.895954793,1.168453181,Cu6Zr6
-2.890881639,1.8503751085000002,Hf6W6
-2.876734848,0.660258792,Hf6Ni6
-2.872876002,1.6186405674999997,Mo6Y6
-2.864514624,1.1180075795,Hf6Pt6
-2.860115632,1.0900940854999999,Hg6Sc6
-2.832789824,1.5934436330000001,Sc6W6
-2.8302076,1.405921009,Cd6Y6
-2.829773578,2.1829184155,Nb6Ta6
-2.824138372,1.4798752385,Ti6W6
-2.817946014,1.0284466045,Pd6Zr6
-2.806712202,0.805643896,Hg6La6
-2.802555663,1.4260508445000002,Nb6W6
-2.799056688,0.8086141925,Cd6La6
-2.795575127,1.3958076925,Hg6Y6
-2.791306205,2.1190477915,Cr6Hf6
-2.769421994,1.5205220814999998,Cr6Sc6
-2.76353277,1.4501056329999997,Mo6Sc6
-2.760608091,1.3336449690000003,Mo6Ti6
-2.749947759,1.1050424665,La6Nb6
-2.746558989,0.30407201399999995,Mn6Y6
-2.739338449,1.09853985,Cd6Ti6
-2.738200741,1.4473234575,Cd6Zr6
-2.731684567,1.2855208215,Nb6V6
-2.712926807,1.5657454269999997,Hf6Rh6
-2.71239741,2.2595617470000002,Ta6V6
-2.710444857,-3.7950384894999996,Sc6Zn6
-2.702924719,1.2503594810000003,Co6Hf6
-2.702380491,-0.4609168185,Fe6Y6
-2.688223361,-0.31283995050000013,Cu6Sc6
-2.686555303,1.6867319630000002,Cr6Zr6
-2.672127555,0.828500632,Cr6Ti6
-2.668980694,1.0183700084999998,Au6Sc6
-2.668131563,1.337121872,Au6Y6
-2.66456143,1.2048637165,Zn6Zr6
-2.650263344,-3.7008088445,Ag6Zr6
-2.648170789,1.1110810285,Ag6Ti6
-2.648103713,0.5180315425,Ni6Zr6
-2.642799261,0.8825317380000001,Au6La6
-2.631312928,-6.0384475495,Hg6Zr6
-2.61585142,1.393383016,Au6Zr6
-2.615374132,0.5625941255000001,Fe6Ta6
-2.612119242,1.5907178799999997,W6Zr6
-2.607715216,1.1323998855,Ti6Zn6
-2.582540468,1.3822349545000001,Cu6Y6
-2.581060305,-1.2790824155,Y6Zn6
-2.579698239,1.091665824,Hg6Ti6
-2.576433689,0.09665529149999996,Fe6Hf6
-2.562502277,0.8013784495,Mn6Zr6
-2.562427446,1.2073598090000002,Rh6Zr6
-2.558963845,0.9063574119999999,Pt6Zr6
-2.552319913,2.3252076114999998,Cr6Ta6
-2.547424041,0.8482004270000001,La6Zn6
-2.535144496,0.66402692,Co6Ti6
-2.529402486,1.479093458,Mn6Ta6
-2.527907356,0.8979281455000001,Cu6La6
-2.509730016,-0.049889344500000155,Cu6Ti6
-2.500851622,1.0169743145,Cr12
