Metal,D-Band Center,D-Band Width,D-Band Filling,Adsorption Site,DOS at Fermi Energy
Nb2Pt2,-2.321693574,3.317965799,0.813130767,hollow|A_B_B|HCP,9.074
Nb2Pt2,-0.731768979,3.694285292,0.532301526,top|A,9.074
Nb2Re2,-0.909362121,5.481316748,0.556174572,bridge|A_A|B,10.41
Nb2Re2,-1.519957018,4.645874676,0.74224365,bridge|B_B|A,10.41
Nb2Re2,-1.127956942,5.205881804,0.622787792,hollow|A_A_B|FCC,10.41
Nb2Re2,-1.128067322,5.205884565,0.622808289,hollow|A_A_B|HCP,10.41
Nb2Re2,-1.330953321,4.927868958,0.684641158,hollow|A_B_B|HCP,10.41
Nb2Re2,-0.909547796,5.481476642,0.556204626,top|A,10.41
Nb2Re2,-1.52016985,4.64590968,0.742277377,top|B,10.41
Os2Pt2,-1.688285324,3.579323496,0.70009566,bridge|A_A|B,15.06
Os2Pt2,-2.948011556,3.464965674,0.892680291,bridge|B_B|A,15.06
Os2Pt2,-2.114763002,3.590772731,0.765300188,hollow|A_A_B|FCC,15.06
Os2Pt2,-2.114768205,3.590771074,0.765300544,hollow|A_A_B|HCP,15.06
Os2Pt2,-2.534712085,3.552562045,0.82950599,hollow|A_B_B|FCC,15.06
Os2Pt2,-2.534488252,3.552507477,0.829456189,hollow|A_B_B|HCP,15.06
Os2Pt2,-1.688657118,3.579392461,0.700176982,top|A,15.06
Pt2Au2,-3.038843373,1.48982722,0.9714291,bridge|A_A|B,9.496
Pt2Au2,-1.754892925,1.735342099,0.912219031,bridge|B_B|A,9.496
Pt2Au2,-2.612593098,1.68762955,0.951768179,hollow|A_A_B|FCC,9.496
Pt2Au2,-2.612607692,1.687598606,0.951770276,hollow|A_A_B|HCP,9.496
Pt2Au2,-2.184613883,1.764525406,0.932030068,hollow|A_B_B|FCC,9.496
Pt2Au2,-2.184600858,1.764520137,0.932029548,hollow|A_B_B|HCP,9.496
Pt2Au2,-3.03887774,1.489820957,0.971429206,top|A,9.496
Pt2Au2,-1.754895718,1.735311388,0.912214939,top|B,9.496
Pt2Hg2,-1.794974113,1.674630912,0.925332071,bridge|B_B|A,6.389
Pt2Hg2,-4.852777802,2.552180847,0.971176879,hollow|A_A_B|FCC,6.389
Pt2Hg2,-1.794970092,1.674636958,0.925330745,top|B,6.389
Re2Au2,-2.752556316,3.375687765,0.85898788,hollow|A_A_B|FCC,16.22
Re2Au2,-1.036553448,4.304074834,0.625255124,top|B,16.22
Re2Os2,-1.536190462,5.795442935,0.650561276,bridge|B_B|A,18.26
Re2Os2,-1.774420126,5.39073869,0.712634582,hollow|A_A_B|FCC,18.26
Re2Os2,-1.774366096,5.390710864,0.712627049,hollow|A_A_B|HCP,18.26
Re2Os2,-1.656601404,5.596038423,0.681927369,hollow|A_B_B|FCC,18.26
Re2Os2,-1.656603014,5.59604837,0.681926917,hollow|A_B_B|HCP,18.26
Re2Pt2,-1.353801303,3.919315356,0.635167301,bridge|B_B|A,13.24
Re2Pt2,-2.597768328,3.704468172,0.812812553,hollow|A_A_B|FCC,13.24
Re2Pt2,-2.597912774,3.704323471,0.812839378,hollow|A_A_B|HCP,13.24
Re2Pt2,-1.990442793,3.861373067,0.726083194,hollow|A_B_B|FCC,13.24
Re2Pt2,-1.990463705,3.861363084,0.726087103,hollow|A_B_B|HCP,13.24
Re2Pt2,-1.35397956,3.919395979,0.635198332,top|B,13.24
Rh2Pt2,-2.408347601,2.907807129,0.895022778,bridge|A_A|B,23.34
Rh2Pt2,-1.996450458,2.698460187,0.851868455,bridge|A_B|A,23.34
Rh2Pt2,-1.58127887,2.399356716,0.808360138,bridge|B_B|A,23.34
Rh2Pt2,-2.134090963,2.776931073,0.866293153,hollow|A_A_B|FCC,23.34
Rh2Pt2,-2.13398805,2.776938012,0.866273023,hollow|A_A_B|HCP,23.34
Rh2Pt2,-1.85833638,2.610158242,0.837387123,hollow|A_B_B|FCC,23.34
Rh2Pt2,-1.85834284,2.610147509,0.83738794,hollow|A_B_B|HCP,23.34
Rh2Re2,-1.308250521,5.398968771,0.622036879,bridge|A_A|B,13.37
Rh2Re2,-2.13280652,3.858168337,0.827149057,bridge|B_B|A,13.37
Rh2Re2,-1.587380367,4.947148476,0.691477604,hollow|A_A_B|FCC,13.37
Rh2Re2,-1.587454079,4.947134231,0.691486888,hollow|A_A_B|HCP,13.37
Rh2Re2,-1.862279375,4.44026535,0.759851722,hollow|A_B_B|FCC,13.37
Rh2Re2,-1.862259019,4.440277825,0.759848698,hollow|A_B_B|HCP,13.37
Rh2Re2,-1.308316176,5.399059313,0.622046271,top|A,13.37
Ru2Pt2,-2.756338166,3.126149565,0.895337835,bridge|A_A|B,18.15
Ru2Pt2,-1.426195089,2.859392599,0.71728104,bridge|B_B|A,18.15
Ru2Pt2,-2.317838352,3.104404084,0.836643869,hollow|A_A_B|FCC,18.15
Ru2Pt2,-2.317771231,3.104331971,0.836629247,hollow|A_A_B|HCP,18.15
Ru2Pt2,-1.874432401,3.018172697,0.777284942,hollow|A_B_B|FCC,18.15
Ru2Pt2,-1.874434062,3.018167891,0.777285174,hollow|A_B_B|HCP,18.15
Ru2Re2,-1.475443374,5.524033852,0.642010959,bridge|A_A|B,16.67
Ru2Re2,-1.562807422,4.944795889,0.699653081,bridge|A_B|A,16.67
Ru2Re2,-1.562807904,4.944778812,0.699653825,bridge|A_B|B,16.67
Ru2Re2,-1.647090907,4.311000121,0.755288248,bridge|B_B|A,16.67
Ru2Re2,-1.53405987,5.143160734,0.680671309,hollow|A_A_B|FCC,16.67
Ru2Re2,-1.534045079,5.143097323,0.680670722,hollow|A_A_B|HCP,16.67
Ru2Re2,-1.591183098,4.740709314,0.718412721,hollow|A_B_B|FCC,16.67
Ru2Re2,-1.591190589,4.740683886,0.718414203,hollow|A_B_B|HCP,16.67
Sc2Pt2,-1.960569417,2.767379629,0.721782927,4fold|A_A_B_B,10.93
Sc2Pt2,-3.012453037,2.303461127,0.950934415,bridge|A_A|B,10.93
Sc2Pt2,-0.082294516,2.521080308,0.312601334,bridge|B_B|A,10.93
Sc2Pt2,-2.371474702,2.646299011,0.81129781,hollow|A_A_B|HCP,10.93
Sc2Pt2,-1.464282572,2.828510907,0.613665677,hollow|A_B_B|FCC,10.93
Sc2Pt2,-1.464360081,2.828505032,0.613681801,hollow|A_B_B|HCP,10.93
Sc2Pt2,-0.082460145,2.521165102,0.312637884,top|B,10.93
Sc2Re2,-1.691700884,4.469457159,0.782102702,bridge|A_A|B,17.9
Sc2Re2,-0.399929356,5.321754581,0.374274271,bridge|B_B|A,17.9
Sc2Re2,-1.375616757,4.725301737,0.682299121,hollow|A_A_B|FCC,17.9
Sc2Re2,-1.375295355,4.725173448,0.682223947,hollow|A_A_B|HCP,17.9
Sc2Re2,-0.962269287,5.009569559,0.551832864,hollow|A_B_B|FCC,17.9
Sc2Re2,-0.962437243,5.009724096,0.55186586,hollow|A_B_B|HCP,17.9
Sc2Ti2,-0.362031577,2.900219073,0.543782409,bridge|B_B|A,25.83
Sc2Ti2,-0.449790111,3.710531863,0.514548843,hollow|A_A_B|FCC,25.83
Sc2Ti2,-0.449778284,3.710596844,0.514532615,hollow|A_A_B|HCP,25.83
Sc2Ti2,-0.401170549,3.286740017,0.530742551,hollow|A_B_B|FCC,25.83
Sc2Ti2,-0.401129143,3.286685108,0.530718288,hollow|A_B_B|HCP,25.83
Ti2Ag2,-4.559950618,1.362462453,0.986970322,bridge|A_A|B,26.85
Ti2Ag2,-0.07551561,2.373193277,0.425691403,bridge|B_B|A,26.85
Ti2Ag2,-3.417338499,2.576210321,0.843953617,hollow|A_A_B|FCC,26.85
Ti2Ag2,-3.41737331,2.576197575,0.843958054,hollow|A_A_B|HCP,26.85
Ti2Ag2,-1.969607835,2.990582227,0.662753162,hollow|A_B_B|FCC,26.85
Ti2Ag2,-1.969583907,2.990578726,0.66275032,hollow|A_B_B|HCP,26.85
Ti2Au2,-4.334751322,1.979963349,0.977476065,bridge|A_A|B,27.63
Ti2Au2,-0.175260413,2.475702816,0.422138014,bridge|B_B|A,27.63
Ti2Au2,-3.265644268,2.791398232,0.83473908,hollow|A_A_B|FCC,27.63
Ti2Au2,-3.265614009,2.7913778,0.834735369,hollow|A_A_B|HCP,27.63
Ti2Au2,-1.920147906,3.068450967,0.655105325,hollow|A_B_B|FCC,27.63
Ti2Au2,-1.920210337,3.068472642,0.655110718,hollow|A_B_B|HCP,27.63
Ti2Au2,-0.175276738,2.475625579,0.422142496,top|B,27.63
Ti2Cd2,0.006545481,2.183988738,0.413848732,bridge|B_B|A,17.08
Ti2Cd2,-6.367322007,4.01317481,0.847478854,hollow|A_A_B|FCC,17.08
Ti2Cd2,-6.366764715,4.013718637,0.84737728,hollow|A_A_B|HCP,17.08
Ti2Cd2,-3.594825174,4.600011043,0.658834015,hollow|A_B_B|HCP,17.08
Ti2Cr2,-0.523392455,3.779802405,0.614955853,4fold|A_A_B_B,19.77
Ti2Cr2,-0.552289771,2.761580806,0.660311199,bridge|A_A|B,19.77
Ti2Cr2,-0.482818941,4.860992313,0.55131462,bridge|B_B|A,19.77
Ti2Cr2,-0.534293359,3.439680828,0.63174523,hollow|A_A_B|FCC,19.77
Ti2Cr2,-0.533779074,3.439540451,0.631614766,hollow|A_A_B|HCP,19.77
Ti2Cr2,-0.51117857,4.126768075,0.596187725,hollow|A_B_B|FCC,19.77
Ti2Cr2,-0.511729952,4.127066414,0.596325897,hollow|A_B_B|HCP,19.77
Ti2Cr2,-0.481849628,4.860266156,0.551094359,top|B,19.77
Ti2Cu2,-2.982810893,1.258449195,0.977143021,bridge|A_A|B,15.41
Ti2Cu2,-0.083770492,2.45232833,0.414190901,bridge|B_B|A,15.41
Ti2Cu2,-2.234283936,2.08266819,0.831797362,hollow|A_A_B|FCC,15.41
Ti2Cu2,-2.234205739,2.082592458,0.831765929,hollow|A_A_B|HCP,15.41
Ti2Cu2,-1.295565693,2.491301715,0.649505529,hollow|A_B_B|FCC,15.41
Ti2Cu2,-1.29553727,2.491295851,0.649501543,hollow|A_B_B|HCP,15.41
Ti2Hg2,-0.068991497,2.321314642,0.417618263,bridge|B_B|A,18.18
Ti2Hg2,-5.202273732,3.47658092,0.846139751,hollow|A_A_B|FCC,18.18
Ti2Hg2,-5.200524209,3.477862909,0.845913014,hollow|A_A_B|HCP,18.18
Ti2Hg2,-0.068161035,2.321090207,0.417390071,top|B,18.18
Ti2Mo2,-1.338621097,4.168554496,0.734212795,bridge|A_A|B,17.94
Ti2Mo2,-1.024939531,4.11630404,0.654055218,hollow|A_A_B|FCC,17.94
Ti2Mo2,-1.025040132,4.116402717,0.654080607,hollow|A_A_B|HCP,17.94
Ti2Mo2,-0.681689841,4.03066962,0.566339091,hollow|A_B_B|FCC,17.94
Ti2Mo2,-0.681549482,4.03059897,0.566300044,hollow|A_B_B|HCP,17.94
Ti2Nb2,-0.308861484,3.444728941,0.477325408,bridge|B_B|A,10.33
Ti2Nb2,-0.896732085,4.191512117,0.633491903,hollow|A_A_B|FCC,10.33
Ti2Nb2,-0.896508713,4.191397446,0.633438003,hollow|A_A_B|HCP,10.33
Ti2Nb2,-0.602829778,3.847625361,0.555420117,hollow|A_B_B|FCC,10.33
Ti2Nb2,-0.602833936,3.847569461,0.555426495,hollow|A_B_B|HCP,10.33
Ti2Os2,-1.090711515,4.420235319,0.647403864,4fold|A_A_B_B,7.852
Ti2Os2,-1.783270899,3.867735268,0.841280251,bridge|A_A|B,7.852
Ti2Os2,-0.241821871,4.8829367,0.409757053,bridge|B_B|A,7.852
Ti2Os2,-1.336728315,4.245234862,0.716270505,hollow|A_A_B|FCC,7.852
Ti2Os2,-1.336663946,4.245238742,0.716257204,hollow|A_A_B|HCP,7.852
Ti2Os2,-0.827545364,4.585464869,0.573731992,hollow|A_B_B|FCC,7.852
Ti2Os2,-0.827582923,4.585450668,0.573740521,hollow|A_B_B|HCP,7.852
Ti2Os2,-0.241905363,4.882935398,0.409769796,top|B,7.852
Ti2Pt2,-2.4230106,2.860224988,0.802714723,hollow|A_A_B|FCC,24.61
Ti2Pt2,-2.421274164,2.860759984,0.80231973,hollow|A_A_B|HCP,24.61
Ti2Pt2,-1.513096076,2.941846607,0.629232103,hollow|A_B_B|HCP,24.61
Ti2Re2,-1.433689204,4.173894557,0.771519927,bridge|A_A|B,13.39
Ti2Re2,-1.128759717,4.46821516,0.685319326,hollow|A_A_B|HCP,13.39
Ti2Re2,-0.773104186,4.764099561,0.584772265,hollow|A_B_B|HCP,13.39
Ti2Re2,-0.352940968,5.059745496,0.465974073,top|B,13.39
Ti2Rh2,-0.350634656,4.36529521,0.35967901,bridge|B_B|B,7.906
Ti2Rh2,-1.779998238,3.529305957,0.733649105,hollow|A_A_B|HCP,7.906
Ti2Rh2,-1.112009558,4.006085846,0.55888267,hollow|A_B_B|FCC,7.906
Ti2Rh2,-1.112005837,4.006081766,0.558881527,hollow|A_B_B|HCP,7.906
Ti2Rh2,-0.350650926,4.365395195,0.359678955,top|B,7.906
Ti2Ru2,-1.057159889,3.911211554,0.646214575,4fold|A_A_B_B,5.402
Ti2Ru2,-1.659032966,3.188666894,0.842219872,bridge|A_A|B,5.402
Ti2Ru2,-0.304958702,4.548765943,0.401251236,bridge|B_B|A,5.402
Ti2Ru2,-1.272146556,3.680823881,0.716226832,hollow|A_A_B|FCC,5.402
Ti2Ru2,-1.272192293,3.680827748,0.716236547,hollow|A_A_B|HCP,5.402
Ti2Ru2,-0.825714563,4.132649573,0.570837525,hollow|A_B_B|FCC,5.402
Ti2Ru2,-0.825758445,4.132663762,0.57085023,hollow|A_B_B|HCP,5.402
Ti2Ru2,-0.304997578,4.548920423,0.401256392,top|B,5.402
Ti2Y2,-0.25523067,2.573051477,0.496989571,bridge|A_A|B,12.08
Ti2Y2,-0.464061594,3.593849702,0.525630287,hollow|A_A_B|FCC,12.08
Ti2Y2,-0.464082276,3.593866525,0.525639252,hollow|A_A_B|HCP,12.08
Ti2Y2,-0.743015533,4.602965781,0.563887526,hollow|A_B_B|FCC,12.08
Ti2Y2,-0.743030869,4.603186178,0.563961857,hollow|A_B_B|HCP,12.08
Ti2Zr2,-0.64088636,3.746161752,0.550683996,hollow|A_A_B|FCC,24.32
Ti2Zr2,-0.640930495,3.746224763,0.550696272,hollow|A_A_B|HCP,24.32
Ti2Zr2,-0.86215166,4.299613052,0.605915236,hollow|A_B_B|FCC,24.32
Ti2Zr2,-0.861853814,4.299434271,0.605831892,hollow|A_B_B|HCP,24.32
Y2Pt2,-1.908556568,2.999169712,0.746623457,4fold|A_A_B_B,10.04
Y2Pt2,-2.776311715,2.37775763,0.94797042,bridge|A_A|B,10.04
Y2Pt2,-0.226290166,3.34392869,0.356292545,bridge|B_B|A,10.04
Y2Pt2,-1.481532433,3.175843195,0.647548791,hollow|A_B_B|FCC,10.04
Y2Re2,-0.964444879,5.312434453,0.58926581,4fold|A_A_B_B,16.39
Y2Re2,-1.322096929,4.308096625,0.725041976,bridge|A_A|B,16.39
Y2Re2,-0.391022005,6.571076107,0.371566642,top|B,16.39
Zr2Pt2,-2.234463495,3.197941888,0.728623426,4fold|A_A_B_B,10.03
Zr2Pt2,-3.29386565,2.814319396,0.931462615,bridge|A_A|B,10.03
Zr2Pt2,-0.630333031,3.073380886,0.421501979,bridge|B_B|A,10.03
Zr2Pt2,-2.632313254,3.102282371,0.804790185,hollow|A_A_B|HCP,10.03
Zr2Pt2,-1.777977658,3.244776399,0.641227474,hollow|A_B_B|FCC,10.03
Zr2Pt2,-0.63112252,3.073589223,0.421662429,top|B,10.03
Zr2Re2,-0.966410371,5.086296595,0.65810368,4fold|A_A_B_B,19.02
Zr2Re2,-1.130138473,3.900007559,0.744943378,bridge|A_A|B,19.02
Zr2Re2,-0.732891385,6.402055742,0.534225806,bridge|B_B|A,19.02
Zr2Re2,-1.027037769,4.682934393,0.690256085,hollow|A_A_B|HCP,19.02
Zr2Re2,-0.898334552,5.503875487,0.621968796,hollow|A_B_B|FCC,19.02
Zr2Re2,-0.898301763,5.503869457,0.621963891,hollow|A_B_B|HCP,19.02
Zr2Re2,-0.732973346,6.401927062,0.534245096,top|B,19.02
Ag2Au2,-3.86147665,1.144726708,0.986322895,bridge|A_A|B,0.7015
Ag2Au2,-3.316640452,1.303704848,0.977123434,bridge|B_B|A,0.7015
Ag2Au2,-3.680193833,1.227138015,0.983260761,hollow|A_A_B|FCC,0.7015
Ag2Au2,-3.680201777,1.227132358,0.983260921,hollow|A_A_B|HCP,0.7015
Ag2Au2,-3.498588619,1.278967269,0.980193506,hollow|A_B_B|FCC,0.7015
Ag2Au2,-3.498581792,1.278971208,0.980193193,hollow|A_B_B|HCP,0.7015
Ag2Au2,-3.861503572,1.144702744,0.986323798,top|A,0.7015
Ag2Au2,-3.316680333,1.303713272,0.977123367,top|B,0.7015
Ag2Cd2,-4.280716074,1.056665077,0.987096604,bridge|A_A|B,8.012
Ag2Cd2,-6.500172965,2.416361577,0.992149446,bridge|A_B|A,8.012
Ag2Cd2,-6.500184975,2.416326339,0.992150343,bridge|A_B|B,8.012
Ag2Cd2,-5.761430733,2.315371969,0.990466643,hollow|A_A_B|FCC,8.012
Ag2Cd2,-5.761405546,2.315357206,0.990466635,hollow|A_A_B|HCP,8.012
Ag2Cd2,-7.238712871,2.285911477,0.9938279,hollow|A_B_B|FCC,8.012
Ag2Cd2,-7.238706923,2.285938165,0.99382731,hollow|A_B_B|HCP,8.012
Ag2Cd2,-4.280719492,1.056639822,0.987097116,top|A,8.012
Ag2Cd2,-8.712204761,0.861713296,0.997180114,top|B,8.012
Ag2Hg2,-5.746453523,1.515493286,0.993298146,hollow|A_B_B|FCC,4.656
Ag2Hg2,-5.746461323,1.515498255,0.993297898,hollow|A_B_B|HCP,4.656
Ag2Hg2,-4.053197535,0.992035779,0.989517253,top|A,4.656
Ag2Hg2,-6.591131969,0.898750336,0.995184302,top|B,4.656
Ag2Os2,-3.983369561,1.919414802,0.985225781,bridge|A_A|A,8.452
Ag2Os2,-1.625562052,3.99360583,0.699476326,bridge|B_B|B,8.452
Ag2Os2,-3.209606538,2.989798421,0.891422406,hollow|A_A_B|FCC,8.452
Ag2Os2,-3.209183746,2.988772595,0.891431854,hollow|A_A_B|HCP,8.452
Ag2Os2,-2.423541758,3.61146846,0.796189325,hollow|A_B_B|HCP,8.452
Ag2Os2,-1.624866736,3.992179336,0.6994805,top|B,8.452
Ag2Y2,-3.148480651,2.968010919,0.755056087,4fold|A_A_B_B,8.812
Ag2Y2,-4.770086427,1.432712996,0.98620129,bridge|A_A|B,8.812
Ag2Y2,-0.056268904,2.667587411,0.314308393,bridge|B_B|A,8.812
Ag2Y2,-2.357019845,3.193324554,0.642239611,hollow|A_B_B|FCC,8.812
Ag2Y2,-4.770110433,1.432772276,0.986198507,top|A,8.812
Ag2Y2,-0.055289811,2.667318132,0.314134059,top|B,8.812
Cr2Ag2,-2.047738123,3.707846376,0.740733119,hollow|A_B_B|FCC,20.95
Cr2Cu2,-0.454760543,2.76235708,0.542565644,bridge|A_A|B,19.34
Cr2Cu2,-1.250466466,2.598012709,0.696735617,hollow|A_A_B|FCC,19.34
Cr2Cu2,-1.250464537,2.598014865,0.696735345,hollow|A_A_B|HCP,19.34
Cr2Cu2,-1.994642361,2.186372424,0.840912394,hollow|A_B_B|FCC,19.34
Cr2Cu2,-1.994689482,2.186400896,0.840936639,hollow|A_B_B|HCP,19.34
Cr2Ru2,-1.843776246,3.842274188,0.801153074,bridge|B_B|A,16.59
Cr2Ru2,-1.091197534,3.892037906,0.652594767,hollow|A_A_B|FCC,16.59
Cr2Ru2,-1.091148635,3.89203149,0.652583754,hollow|A_A_B|HCP,16.59
Cr2Ru2,-1.474037482,3.885027549,0.728146852,hollow|A_B_B|FCC,16.59
Cr2Ru2,-1.474673209,3.885130831,0.728308651,hollow|A_B_B|HCP,16.59
Cr2Ru2,-0.692744893,3.859092514,0.573891943,top|A,16.59
Cr2Ru2,-1.843727845,3.842262888,0.801137753,top|B,16.59
Cu2Ag2,-4.169668551,1.227939349,0.984402667,bridge|A_A|B,3.905
Cu2Ag2,-3.179610478,1.479941651,0.982849115,bridge|A_B|B,3.905
Cu2Ag2,-2.190629255,0.956398565,0.981300699,bridge|B_B|A,3.905
Cu2Ag2,-3.509374146,1.476701755,0.98336803,hollow|A_A_B|FCC,3.905
Cu2Ag2,-3.509360635,1.476712111,0.983367864,hollow|A_A_B|HCP,3.905
Cu2Ag2,-2.849785349,1.407924172,0.982332407,hollow|A_B_B|FCC,3.905
Cu2Ag2,-2.849790611,1.40792997,0.982332207,hollow|A_B_B|HCP,3.905
Cu2Ag2,-4.169663289,1.227916346,0.984403123,top|A,3.905
Cu2Au2,-3.58295925,1.459349229,0.973859006,bridge|A_A|B,3.059
Cu2Au2,-2.109825709,1.033011096,0.97875592,bridge|B_B|A,3.059
Cu2Au2,-3.0901497,1.502461911,0.975496613,hollow|A_A_B|FCC,3.059
Cu2Au2,-3.090140423,1.502463438,0.975496611,hollow|A_A_B|HCP,3.059
Cu2Au2,-2.599119575,1.378939023,0.977127962,hollow|A_B_B|FCC,3.059
Cu2Au2,-2.599135271,1.378927762,0.977128821,hollow|A_B_B|HCP,3.059
Cu2Cd2,-2.481359542,0.904693603,0.981120432,bridge|B_B|A,2.47
Cu2Cd2,-6.590122461,3.043983372,0.991245472,hollow|A_A_B|FCC,2.47
Cu2Cd2,-8.635873926,0.938468193,0.996289968,top|A,2.47
Cu2Cd2,-2.4813689,0.904698571,0.981120853,top|B,2.47
Cu2Hg2,-2.283883713,0.915658265,0.982714811,bridge|A_A|B,9.093
Cu2Hg2,-5.212439686,2.291951435,0.99013796,hollow|A_B_B|FCC,9.093
Cu2Hg2,-2.283919295,0.915578715,0.982717479,top|A,9.093
Cu2Hg2,-6.675029342,1.0175147,0.993844674,top|B,9.093
Cu2Mo2,-2.671183495,1.652050066,0.971031074,bridge|A_A|B,18.09
Cu2Mo2,-0.71014221,3.552198016,0.569064263,bridge|B_B|A,18.09
Cu2Mo2,-2.067002102,2.568187401,0.847195666,hollow|A_A_B|FCC,18.09
Cu2Mo2,-2.066920207,2.568335487,0.847167624,hollow|A_A_B|HCP,18.09
Cu2Mo2,-1.415217909,3.154143905,0.713585407,hollow|A_B_B|FCC,18.09
Cu2Mo2,-1.415222421,3.154140248,0.713586313,hollow|A_B_B|HCP,18.09
Cu2Mo2,-0.709996751,3.552343675,0.569014436,top|B,18.09
Cu2Nb2,-2.878297673,1.657649666,0.970290207,bridge|A_A|B,6.892
Cu2Nb2,-0.509329668,3.522409752,0.521424222,bridge|B_B|A,6.892
Cu2Nb2,-2.223887693,2.557051727,0.846292128,hollow|A_A_B|FCC,6.892
Cu2Nb2,-2.223714392,2.55718515,0.846262263,hollow|A_A_B|HCP,6.892
Cu2Nb2,-1.44676757,3.15076052,0.699045775,hollow|A_B_B|FCC,6.892
Cu2Nb2,-1.446760164,3.150763342,0.699044396,hollow|A_B_B|HCP,6.892
Cu2Nb2,-0.509151567,3.522421347,0.521396755,top|B,6.892
Cu2Os2,-1.650716592,3.898945912,0.706232043,bridge|B_B|A,8.205
Cu2Os2,-2.262056666,2.747243344,0.882924667,hollow|A_A_B|FCC,8.205
Cu2Os2,-2.261943714,2.747376514,0.882911349,hollow|A_A_B|HCP,8.205
Cu2Os2,-1.959205613,3.381079387,0.79540055,hollow|A_B_B|FCC,8.205
Cu2Os2,-1.959209737,3.381071001,0.795401558,hollow|A_B_B|HCP,8.205
Cu2Os2,-1.650541533,3.898995417,0.706211995,top|B,8.205
Cu2Rh2,-1.41811437,2.292165137,0.836696913,bridge|B_B|A,24.94
Cu2Rh2,-1.949550007,1.899502042,0.928516885,hollow|A_A_B|FCC,24.94
Cu2Rh2,-1.949294348,1.899538041,0.928476634,hollow|A_A_B|HCP,24.94
Cu2Rh2,-1.685280635,2.120597166,0.882867062,hollow|A_B_B|FCC,24.94
Cu2Rh2,-1.685279462,2.120595683,0.88286711,hollow|A_B_B|HCP,24.94
Cu2Ru2,-1.937530269,2.471439701,0.845804093,bridge|A_B|B,19.01
Cu2Ru2,-1.409939233,3.006778728,0.718514218,bridge|B_B|A,19.01
Cu2Ru2,-2.110655948,2.241371653,0.887578474,hollow|A_A_B|FCC,19.01
Cu2Ru2,-2.11071155,2.241316789,0.887592848,hollow|A_A_B|HCP,19.01
Cu2Ru2,-1.762984853,2.672106936,0.803687452,hollow|A_B_B|FCC,19.01
Cu2Ru2,-1.762972034,2.672105736,0.803686792,hollow|A_B_B|HCP,19.01
Cu2Ru2,-1.410039843,3.006735984,0.718539322,top|B,19.01
Cu2Y2,-2.968162559,1.251092813,0.979632734,bridge|A_A|B,13.81
Cu2Y2,-0.06516857,2.894807049,0.342735077,bridge|B_B|A,13.81
Cu2Y2,-1.487014581,2.673567569,0.654675827,hollow|A_B_B|FCC,13.81
Cu2Y2,-1.48700347,2.673571318,0.654673838,hollow|A_B_B|HCP,13.81
Cu2Y2,-2.968177661,1.251073406,0.979634502,top|A,13.81
Cu2Y2,-0.06540217,2.894839559,0.342777697,top|B,13.81
Cu2Zr2,-1.890340003,2.512963388,0.751745055,4fold|A_A_B_B,21.91
Cu2Zr2,-3.036909249,1.522046167,0.974386774,bridge|A_A|B,21.91
Cu2Zr2,-0.192294185,2.721494732,0.422017902,bridge|B_B|A,21.91
Cu2Zr2,-1.402594582,2.686981998,0.657031591,hollow|A_B_B|FCC,21.91
Cu2Zr2,-3.036895763,1.522068157,0.974383938,top|A,21.91
Cu2Zr2,-0.192416289,2.721504087,0.422046723,top|B,21.91
Mo2Ag2,-0.642507939,3.640701641,0.565569669,bridge|B_B|A,15.52
Mo2Ag2,-0.642507939,3.640701641,0.565569669,bridge|B_B|B,15.52
Mo2Ag2,-2.991827155,2.897777471,0.856374372,hollow|A_A_B|FCC,15.52
Mo2Ag2,-2.991993427,2.897886248,0.856405119,hollow|A_A_B|HCP,15.52
Mo2Ag2,-1.865965929,3.478967801,0.71701586,hollow|A_B_B|FCC,15.52
Mo2Ag2,-1.865956759,3.478965976,0.717015432,hollow|A_B_B|HCP,15.52
Mo2Ag2,-4.031766547,1.650243002,0.985109189,top|A,15.52
Mo2Ag2,-0.642648593,3.641050144,0.56559914,top|B,15.52
Mo2Ru2,-1.079738414,5.090210116,0.607202158,bridge|A_A|B,8.167
Mo2Ru2,-1.261064287,4.705842743,0.668319703,hollow|A_A_B|FCC,8.167
Mo2Ru2,-1.26103415,4.705816187,0.668314728,hollow|A_A_B|HCP,8.167
Mo2Ru2,-1.431184532,4.307615044,0.725645113,hollow|A_B_B|FCC,8.167
Mo2Ru2,-1.431139193,4.307601122,0.725637539,hollow|A_B_B|HCP,8.167
Nb2Ag2,-4.362615462,1.730060003,0.981991975,bridge|A_A|B,10.67
Nb2Ag2,-0.452977269,3.591110498,0.522957925,bridge|B_B|A,10.67
Nb2Ag2,-3.27939192,2.966280667,0.854811669,hollow|A_A_B|FCC,10.67
Nb2Ag2,-3.279536272,2.966174414,0.854832342,hollow|A_A_B|HCP,10.67
Nb2Ag2,-1.996541086,3.555067497,0.704179929,hollow|A_B_B|FCC,10.67
Nb2Ag2,-1.996539288,3.555069814,0.704179326,hollow|A_B_B|HCP,10.67
Nb2Ag2,-4.362620017,1.730045104,0.981993444,top|A,10.67
Nb2Ag2,-0.453129578,3.591219502,0.522980928,top|B,10.67
Nb2Ru2,-1.438637233,4.484011941,0.664288138,4fold|A_A_B_B,6.615
Nb2Ru2,-0.924379587,5.161749707,0.50388188,bridge|A_A|A,6.615
Nb2Ru2,-1.275677624,4.715330935,0.613456633,hollow|A_A_B|FCC,6.615
